,co2
2015,407.1693970580765
2016,409.34854937493157
2017,412.4854858136279
2018,415.8474603140875
2019,418.31734158884103
2020,420.77177026918116
2021,422.9862111368526
2022,425.12865439824134
2023,427.6981555694847
2024,431.1983712289882
2025,434.7263852459311
2026,437.9917158650553
2027,441.6903953094375
2028,445.2648728772587
2029,448.7994332186195
2030,452.79050218585047
2031,456.69291726989036
2032,460.44465461429274
2033,464.4860103750289
2034,468.55599006944516
2035,473.1550686224996
2036,478.66442276206834
2037,484.2531697782837
2038,489.16446801798054
2039,494.12291855973876
2040,500.0222239060372
2041,504.8855531561503
2042,508.5961784829237
2043,512.9562949184021
2044,517.1592517815217
2045,522.2898670557742
2046,526.4146171706157
2047,530.152414702095
2048,533.5260317633646
2049,536.4694469530845
2050,539.4164929474424
2051,543.0593199296904
2052,547.2683225153697
2053,549.5977782057927
2054,550.644821913495
2055,552.5174059411102
2056,553.5027074503578
2057,554.6746722464626
2058,555.7218214802516
2059,555.4526195101679
2060,555.1619789199908
2061,554.8071368332728
2062,553.9593774306445
2063,552.8191161467944
2064,552.113416944782
2065,551.7291143822403
2066,550.1708113060998
2067,548.4881915288212
2068,547.045411046793
2069,545.0837476557398
2070,542.5204461853755
2071,540.5031108337529
2072,538.17446207797
2073,536.2398302393148
2074,533.4934112684333
2075,530.174564788576
2076,527.2834811804084
2077,524.8039091073451
2078,522.2518616863784
2079,519.3893015036728
2080,515.8367932762881
2081,512.850145213452
2082,510.97976295575074
2083,508.82314594506596
2084,505.81479558631173
2085,502.33279407808027
2086,499.544929389017
2087,497.2614285763769
2088,494.6754529009306
2089,491.9254458616156
2090,489.04510391859617
2091,487.1554206357478
2092,484.8799603591894
2093,480.5138910727818
2094,477.393812987062
2095,475.0585512891223
2096,473.5863285675046
2097,471.5682525711725
2098,469.06969848089454
2099,466.09687827780937
2100,463.7355927141544
2101,460.5101362609202
2102,458.0755489561789
2103,456.1158946357922
2104,453.65892276965934
2105,450.6881292795973
2106,446.9690036846519
2107,443.90364652268227
2108,441.58043920907187
2109,439.77668174834605
2110,437.8277904659569
2111,435.53923634412996
2112,432.53298267056346
2113,429.5514174004635
2114,426.94159291629165
2115,424.92826788361725
2116,423.3798958818055
2117,421.23883347970286
2118,418.1740611873531
2119,416.16631738842443
2120,414.1195504419714
2121,412.9954362977063
2122,411.7600419212562
2123,408.1457605479145
2124,405.24919262020796
2125,403.7623020188373
2126,402.100863968569
2127,400.27880557890666
2128,398.16984687779217
2129,396.67225572843927
2130,395.0941026159269
2131,393.58123491541227
2132,391.7034500783174
2133,389.5912422553108
2134,387.7504540447324
2135,385.20742457308626
2136,383.97361592246654
2137,382.4790056421726
2138,380.75588333757025
2139,379.15464968527056
2140,377.4501841522472
2141,376.2154621401178
2142,375.0796095681655
2143,373.64928739922834
2144,372.9494398937344
2145,371.832931856423
2146,370.3001613589267
2147,369.0060441305504
2148,368.4699835861658
2149,367.7980776302506
2150,366.6766208602375
2151,365.88270920839307
2152,365.1100564853408
2153,364.8702388656906
2154,364.5150913461
2155,362.85716757307677
2156,361.6261725094302
2157,361.6651129037322
2158,361.2097273412469
2159,360.7659878216885
2160,360.2195545639165
2161,360.1674775077226
2162,360.45909935495035
2163,361.33810696734514
2164,361.37187704039235
2165,360.67324953614684
2166,360.485101234818
2167,361.3573069181947
2168,362.0103862852262
2169,362.8439128192692
2170,363.3325666293217
2171,362.54762333058153
2172,362.2296405105633
2173,362.54266822157143
2174,362.6611006126985
2175,362.3709405984587
2176,362.2358162821455
2177,362.81907120606235
2178,363.92749882414927
2179,364.2378721738761
2180,362.9496654594027
2181,362.1477319115201
2182,362.0298732391549
2183,362.42715172339905
2184,364.3956577263118
2185,365.83317197009325
2186,364.53358209935647
2187,363.53667812897993
2188,363.9253946167629
2189,365.27411130384405
2190,365.0274094436725
2191,365.12745283770903
2192,364.565629099764
2193,364.47535670118333
2194,365.0061044057148
2195,365.2949033805918
2196,364.86126184280204
2197,364.6155761128042
2198,364.5918562711977
2199,365.0084865215641
2200,365.6405633517995
2201,365.4182304754347
2202,363.9344053502218
2203,362.82221179143573
2204,362.72503777273056
2205,364.0403699858178
2206,365.06547308468635
2207,364.945018275273
2208,364.653357206664
2209,364.85716012242233
2210,364.1296221050589
2211,363.5895795691437
2212,363.25231145396185
2213,363.2107901363988
2214,363.73738955133007
2215,364.36320927386345
2216,364.6021767260329
2217,364.368783526901
2218,363.96555588347724
2219,364.14569984046153
2220,364.43922538464386
2221,364.9571369975635
2222,365.76764806767926
2223,364.8125998335208
2224,363.2964908031813
2225,363.10571291139655
2226,363.74725359148584
2227,364.80791900279115
2228,364.7561524922644
2229,364.1230588223047
2230,363.2708934706001
2231,363.72865585173145
2232,363.9662261763825
2233,364.1996820109274
2234,363.9568041360841
2235,363.69498069479226
2236,362.7411793175725
2237,362.4168563766283
2238,363.0998201657919
2239,364.31537061108554
2240,364.38216260408745
2241,363.2659692564731
2242,362.68602533352066
2243,363.06734586057826
2244,363.37709367797993
2245,363.07761678926425
2246,362.54587874369616
2247,362.2379050965101
2248,362.7456991339329
2249,363.47209570645975
2250,363.28198677726834
2251,362.3106296635394
2252,361.6578442858294
2253,361.90615097740346
2254,362.47860026396245
2255,362.17743965086635
2256,361.4151126876604
2257,361.25096180394206
2258,360.6560970352608
2259,360.6588728575717
2260,361.15381637792837
2261,361.9837066872987
2262,361.7128715472036
2263,360.9683317877318
2264,361.35596137154687
2265,361.8758637005404
2266,361.76049956673086
2267,360.6677434507904
2268,360.2474118108098
2269,360.4142539111309
2270,360.99486586873246
2271,361.21575278484283
2272,361.0734679710212
2273,361.235705549364
2274,361.37607662621116
2275,361.19314806633145
2276,360.9813472812938
2277,360.04673041841005
2278,359.4586378815392
2279,359.3714064688306
2280,359.4865772079073
2281,359.32543515779645
2282,359.81973207630546
2283,360.6885820052736
2284,360.3137441750555
2285,359.95189409562647
2286,359.8484820340138
2287,359.8354322131754
2288,359.1276469718532
2289,358.8636441844037
2290,359.610728389246
2291,359.6999247234535
2292,359.5134412561454
2293,359.7249954160705
2294,359.7237274490651
2295,359.53469789212085
2296,359.70451623178434
2297,359.78187941839406
2298,359.42495723195907
2299,358.3838327559811
