,co2
2015,407.02569073266994
2016,409.99501642959336
2017,412.2352588200065
2018,414.7708735423776
2019,417.14972075987
2020,419.9748174353738
2021,423.0578201087283
2022,425.49194413631085
2023,428.6545684667728
2024,432.06457865145666
2025,435.79268613272137
2026,439.29921275430337
2027,442.6187185200525
2028,447.0001129279802
2029,451.0808818467562
2030,453.64393652072675
2031,456.63618543159964
2032,460.9643032343577
2033,465.3935816045278
2034,470.3504793527931
2035,474.8503990230715
2036,478.83732446147525
2037,483.72207084883786
2038,489.06787886967976
2039,494.42657176640654
2040,499.8701967437849
2041,505.3538503915063
2042,510.97449097654476
2043,515.1534050698422
2044,518.457868753783
2045,522.8382615266027
2046,526.9495710065306
2047,530.9388879046776
2048,535.4382682961905
2049,539.2406987973326
2050,542.4605601505924
2051,544.8631372061599
2052,546.9837991063914
2053,549.5883633264795
2054,552.1610538336613
2055,553.3645806915086
2056,553.629008787677
2057,554.2404773358775
2058,555.3762013433052
2059,555.951590354668
2060,555.3265735407246
2061,554.927570750963
2062,554.5302815284896
2063,553.5820955435626
2064,552.8776657886948
2065,551.265859347575
2066,549.6629781320596
2067,547.8822584578807
2068,546.0428750627791
2069,544.7657111126957
2070,543.5925230643542
2071,541.3502625702706
2072,538.1944816195429
2073,535.0199106364388
2074,532.1094503703624
2075,529.9657990931835
2076,527.1142156120297
2077,523.2487325856911
2078,519.718304053311
2079,517.5771725100058
2080,514.8585815612948
2081,512.4527858158682
2082,510.4119197262821
2083,507.33332048226964
2084,504.20736538533475
2085,501.809520698286
2086,499.0287627861899
2087,495.60234762214475
2088,492.2618549134571
2089,490.52776104787625
2090,488.7944073973312
2091,485.8316544389186
2092,482.44423076630886
2093,479.8821765783674
2094,478.2574250222945
2095,476.3458168714728
2096,474.11228429819556
2097,470.67215122192255
2098,467.4469593503693
2099,465.3824772333658
2100,463.5637755175068
2101,461.50986539586955
2102,459.2555909877632
2103,456.1084077606436
2104,453.0644256199444
2105,451.1402244270921
2106,449.2020441987865
2107,447.21546069460493
2108,444.7565084422374
2109,441.9272236278871
2110,439.13909279695474
2111,435.850097320422
2112,433.4486220381554
2113,431.51251296808243
2114,429.36630437630515
2115,426.47360679656623
2116,424.4281441215214
2117,422.66741472785486
2118,419.6455177354821
2119,416.8698830325109
2120,415.54586273388713
2121,414.19310133012897
2122,411.4214707848214
2123,408.5830912942313
2124,407.2692620953983
2125,405.323262488053
2126,402.7943681432535
2127,400.32200649517597
2128,398.69059827583436
2129,397.91096677257724
2130,396.05179774991507
2131,393.87005417657014
2132,392.2087827704557
2133,391.32236129301594
2134,390.2388283134222
2135,388.2619344064317
2136,385.53176612957543
2137,383.564957572645
2138,381.73494747874366
2139,381.02547726820194
2140,380.36600856359337
2141,378.4343180620246
2142,377.07264752214644
2143,375.0078746704065
2144,373.1604159181358
2145,371.64213387564865
2146,370.56927346971304
2147,369.5553250342424
2148,367.1970927200208
2149,365.36481897743374
2150,364.5852370078941
2151,364.41401672339725
2152,364.24532920993863
2153,364.3980290628964
2154,364.07199927766703
2155,363.8574233725109
2156,363.434044057763
2157,362.7320014464147
2158,362.4239160673592
2159,362.4478132901041
2160,362.41566120011225
2161,362.1029638151682
2162,362.1235299089182
2163,363.3206557682142
2164,363.3811024558642
2165,362.9302892977054
2166,362.70571740168583
2167,362.7328629906169
2168,362.4342041565457
2169,362.21017929500107
2170,361.9471390682572
2171,362.4286598284718
2172,363.39339452674426
2173,363.9068051070926
2174,364.09362911153016
2175,364.9868878543215
2176,365.18175831379654
2177,364.4600790317896
2178,364.04679703455014
2179,364.5067037847129
2180,365.29732875057357
2181,365.1626701215769
2182,364.880574193053
2183,365.15502346765044
2184,365.24390808084434
2185,364.7067055274319
2186,364.9884450993807
2187,365.29104253104407
2188,365.58735389838176
2189,365.35897673676885
2190,365.3341254226944
2191,365.26984605338004
2192,365.1266696669335
2193,366.0229538459337
2194,366.6901865225085
2195,366.4512203569901
2196,366.0550043934485
2197,365.4659883453361
2198,365.02085054669436
2199,364.981146939304
2200,365.5592818651288
2201,365.634519453381
2202,365.5068991756863
2203,364.95861283121354
2204,364.98951407933004
2205,365.6279161745305
2206,365.9671314048498
2207,366.02763917354866
2208,366.00880514214
2209,366.28274130189294
2210,366.3457754159473
2211,366.4796052038831
2212,365.775367566233
2213,365.60285640044924
2214,365.35205842118756
2215,365.2225818419218
2216,365.2814147658981
2217,366.34532615486245
2218,366.0585547981338
2219,365.0025145908657
2220,364.5509145030214
2221,365.3876032042105
2222,365.17366601885874
2223,364.31057581491467
2224,364.30482704250056
2225,364.05622387046844
2226,363.9887829891031
2227,364.0879931701956
2228,364.97880725777793
2229,365.3062587396884
2230,364.3543099447886
2231,363.9249577174386
2232,364.4368739788559
2233,364.0086075419492
2234,363.70424518498095
2235,364.063170510078
2236,364.5516689164267
2237,364.52463721756857
2238,364.0629396439552
2239,363.99959829096986
2240,363.68325331375127
2241,363.3848003401103
2242,363.36893390410415
2243,363.5053856606675
2244,363.4926851328185
2245,363.04321117412445
2246,363.4035465172381
2247,363.9126492063982
2248,364.37937519507096
2249,364.7077019905174
2250,363.63119611248493
2251,362.23165860874025
2252,361.76022728270505
2253,361.8203982358042
2254,361.9054216457082
2255,362.7305645660225
2256,362.62655554679134
2257,361.6737155807821
2258,361.1029412397351
2259,361.4147081942754
2260,361.30391059197314
2261,361.09817388717585
2262,362.2545582379917
2263,362.1481845477252
2264,360.989792285337
2265,360.2949380796902
2266,360.5799330259666
2267,360.86828212121895
2268,360.5823531369529
2269,360.691720795347
2270,361.3152894175272
2271,361.12851510643833
2272,360.7654539789514
2273,361.18052816347637
2274,362.1353941090742
2275,362.4460128787328
2276,361.5490594914134
2277,360.43887216941783
2278,360.60396989680913
2279,361.08321132162547
2280,360.97046146928074
2281,361.1929577078774
2282,360.58605149315883
2283,360.3745376987972
2284,360.7592809450268
2285,361.05011520929753
2286,360.8949168673015
2287,361.0558179106088
2288,361.1847904523591
2289,360.79758228096716
2290,361.06090655147676
2291,361.1884146921721
2292,361.1187621840262
2293,361.2324037873558
2294,361.3546788675041
2295,360.672074935729
2296,360.13126002724715
2297,360.187226875291
2298,361.379579151017
2299,361.671767788144
