,co2
2015,407.12709835982145
2016,409.8755526314867
2017,412.9628316195968
2018,415.52113253726145
2019,417.4730273289706
2020,421.2178479293831
2021,424.8267586837904
2022,426.8235363622065
2023,429.5137140522824
2024,432.4341927030209
2025,435.5799094480686
2026,439.5948509604403
2027,443.2366220849225
2028,446.5086390683392
2029,449.7011965104103
2030,453.4300991288167
2031,457.0562481900501
2032,460.3620811805092
2033,464.3016055976298
2034,468.60375278860545
2035,473.4231756519213
2036,478.3826300516357
2037,483.4142011110921
2038,488.2926792444832
2039,493.47644593565764
2040,499.1013424488841
2041,504.19976126384546
2042,508.6807940433707
2043,512.9096726573288
2044,517.3880180449083
2045,521.2523613872772
2046,525.2647464845581
2047,529.290136687563
2048,532.5643206840431
2049,536.2195792349063
2050,540.3241199953502
2051,544.2316524565615
2052,546.3810614110118
2053,548.3633830589191
2054,550.4963265678501
2055,552.3035401685996
2056,554.6466542312047
2057,556.2094539305449
2058,555.6440998336625
2059,554.9243404333672
2060,554.6542210256607
2061,554.7378363520072
2062,554.7875580212025
2063,553.5067567312799
2064,552.0269332727539
2065,550.5913950801852
2066,549.6212105363779
2067,548.2414388175719
2068,547.5845218967461
2069,545.9290122548075
2070,543.4856214266537
2071,540.6459245814128
2072,538.844276092446
2073,535.7995374741145
2074,533.2552837690523
2075,531.3725301696234
2076,528.3312927115813
2077,524.8480377695797
2078,521.9041457112367
2079,518.9708026735934
2080,516.6034964614558
2081,513.5866500944582
2082,510.5936507569071
2083,507.791933305087
2084,505.1094102221812
2085,502.40540342410156
2086,499.56130732829394
2087,496.79067899184105
2088,493.8699252993203
2089,491.33605482468806
2090,488.0239330601928
2091,485.0385870392638
2092,482.68902115277933
2093,480.2828666170497
2094,479.1432834977955
2095,476.69980055399134
2096,473.5843393190006
2097,470.78623276529635
2098,467.92912302213193
2099,466.4974114224229
2100,464.5616680717216
2101,460.63564324436857
2102,457.25343341738034
2103,454.4818196893047
2104,452.10234494844207
2105,449.3144642369858
2106,446.931475711004
2107,444.88660498034255
2108,442.2906035837306
2109,439.3320497112729
2110,437.54178628394163
2111,435.7680596238654
2112,433.1340762924896
2113,430.29219712120397
2114,428.2304416433047
2115,426.17955016337305
2116,424.5503769131912
2117,422.75164703059744
2118,420.4039040333928
2119,417.37818399592885
2120,415.2648154415772
2121,412.9176639577224
2122,410.4265396954196
2123,408.58018537545126
2124,406.9997133275571
2125,404.6714907169808
2126,403.145315379695
2127,401.775656946201
2128,400.10825376571796
2129,398.5069264353871
2130,396.37383575273645
2131,394.2193316141985
2132,391.98479344945684
2133,390.6068346522345
2134,389.0303330261849
2135,387.13092094673584
2136,385.64796156505537
2137,384.3784573219682
2138,382.41509069580906
2139,380.2637979045859
2140,378.54338500810456
2141,376.52418837621263
2142,375.1207181213134
2143,374.29374038688144
2144,373.3034979864626
2145,372.16053680223274
2146,371.2232745085635
2147,369.63914108905004
2148,368.2920700442157
2149,366.7848676510433
2150,365.8486123250866
2151,365.3623024650242
2152,364.7408577048674
2153,364.1671954789235
2154,363.87601262110644
2155,363.89527528297486
2156,363.39871925551336
2157,362.2882830502393
2158,361.4330028460683
2159,361.0588640387308
2160,361.09722373891697
2161,360.63620724293725
2162,360.25667224369397
2163,360.9880017100521
2164,361.90507659049763
2165,361.95304306706294
2166,362.03209414146227
2167,361.88835772719176
2168,361.13673147978864
2169,361.0755148827623
2170,361.89427047534986
2171,363.34399039904736
2172,363.9039593436032
2173,363.66513874627515
2174,363.753314990929
2175,363.95121192933334
2176,364.1989974959468
2177,364.7239794272242
2178,364.37815367266427
2179,364.3649544685585
2180,364.53982094357343
2181,364.3239924771763
2182,364.2297689669637
2183,364.7037053907797
2184,365.15116165330005
2185,364.77736519210475
2186,364.3079957734293
2187,364.2369131975821
2188,364.67120477107824
2189,365.21338190813316
2190,365.73694435988926
2191,365.22629446136557
2192,364.6871686420716
2193,364.33829506378066
2194,364.2780742354347
2195,364.4680159437539
2196,365.2659531240373
2197,366.31438227798026
2198,366.5137873377442
2199,365.5076511194507
2200,364.35665999579055
2201,363.84888775050206
2202,364.1672225654395
2203,364.9546981219822
2204,365.94214131048307
2205,365.2525735121513
2206,364.94173127079586
2207,365.1067662970718
2208,364.49942136447953
2209,364.14697542301786
2210,363.38531135117233
2211,362.8352905744455
2212,363.69479558486
2213,364.3090057885698
2214,364.47089110748345
2215,364.87218727282226
2216,364.5557116893685
2217,364.18323505138807
2218,364.49903141343685
2219,365.34133435233576
2220,365.8313056435919
2221,365.0122834033895
2222,363.9925484720711
2223,364.0036951308618
2224,363.8915885702476
2225,364.42214473537416
2226,364.67738331181755
2227,364.40532698785387
2228,364.28684282297763
2229,364.24674512131486
2230,364.288061039205
2231,364.1757771071102
2232,363.28454914040026
2233,362.70559540402525
2234,363.2498822591567
2235,364.27888966571203
2236,364.77156911756583
2237,364.85672320778986
2238,364.96966068483744
2239,364.4392347603049
2240,363.9395724812938
2241,363.57404064968483
2242,362.95219823556243
2243,363.41251879258704
2244,364.2180177950361
2245,364.4448180499415
2246,364.48954648266647
2247,363.8568502557765
2248,364.0737610908848
2249,363.9815041521513
2250,362.79947274851014
2251,362.68229332113833
2252,363.6447808621535
2253,363.43901838011055
2254,363.03109530248076
2255,362.8635527784229
2256,362.55092481150234
2257,362.4977565970739
2258,361.6096419736282
2259,360.4930784030745
2260,360.72774148341574
2261,361.89617247104326
2262,362.4402582266636
2263,361.95687074113386
2264,361.75585097842475
2265,361.9717320277782
2266,362.32785940767786
2267,362.45804133913083
