,co2
2268,362.2224515425723
2269,361.5728859717708
2270,360.5080100613035
2271,360.51746946695613
2272,361.22572018289566
2273,361.19574347526884
2274,360.92774344622717
2275,360.85983643787404
2276,360.5545998117746
2277,360.775213814001
2278,361.3473681772535
2279,361.34995422904495
2280,360.7681336520482
2281,359.93532826556503
2282,359.56643164653235
2283,360.1023137821226
2284,360.43860639002804
2285,360.43650527927105
2286,360.311791090253
2287,360.50571789382565
2288,360.7511945566962
2289,361.3945974681401
2290,360.31479480079014
2291,359.1955892821893
2292,358.56893295422657
2293,358.2113833263218
2294,358.3851506211962
2295,358.3943100675422
2296,357.5691326482901
2297,357.38289396306953
2298,358.4250786976578
2299,358.9413992760758
