,co2
2015,407.7412493435674
2016,410.03326960431485
2017,412.6262419375024
2018,414.8638530972185
2019,417.75286440498553
2020,420.73376648319834
2021,423.5756819933084
2022,425.88346619326506
2023,429.310405677231
2024,432.89450817058395
2025,435.71233105553546
2026,439.02085090371315
2027,442.5801952895678
2028,446.0971327576432
2029,449.06320786467967
2030,452.7525726183332
2031,456.28285928278166
2032,460.32176897746467
2033,465.0518391089166
2034,469.5158532619761
2035,473.80925490177344
2036,478.2680302096482
2037,483.6946474615696
2038,489.2185060018622
2039,494.71978254546565
2040,501.0314826648742
2041,505.68039681804186
2042,509.7434016496969
2043,514.0419832680027
2044,517.8245099308297
2045,522.0336640633058
2046,525.7342485034665
2047,529.370715559889
2048,533.1506792173236
2049,536.5793135791857
2050,539.9594416022941
2051,542.8535667975093
2052,545.6353342614078
2053,547.8672181344141
2054,550.3852275032405
2055,553.1920551187427
2056,554.8421695267333
2057,555.6164667369086
2058,555.83243910778
2059,555.6682930598063
2060,556.502247154617
2061,556.6929878854124
2062,555.1729588429697
2063,554.0589678949198
2064,553.3658393451994
2065,551.8687937716332
2066,550.6345980648314
2067,550.2742407942353
2068,547.2363828271671
2069,544.3054417298042
2070,542.9007604338667
2071,540.9276371807313
2072,537.589271063012
2073,534.6054551650831
2074,532.3416240545865
2075,529.6392685328238
2076,527.0279416265444
2077,524.7892555734923
2078,522.5586356937999
2079,519.432168515584
2080,516.4986102135653
2081,513.6628352981114
2082,510.6649871907203
2083,507.36930220041666
2084,504.8329019742302
2085,502.6415508806569
2086,500.2691908970445
2087,497.1453236439793
2088,494.06909204917133
2089,491.47502209682256
2090,489.55046236059724
2091,487.65074067802976
2092,486.25562189266697
2093,483.8476749168486
2094,480.2843167135072
2095,477.71966515846805
2096,474.3933386306236
2097,471.54366246148726
2098,468.68448298182466
2099,465.4504074305926
2100,463.3400568682563
2101,461.918875972666
2102,459.2746172374586
2103,455.3436705483013
2104,452.57339967431426
2105,450.24040306324883
2106,447.8381119067209
2107,445.1677825205283
2108,442.32688064731815
2109,439.7709021747817
2110,437.478738695845
2111,434.7568521602808
2112,432.22147744718666
2113,429.9455192262679
2114,427.76919489229715
2115,425.9453058994333
2116,423.95791311080114
2117,422.33483620580614
2118,420.44652351672767
2119,418.98457528007
2120,417.1968872165309
