,co2
2121,414.17968826429006
2122,410.71637013290183
2123,408.3228691280275
2124,406.39169311313975
2125,405.49580506444914
2126,404.5021676377032
2127,402.02140617792503
2128,400.3242785544663
2129,399.00736556699655
2130,396.3592749829003
2131,393.3658102456711
2132,390.93535045252685
2133,389.6153716796144
2134,388.2473276723441
2135,386.45645396168993
2136,385.5473879153493
2137,384.6113943924251
2138,382.11612374046365
2139,379.8797759462533
2140,379.1361315054866
2141,378.6180998210143
2142,377.56743862519784
2143,375.6889756265913
2144,373.7183844895748
2145,371.83405516296466
2146,371.0757883005241
2147,370.61073996828736
2148,369.0077511797804
2149,367.5795584813341
2150,367.38560184670223
2151,366.92770737332813
2152,365.8335447555424
2153,364.3446791386378
2154,364.2293192297309
2155,364.52930563397877
2156,363.85254496734586
2157,363.2196328061144
2158,362.6742168544784
2159,363.3831435982917
2160,363.72671213811907
2161,362.53862489742716
2162,361.4016454104848
2163,361.60080044044014
2164,361.83152808567456
2165,362.07547337702783
2166,361.78526073625073
2167,361.6928023181446
2168,361.1405465351354
2169,360.65552434494117
2170,361.67268964650833
2171,362.8938387787148
2172,363.1019009805553
2173,363.4586769825509
2174,363.2871399843906
2175,363.0238682655311
2176,363.2852161807217
2177,363.577727407472
2178,363.78535287203835
2179,364.68836599488895
2180,365.24718648768254
2181,364.97975379356825
2182,364.6090774579803
2183,364.59817032042025
2184,364.83581651774335
2185,365.19064207794173
2186,365.6546523728256
2187,365.3808453706799
2188,364.8626500902484
2189,364.85359953631695
2190,365.0163123921894
2191,365.42016615293124
2192,366.2058336626201
2193,366.255374776419
2194,366.5499251646835
2195,366.62259986895884
2196,366.1318397353861
2197,365.79608827608183
2198,366.00058182544404
2199,365.59577351897383
2200,365.12874581803123
2201,364.9946389971094
2202,365.4045065643159
2203,365.3321854075777
2204,365.57150042607776
2205,366.1197872938469
2206,366.18374872687315
2207,365.7265677652238
2208,365.2448003093783
2209,365.23096363716854
2210,365.6318026026352
2211,365.42272781799124
2212,364.78611764394265
2213,364.96704992047165
2214,365.34335543969695
2215,365.6074024204553
2216,366.1858027766564
2217,365.7487887552174
2218,364.7191582006252
2219,364.02495316036084
2220,363.40458418048877
2221,363.13914272826855
2222,363.39497578545274
2223,364.2616416573887
2224,364.1830211661303
2225,363.7788329218289
2226,363.05678903660004
2227,362.81003050857714
2228,362.68992541104245
2229,362.9060909622566
2230,363.54322894600165
2231,363.7066459345397
2232,363.07066704303753
2233,362.5083161596525
2234,362.5765179173798
2235,362.9004150370915
2236,362.7511209482066
2237,362.68156002523756
2238,363.2395558725086
2239,363.07961780382885
2240,362.80963571964537
2241,362.7670517083115
2242,362.26609797514044
2243,362.03510302554736
2244,362.6257258366557
2245,363.18141284240863
2246,363.14829306575234
2247,362.79785713426975
2248,362.47557282607835
2249,362.30608291490785
2250,362.02058049579676
2251,361.89561060811855
2252,362.26314696353467
2253,361.59651212225157
2254,362.386273275249
2255,363.25828518402034
2256,362.9227203593891
2257,362.6852591116781
2258,361.99238736741023
2259,361.6333784355387
2260,361.39600797284504
2261,360.8828943329201
2262,361.1672946637389
2263,361.467290349582
2264,361.7182690393677
2265,362.9917788521109
2266,362.585078809794
2267,361.1912567010416
2268,360.7205868777135
2269,360.8797980295306
2270,361.64276438440527
2271,362.18416180697346
2272,362.19647285660807
2273,361.65522966103896
2274,361.17953551994776
2275,360.4805004277508
2276,360.52220700256845
2277,360.22638949494706
2278,360.1757635072901
2279,360.19781217516487
2280,360.4457198163304
2281,361.23427547731814
2282,361.21978235848815
2283,360.7342786655843
2284,360.84324325800503
2285,361.44714254742166
2286,361.3511169223668
2287,361.00222383679056
2288,360.68668313775515
2289,360.644879027101
2290,359.82519384481526
2291,359.65986657271964
2292,360.32810568074103
2293,360.1312048713665
2294,359.80959024823545
2295,359.2177980904964
2296,359.33191307554034
2297,359.9346029256072
2298,359.29970679594516
2299,358.81467579456995
