,co2
2015,407.2614442997533
2016,409.3599779995959
2017,411.6404651312231
2018,415.29976915821646
2019,418.9560146780316
2020,422.0617424212927
2021,424.52326764842996
2022,426.5017193590882
2023,429.6524708871639
2024,432.9853326932363
2025,436.4114530252098
2026,440.0298234244974
2027,444.0177946008575
2028,447.78917862698387
2029,451.1060012056912
2030,454.16859869147265
2031,458.16748028335854
2032,462.7612075950545
2033,466.32548750350674
2034,470.20438464230864
2035,474.6995012520275
2036,479.4900099130167
2037,484.448861866882
2038,489.96528378744677
2039,495.14418122580355
2040,500.16780957865643
2041,505.17508268616007
2042,509.9046854710297
2043,514.5618632112219
2044,520.0809706430682
2045,524.0960760681177
2046,527.2465753991855
2047,530.9100054762068
2048,534.7699848429926
2049,537.9656845605712
2050,540.8257884320807
2051,543.9529248524574
2052,546.5321425736904
2053,549.4212724624854
2054,550.741828699792
2055,551.8957948527407
2056,553.7147178313924
2057,555.0459855577825
2058,556.1427878772804
2059,556.0608257991291
2060,556.0183135930688
2061,556.274033232595
2062,555.4755262343044
2063,554.1456048862103
2064,553.1894183881802
2065,551.7303759379478
2066,550.0401669007658
2067,548.4865458851655
2068,547.2615846335614
2069,545.2864744225055
2070,543.5882305044653
2071,541.355225134158
2072,539.253541952843
2073,536.0031513694206
2074,533.466443554658
2075,531.4327291317908
2076,528.2057240263629
2077,525.3846170477053
2078,522.7903719869072
2079,519.2556141837334
2080,515.9202011711255
2081,512.963827075295
2082,509.8345551600083
2083,506.7963737162989
2084,504.1467718603113
2085,501.8476891827517
2086,498.9456034721882
2087,496.15742684631164
2088,493.9843914548792
2089,491.6009070060691
2090,488.13895979877515
2091,484.84439541458823
2092,482.6501515427142
2093,481.42687365350196
2094,479.09523016634176
2095,475.87130966402367
2096,473.65763058788144
2097,471.37657954054066
2098,469.11539715561764
2099,466.8622554899299
2100,464.1206300203269
2101,460.65891889278083
2102,457.24387872809007
2103,455.09934125793484
2104,453.2203460143952
2105,450.7549680475835
2106,447.7399291855294
2107,445.33557145267645
2108,441.91703586656365
2109,439.9197440900921
2110,437.64513100437125
2111,435.6697436866445
2112,434.0731706627537
2113,431.378119229441
2114,428.4453731898688
2115,425.6583271733379
2116,423.55075300010435
2117,421.7435817493044
2118,420.08530488142696
2119,418.4790314285289
2120,416.4749686675168
2121,413.69389602353476
2122,410.72721039778673
2123,408.7463309853442
2124,407.04193237905577
2125,404.8611785644704
2126,402.53976084797665
2127,401.8831452243321
2128,399.5662555740415
2129,395.95613186311186
2130,394.5973452171515
2131,393.52577763095763
2132,391.5025209326751
2133,389.8603587934347
2134,388.0411698936474
2135,386.4475454347249
2136,384.35493859078497
2137,381.98184096492054
2138,380.17021974596565
2139,378.0586414870656
2140,376.68784308485897
2141,376.2503313226278
2142,374.844919053543
2143,372.8830745005691
2144,371.2523171636967
2145,370.43293787460954
2146,369.74411690978883
2147,368.7796354171976
2148,367.4308492836721
2149,367.84703681025036
2150,367.47101773686313
2151,365.5253878662751
2152,364.6312159609721
2153,363.94033275164895
2154,362.8607051173464
2155,362.27471866878216
2156,362.15022320918365
2157,362.07601522669154
2158,361.90956068409633
2159,361.7289811619686
2160,360.96480806876014
2161,360.6061358304992
2162,360.95490999604914
2163,361.5116387713853
2164,361.5127346765367
2165,360.81246556711955
2166,360.3238738437812
2167,360.1150915287128
2168,359.95586661173513
2169,359.7743212589932
2170,360.66936245104216
2171,360.8835216532022
2172,361.1288342375127
2173,361.8691359391626
2174,362.7524179846673
2175,361.8242430284662
2176,361.2965090092939
2177,362.12160625455084
2178,363.2078003450246
2179,363.1168072977856
2180,362.99100459061697
2181,363.3800794305222
2182,363.4288688434509
2183,362.9510341697346
2184,362.59973676797586
2185,362.3634245715359
2186,362.3054141185774
2187,363.00912311312317
2188,364.4308526379139
2189,364.6993090447792
2190,364.06378136554946
2191,363.9884575707028
2192,363.8283821051069
2193,363.3970289972414
2194,363.21248573667657
2195,363.4172397933304
2196,363.76877417617357
2197,363.70011007685105
2198,363.9635189627815
2199,364.35355985331114
2200,365.1572160587689
2201,364.97097818981376
2202,364.68354226651144
2203,364.23665990395517
2204,364.69180235884596
2205,365.32147743044266
2206,365.425972017149
2207,364.84792638558184
2208,364.0702362471177
2209,364.2389011192112
2210,364.9609424608339
2211,365.0310410278704
2212,365.4683790849657
2213,364.87074918059676
2214,364.4159814248408
2215,363.9761264535922
2216,364.14258411207
2217,363.9302054301748
2218,364.26557731177274
2219,364.6900694377278
2220,364.53479155541567
2221,364.14309802073456
2222,363.74211491327577
2223,363.8826652276219
2224,364.27747872724376
2225,363.94700126547474
2226,363.68648447405286
2227,364.28525939577827
2228,364.0600789658001
2229,363.8221891886498
2230,363.92938573831645
2231,364.1929835723357
2232,362.9492843369249
2233,362.53436687612333
2234,362.71738814230093
2235,363.5216929810739
2236,363.3026754649502
2237,362.23832813373383
2238,361.9206983425835
2239,361.6357354119631
2240,361.7245897612949
2241,362.64658173032547
2242,363.65725974385276
2243,363.91966009124855
2244,363.2886809049735
2245,362.4449970088957
2246,361.201198550552
2247,360.90111372602104
2248,361.5295828593823
2249,361.5093677265808
2250,361.1849324207614
2251,360.39035859076125
2252,360.05702687850965
2253,360.86398500295843
2254,361.91950196561464
2255,361.6030554973053
2256,360.93802589052916
2257,361.3323259385038
2258,361.194029181889
2259,360.5617043137904
2260,360.91546934063746
2261,361.15113683806993
2262,360.5606274157532
2263,360.5634326648298
2264,361.2719643310958
2265,361.06485782130613
2266,360.7506484960711
2267,361.1926812195364
2268,361.0654904082283
2269,359.8960161433006
2270,359.7216240970237
2271,359.85301936764915
2272,360.21557082448146
2273,361.2915426096205
2274,362.30620884046317
2275,361.78948246158865
2276,360.34749108348143
2277,359.97113540814536
2278,359.79631409969613
2279,359.4832011155036
2280,359.3715010836572
2281,359.07476814013523
2282,359.2173731179196
2283,359.533392811933
2284,359.8826478441857
2285,359.3743151300831
2286,359.3811010964164
2287,359.83766165194265
2288,359.8030286257413
2289,359.5138213915427
2290,359.5652718446937
2291,359.52149758756684
2292,359.2595704930011
2293,359.0749198701961
2294,359.54513943013205
2295,359.8020187803786
2296,358.944150528424
2297,358.03098159930965
2298,358.43789988124985
2299,359.3439451668192
