,co2
2015,407.12363836520296
2016,409.6624326728984
2017,413.3266186472848
2018,416.5834108602735
2019,418.92029962933236
2020,421.3972966215363
2021,425.3821736961528
2022,427.83412467478433
2023,429.9646969301539
2024,433.0600941807687
2025,437.0543742215796
2026,440.38059139115217
2027,443.5151852826185
2028,447.16766349097384
2029,451.1063284988654
2030,455.6419176914286
2031,459.5074632196013
2032,462.1379086246507
2033,465.4281491969509
2034,469.69443110561417
2035,474.1188282921931
2036,478.8950136698267
2037,483.7218018029213
2038,489.48645309430395
2039,495.8595932832965
2040,501.49961677666533
2041,505.53883064862805
2042,509.74810889222636
2043,514.3112768870946
2044,519.5163148910899
2045,524.5837314289778
2046,528.2689025968593
2047,531.9400115734993
2048,535.5694175762955
2049,538.3195565991101
2050,540.7775303072318
2051,544.0053674248846
2052,547.129962717669
2053,549.0274190173996
2054,550.894090035774
2055,552.9687115748213
2056,554.2912547795327
2057,555.0524833357554
2058,555.6835840314488
2059,556.0670148430912
2060,556.2745234227618
2061,555.8437955724877
2062,555.1417537354805
2063,554.0894360438052
2064,553.6363019781344
2065,552.8611261763486
2066,550.9962108642945
2067,548.7702571772545
2068,546.9053480591206
2069,545.1284239088916
2070,543.674989890174
2071,542.4605610357161
2072,538.9648019581213
2073,535.777683476483
2074,533.201710456038
2075,531.2105574450006
2076,528.7056105093379
2077,526.300821578248
2078,523.7324514997002
2079,520.7199809287447
2080,517.7989606385461
2081,514.7894755583927
2082,511.8280370683984
2083,508.5474345156171
2084,506.9660394006537
2085,504.0721355540112
2086,500.78389397898064
2087,497.42272467788285
2088,494.71326315177436
2089,492.5154362645227
2090,489.4638281765035
2091,486.4914489797518
2092,483.36180211275945
2093,481.26645399460324
2094,479.5485856533673
2095,477.0573795055589
2096,473.5381253767269
2097,471.1560172494489
2098,469.5751953549266
2099,467.2994877257235
2100,463.3692993808715
2101,460.2057522608583
2102,457.6774785294018
2103,455.33175320556285
2104,453.88262369149356
2105,451.20968385251473
2106,447.589643799756
