,tas,rsdt,rsut,rlut
2101,288.57147574036577,340.31036526015646,102.61375296705182,237.97279567676503
2102,288.49069415312965,340.30737014119984,101.65102622446642,237.97722831648096
2103,288.5977490852284,340.3047869123295,100.18238969884872,237.9724623434945
2104,288.7606055084629,340.28410599227,101.07687098381591,238.4252722132329
2105,288.7530733174155,340.2428400554126,100.92638696449183,238.41247398339692
2106,288.8690343327567,340.2192307665457,101.237605839138,238.93637671485305
2107,288.6094199105698,340.1997079763417,102.06061335642015,238.46209594164227
2108,288.54613422489507,340.1980608245579,100.99434833004447,237.72628317643617
2109,288.55391394186205,340.2102341503857,102.1732448112398,238.22326445915485
2110,288.52735273189126,340.2503112038226,101.19701074646191,238.43033849805295
2111,288.5253766819227,340.33424748889655,101.73833118030551,238.45702466273687
2112,288.4542651126197,340.33671261789317,100.9987991609401,238.33718799028122
2113,288.5041297218301,340.3421205467526,101.2973261681134,238.39322173757236
2114,288.56171321021924,340.2949511170689,102.01455906432254,238.37614247173659
2115,288.3473795438873,340.2805916080913,102.36791182478693,238.10665602978756
2116,288.4422239527324,340.2392856991394,101.04999686943101,238.2603562274002
2117,288.5288013583708,340.21808039651285,101.23655573266063,238.01958681979443
2118,288.5067442442921,340.2042226874531,101.81935207162206,238.60579309528453
2119,288.40118851575807,340.20445691720556,101.47380861240441,237.84421581385394
2120,288.4850725744668,340.2424708903729,101.52803530830408,238.43498824507859
2121,288.4194471898839,340.3016030843774,102.40026606515424,238.36194987160084
2122,288.16783795646256,340.36438089857944,101.50576751080898,238.1534148609968
2123,288.287106214423,340.3271326717431,101.2946611108689,237.5859189500039
2124,288.48959226653795,340.33826153464173,101.86757626253684,238.5825153417287
2125,288.194171407104,340.2859590574223,102.12613404496157,238.09807574532954
2126,288.1461000624075,340.2384040807512,101.29886500553829,237.975539290351
2127,288.310618288383,340.2176065333601,100.9819579743954,238.19581556084844
2128,288.39974799077993,340.19871340100934,101.31154360863742,238.26804115241237
2129,288.46299254084187,340.2036022694302,101.37458600774147,238.3403803944478
2130,288.46712930519874,340.2416179108724,101.1998336353159,238.81876166513192
2131,288.4828582510176,340.34137775651,101.38753250063435,238.2998902007829
2132,288.3444379000682,340.3562966752352,102.36155425958823,238.51744503291096
2133,288.32838298774664,340.3763166073247,100.97245656579872,238.24446253660741
2134,288.40199780936626,340.343582978828,101.2702134779859,238.43562228943475
2135,288.49078389588635,340.2937304857777,100.90632214692431,238.6756336929487
2136,288.7253172902146,340.2346685855761,101.10826804515371,238.725321940334
2137,288.56521873344656,340.2170592392595,101.20555913662089,238.85536774224954
2138,288.5600770917359,340.19895872665927,100.36469174386178,238.73776875771844
2139,288.72625122555934,340.19057862520594,100.89359400144097,238.90180674632555
2140,288.606858691282,340.19692767979706,101.63391510718992,239.06713583429257
2141,288.37812429661807,340.2365417104863,101.54400142954431,238.67579137353275
2142,288.455693246913,340.2776825651475,100.87747655550362,238.70783004323224
2143,288.4683277465177,340.28329904706885,100.78005431126144,238.65215470974192
2144,288.56797808027466,340.29270682421,100.73441096482867,239.2605440186294
2145,288.6280419030163,340.2857362319001,101.0810372054574,238.8424483705012
2146,288.53253339604805,340.2504099303347,101.86275425251459,239.0593053719083
2147,288.21366848561905,340.2457094396836,101.88725345624272,238.75772681003878
2148,288.31319487644663,340.2221542694345,100.55651153739585,238.41246866403503
2149,288.4872456346904,340.20924087245777,102.41213429369266,238.7987968232045
2150,288.3057267518605,340.2030804817096,101.73077748748888,238.5338801430871
2151,288.35846100530415,340.20411253426727,101.59800979313468,238.39982984020642
2152,288.2470116032949,340.2391041604332,102.55956362071731,238.48191114421297
2153,288.1020591908725,340.30681754768045,102.43465250921366,237.94639761992752
2154,288.0928342624372,340.35859463970775,101.16926617951958,237.92672939969273
2155,288.16594845108966,340.3557052939556,101.8885633146411,238.22895265662726
2156,288.23544923337676,340.34560563446945,101.32997855936732,238.36448949747128
2157,288.19189425374344,340.3147030083475,101.90089236947398,238.28368598259726
2158,288.15569400565306,340.26808952201645,100.88162703144684,238.29459810958951
2159,288.47227942255773,340.2306131842659,101.02342095598767,238.60558299910588
2160,288.33904332408974,340.2100905316758,101.77740665407184,238.93599201501536
2161,288.3327376242078,340.2127463962284,101.11319072742494,238.63398090099045
2162,288.3428185364091,340.24712214540665,100.38103401169138,238.6870838201911
2163,288.4725962703198,340.31720270276656,100.68727352564581,238.98856119017788
2164,288.4965214149239,340.3848548843248,101.15790027246383,239.17299798291526
2165,288.45504923374114,340.3638548471126,101.32351112458305,238.63815434305445
2166,288.50452371652665,340.3734922921361,100.6744259518076,238.82935690815634
2167,288.60709988575155,340.309296450247,101.39428314199075,239.26758688821542
2168,288.33129365790245,340.262452074304,101.70958850469134,238.93382409935282
2169,288.25531698190576,340.2287611376365,100.96995922777681,238.226503471793
2170,288.3515119423725,340.20962592574216,101.01635948512178,238.59925543315418
2171,288.557968984767,340.2048160203274,101.15011431689258,238.96462761500814
2172,288.5351561763869,340.22425342914784,101.34007121654997,238.86218505436588
2173,288.6204595792952,340.2844565897053,101.10224002748562,238.733001909074
2174,288.65819488856965,340.3195206261866,100.8589635875755,239.09418799020048
2175,288.61039677873686,340.3496122113587,102.28656565996971,239.44508585035715
2176,288.4314664218482,340.35282163462665,101.04902723755077,238.63108442504665
2177,288.4044459514678,340.3210304483009,100.16188121260008,238.7564339883378
2178,288.59543465158356,340.2767287425633,100.38389847952617,238.89952775369633
2179,288.6415748826656,340.24899043174014,100.24054435949148,239.4229780528932
2180,288.6691904346257,340.2185492815898,100.38240423176201,239.43548780086732
2181,288.78200157912255,340.2011353759856,101.05776471508155,239.16252053228627
2182,288.6686013323771,340.1847892037192,101.62714894449233,239.15936691197462
2183,288.5814535462368,340.1785330373865,101.02834606174476,239.04596775921678
2184,288.7298469257697,340.18587149734793,100.19052634610676,239.26514173166902
2185,288.8241571753701,340.21282389977347,100.53739324928506,239.4702446394596
2186,288.66909509207477,340.2769109812519,100.64230474401039,239.32466264734197
2187,288.8951479086477,340.2862929435324,100.10005640649878,239.3981224900897
2188,289.024519973506,340.3054394896525,100.90144338833598,239.86258414238128
2189,288.7547156487459,340.31884697050623,100.37607182721506,239.4249623736417
2190,288.84512565990445,340.274655808863,100.61237054292314,239.4728796423533
2191,288.9263853483887,340.2363653874077,100.41868437217086,239.49528723890543
2192,288.73925816008517,340.2112797876887,101.65409833170965,239.5008141911695
2193,288.5548410505647,340.2030452027586,100.14006478011851,239.0886706110364
2194,288.88879583082075,340.1993368168468,100.19088177056265,239.01125576377424
2195,288.7869605770116,340.215672532531,101.98514529862528,239.28154658084364
2196,288.7046885655916,340.2722224163566,100.32663810725603,238.90188135144774
2197,288.8137998170337,340.33209806755406,99.78355523954212,239.36134597201251
2198,288.92601777658837,340.36714854127155,100.9969833134415,239.70792914357813
2199,288.8532359934151,340.3519672463862,100.47861678535929,239.35232635843295
2200,289.0201264867828,340.324713212437,99.9925189604872,239.52419212201792
2201,289.10514954555464,340.27544223728916,100.80830227161141,240.25420582958085
2202,288.644025591574,340.25494377036915,101.71770503475754,239.572152592634
2203,288.5445082692197,340.2393157468787,100.70145588693413,238.96180113070798
2204,288.5657720147763,340.21238006224866,99.49747608582868,238.6870448077456
2205,288.7445335800366,340.2024820142698,100.04244169232932,239.047069651851
2206,288.98471303070454,340.190532646146,100.81132076516214,239.4425650221187
2207,289.00455171535674,340.20267121974223,101.21282020433763,239.84161609571325
2208,288.8452262885193,340.2383486132174,100.584510093949,239.58935641684207
2209,288.91966942577136,340.2769658788115,99.25615150301864,239.42672529156596
