,tas,rsdt,rsut,rlut
2101,1.93505449419132,0.10957605411579152,0.33067232906969934,-0.3502493058249456
2102,1.6502688405478239,0.106580292436945,-0.1755582951684147,-1.6750338384405552
2103,1.6905030390999514,0.10399707371703926,-0.4403581376250685,-1.3139330938785463
2104,1.741941780222021,0.08331566629618692,-0.531132246853403,-0.9634304811636127
2105,1.687594468626628,0.04204969471925324,-0.05331687766123139,-0.9513432276175706
2106,1.6312126550957373,0.018439706846265835,-0.5952575947529795,-1.0409240612516726
2107,1.6149102338551984,-0.0010829210065139705,-0.5429230315931761,-1.378460130115002
2108,1.9513051220941406,-0.002729174201817841,-1.2192953120800638,-1.0289643135920414
2109,1.805316872997878,0.009444089379258003,0.21487403304989527,-0.4711415162892081
2110,1.5800294084417033,0.04952030256634998,-0.28673529292157696,-1.222756631861614
2111,1.6430281166437908,0.13345653173729488,-1.3852123604566486,-1.3301894911740249
2112,1.7657079690758906,0.13592241478653477,-0.8416508302440349,-0.9529961415643129
2113,1.8347858851059868,0.141330362066185,-0.3220348127791368,-1.1281732962941362
2114,1.8444289731247636,0.0941605161700636,-0.7965442184301423,-0.7478351165368338
2115,1.9083404534666784,0.07980138382453106,-0.2272271556808505,-0.882873554268258
2116,1.7255189265380295,0.03849559915875034,0.24105145525373928,-0.7256711888820462
2117,1.6052489476832648,0.017289613202535747,-0.01834560255959161,-1.1681113283702302
2118,1.5475873418092192,0.0034314186329424956,0.0823567529123892,-1.3369475685074974
2119,1.4534704849596096,0.0036656738039368975,0.03160928668663132,-1.5649644329728005
2120,1.5139191269215644,0.04167945773684778,-0.6507812511575537,-1.3368946663303802
2121,1.6527748817830457,0.10081183847876218,0.19772600754565417,-1.204013847916059
2122,1.5414135016083037,0.16359013479018358,-0.27425046996803815,-1.2017988528887429
2123,1.5875005175721526,0.12634199768871213,0.08747386605867291,-1.095214348598688
2124,1.6339970361163978,0.13746997948896933,-0.9191932858545897,-1.2203982134618911
2125,1.7766778763711955,0.08516815295229208,-0.8797122770696433,-0.8389711917337479
2126,1.7634540020256395,0.03761361380651351,-0.5163898333798045,-0.7354778021903314
2127,1.5545330909599784,0.016815876027067134,-0.29348421986807693,-1.1203532682635569
2128,1.686267678527713,-0.002078245784673527,-1.5554834253685925,-1.4406788775225436
2129,1.7958707272768493,0.0028113714801065726,0.2973434463389566,-0.44977331490380834
2130,1.6594508114679911,0.04082631134917847,-0.5057113459878764,-1.4850129400841467
2131,1.9009496681330234,0.14058647673459745,-1.0701427915886512,-0.790933661202871
2132,1.9557633128765133,0.1555056214847923,-0.6362597469259299,-0.41923749638124264
2133,1.910467345160555,0.1755258816717742,-0.2907812271269705,-0.8652679546885054
2134,1.8965582982430647,0.1427918059963531,-1.1329400627120805,-0.8247852696218274
2135,1.9703802981689478,0.09293972457430755,-0.6136130899598555,0.010875271588133728
2136,1.7126365353808524,0.03387685890362491,-0.5331055413887924,-1.0763987601688711
2137,1.7606790013738305,0.016267429067454486,-0.9552028053271044,-1.1704106265027576
2138,2.031774266563332,-0.0018321766834219488,-1.7876413546218686,-0.8854044347096988
2139,2.1655797548335727,-0.010211903563913438,-0.4866888868004082,-0.043917388229147036
2140,1.8614233771340878,-0.003864322878996518,-0.07646954709838383,-0.4623499030975893
2141,1.7181418699377105,0.03575025168834145,-0.6383496868176337,-1.0623150207167384
2142,1.7429275074287034,0.07689101800099252,-0.8850418539960714,-0.8603674336642655
2143,1.7811414440434987,0.08250714134260306,-1.7211833653264534,-1.0295307710362067
2144,1.9335307396593748,0.09191486330399812,-1.393696073798509,-0.6952205873793389
2145,1.941955176741203,0.08494502147146932,-0.1559087040793372,-0.25813163835877617
2146,1.7303957429333536,0.049617889069793364,0.0014689607388049808,-0.7167905081907122
2147,1.7199040251281303,0.044917799557367744,-1.5629560194126668,-0.8287387014311491
