,co2
2015,403.28298027634344
2016,405.61819009440694
2017,407.73028114774644
2018,409.8923076132472
2019,411.85727640331396
2020,414.06950650847307
2021,416.1312643842176
2022,417.95420883735005
2023,419.8035467629847
2024,421.2245366029426
2025,422.71986376434313
2026,424.6549217448267
2027,425.98268889644027
2028,426.7841838866217
2029,427.6967013796109
2030,428.6760435598036
2031,429.2259664425705
2032,429.2038827245772
2033,429.51873708590807
2034,429.6155947615932
2035,429.58587453222265
2036,429.4712146834081
2037,429.1030038064079
2038,428.39695638703216
2039,427.7432959772546
2040,427.3202081884836
2041,426.44367176788626
2042,425.2587766577662
2043,424.5631755813962
2044,424.048845345905
2045,423.3656124535949
2046,422.4609849814043
2047,421.33250850149716
2048,420.40590071523053
2049,418.98360379692394
2050,417.77948093594597
2051,416.61843486379763
2052,415.37804609792204
2053,414.15507060832635
2054,412.9021023219176
2055,411.78399406599834
2056,410.8587394935874
2057,409.83608597881846
2058,408.844831969263
2059,407.9236146782651
2060,406.75933204463627
2061,405.6515425750657
2062,404.5249886909857
2063,403.2523602630685
2064,402.5123065408198
2065,401.3186614402788
2066,400.3687238999463
2067,399.3766394512668
2068,398.4580825468198
2069,397.55771293848636
2070,396.354890362899
2071,395.0498314096879
2072,393.7803698210845
2073,392.7405381418621
2074,392.0075233393739
2075,391.0126863274763
2076,390.07037652428363
2077,388.87134715535205
2078,387.99121980729495
2079,386.7646186706759
2080,385.57652313383835
2081,384.6327051996074
2082,383.6801176508544
2083,382.7037945631375
2084,381.7601459811251
2085,380.60830266892253
2086,379.3634227199493
2087,377.89714092640446
2088,376.7200296027666
2089,375.8897507736153
2090,374.4027759315488
2091,373.20897308342586
2092,372.0479162557606
2093,370.69503299080196
2094,369.76639694047157
2095,368.2954814060563
2096,366.71965655936316
2097,365.7232621674814
2098,364.9411590913112
2099,363.6210312814742
2100,362.1425956594352
