,co2
2015,402.97410466158084
2016,405.48431919408984
2017,407.53300232378865
2018,409.59638815080416
2019,411.7447825646574
2020,414.0304825682521
2021,416.16127388038603
2022,418.1947869195143
2023,420.12915852819293
2024,421.6206038914429
2025,422.8925306633993
2026,424.4286556705435
2027,425.7354379594783
2028,427.03252433858097
2029,428.03757994069565
2030,428.6956870963034
2031,428.8334798920931
2032,429.43531342827345
2033,429.7831399589576
2034,429.73824897859015
2035,429.6499894895825
2036,429.95651313696
2037,429.8192434932882
2038,429.1374702378435
2039,428.5779250356233
2040,427.823588835992
2041,426.8673391280661
2042,426.1483778236655
2043,425.36598151813854
2044,424.1167458678428
2045,423.6261334341472
2046,422.74833833502754
2047,421.36276660106154
2048,420.460515720729
2049,419.09999707655277
2050,417.677432968562
2051,416.5269170192357
2052,415.57720175958667
2053,414.6920021474771
2054,413.3532045528104
2055,412.25436008816547
2056,410.97994577270225
2057,409.72835173944986
2058,408.9490948183644
2059,407.7424870555858
2060,406.7196389036988
2061,405.5791379445408
2062,404.5022472825659
2063,403.36027140238696
2064,402.30889707220354
2065,401.2539437022369
2066,400.30406324162146
2067,399.4278196729943
2068,398.4004620347618
2069,397.6265023944649
2070,396.80371959454425
2071,395.2920089504378
2072,394.2237176073002
2073,393.1853293373211
2074,392.04025511348885
2075,390.90338263175346
2076,389.8094394750495
2077,388.75840488711617
2078,387.37701355841597
2079,386.31026063158794
2080,385.42123007416666
2081,384.5768278360674
2082,383.64099983572686
2083,382.3879651292836
2084,381.22396223344197
2085,380.0517563689972
2086,379.07096342052324
2087,377.80467084120636
2088,376.5065266475775
2089,375.56868812034145
2090,373.9944476367716
2091,372.41889450840137
2092,371.41937044978187
2093,370.49941655463846
2094,369.2490359135213
2095,368.21112513188655
2096,366.58608464354785
2097,364.8769053500441
2098,363.63084823804536
2099,362.52167630716093
2100,361.63331589392254
