,co2
2015,403.27847220519743
2016,405.34311680508205
2017,407.71045212575274
2018,410.3290050935121
2019,412.7012153994114
2020,415.03099113405864
2021,417.10420750356144
2022,418.7517677800629
2023,420.38489132242546
2024,422.262420495785
2025,423.6689038794371
2026,424.8677634244169
2027,426.25590100960073
2028,427.4462977553313
2029,428.175922211316
2030,429.04855013366347
2031,429.80074513630314
2032,430.2415210331161
2033,430.2830680855269
2034,430.57523792946193
2035,431.01686719163234
2036,430.6680197359581
2037,430.2150314213877
2038,429.67169799098906
2039,428.9089026716273
2040,428.3567750022334
2041,427.58350843235297
2042,426.80187557983595
2043,425.53244927687587
2044,424.7162519667644
2045,423.88249401092145
2046,422.489807879883
2047,421.7032337164497
2048,420.6358991425869
2049,419.4200488999271
2050,418.1494420374623
2051,416.92919524138483
2052,415.8749914554719
2053,414.7392502842951
2054,413.4928749410801
2055,412.1752037290518
2056,411.00020510972047
2057,409.97503971001174
2058,408.67044598008175
2059,407.638995301572
2060,406.63373949588737
2061,405.5272653128232
2062,404.3779392633188
2063,403.185286217696
2064,402.52925289557913
2065,401.6055606091777
2066,400.2740538397998
2067,399.3158418161112
2068,398.6095549449635
2069,397.9450013664938
2070,396.87609469457084
2071,395.969490660275
2072,394.94286260460854
2073,393.89749626845173
2074,392.75600919821386
2075,391.45134829347637
2076,390.5465474121616
2077,389.6948287808343
2078,388.7692932441298
2079,387.5089328041409
2080,386.377367037858
2081,385.12230104825846
2082,384.0562821382886
2083,383.1174010806819
2084,381.9463002040832
2085,380.9659324759153
2086,379.7109005454527
2087,378.74480114267146
2088,377.74164832358946
2089,376.5989929589101
2090,375.2463305594354
2091,374.54754481223677
2092,373.46305632100695
2093,372.17165045874407
2094,371.16623549027804
2095,370.0364166463789
2096,368.73360106757053
2097,367.613217359391
2098,366.2686603740936
2099,364.81213685351
2100,363.68153493249986
