,co2
2101,360.9344880681226
2102,359.93673451854676
2103,358.52874857030815
2104,356.79764981631126
2105,355.3432583410953
2106,354.468206276183
2107,353.4907349898589
2108,352.37805393005124
2109,351.2286294770015
2110,349.7654954647491
2111,348.75208122207545
2112,348.1903712362036
2113,347.39637935125074
2114,346.300099322624
2115,345.34388282471525
2116,344.6252076736734
2117,343.5240404891017
2118,342.31716751791834
2119,341.5833013313519
2120,340.8580549368435
2121,340.24813844098594
2122,339.67300906079294
2123,339.06841475323677
2124,338.15638163589654
2125,337.3789929669739
2126,336.53165890704093
2127,335.87643498474756
2128,335.6529828933448
2129,334.9421972913685
2130,334.11552693815213
2131,333.6660235054185
2132,333.28779754390325
2133,333.0889777562765
2134,332.4863514252813
2135,331.7174894282831
2136,331.5539715115878
2137,331.48480976376834
2138,330.809123659181
2139,330.42216808611903
2140,329.91253395462695
2141,329.4329711163525
2142,328.7524229520264
2143,328.6107397725419
2144,328.3031143451042
2145,327.7545520352307
2146,327.16551529989505
2147,326.96994150841283
2148,327.05198996942494
2149,326.38132971034315
2150,326.31585182142385
2151,326.12514980738433
2152,325.80287574325456
2153,325.57659712086814
2154,324.8612747663672
2155,324.55172947915486
2156,324.8136678292779
2157,324.6346664024746
2158,324.09402326651144
2159,323.8850412136115
2160,324.0532736319007
2161,323.83110776823935
2162,323.5754072405577
2163,323.38684142313804
2164,323.2090272544507
2165,323.64406206388117
2166,323.5916974144367
2167,323.0800982311296
2168,322.92751999602
2169,323.10200920042524
2170,322.83143332107596
2171,322.7085609746477
2172,322.9130876961732
2173,322.94945606152186
2174,322.91054165774983
2175,322.68884403646206
2176,322.64483802757644
2177,323.1566723227101
2178,322.8008466121649
2179,322.3964681394657
2180,322.4661555867625
2181,322.5955313414233
2182,322.831112636847
2183,323.0530939584809
2184,322.7675313040823
2185,322.87612919259226
2186,322.89656080657477
2187,322.8433832664812
2188,322.54944404566226
2189,323.1387951440019
2190,323.4307127993685
2191,323.1690803210519
2192,322.972197092555
2193,323.20472353812653
2194,323.1230016108351
2195,323.1948129896886
2196,323.67369228655724
2197,323.85092037391775
2198,323.5634748436274
2199,323.3928148862944
2200,323.57077302795415
2201,323.7980995584695
2202,324.2103205956075
2203,324.3542986627602
2204,324.2424615710637
2205,324.27949092897126
2206,324.2639660006882
2207,324.42427084821617
2208,324.50289169580185
2209,324.4705995770286
2210,324.15521093067616
2211,324.35035506756043
2212,324.35108983919173
2213,324.22474317775044
2214,324.5899616623741
2215,324.65546615704574
2216,324.7321645974976
2217,325.03774609932935
2218,324.7822515303625
2219,324.59024772138616
2220,324.7041687416639
2221,324.56513792926586
2222,324.4142459516506
2223,324.5534686651141
2224,324.532579281235
2225,324.3510747437294
2226,324.57406142315756
2227,324.4601423841592
2228,324.39895424826125
2229,324.5309029301378
2230,324.62865293634275
2231,324.59566604891353
2232,324.3943557930342
2233,324.2176472726195
2234,324.08339153235835
2235,324.2037368983845
2236,324.2115409693942
2237,324.0038236332017
2238,323.86329525658897
2239,323.9046079519464
2240,324.18979378586533
2241,324.1662866601165
2242,324.1378836041851
2243,324.5544065650611
2244,324.40549813120236
2245,324.0557877811599
2246,323.98662018384874
2247,323.7850901002986
2248,323.7409287968438
2249,323.6370006896205
2250,323.3310205732353
2251,323.33268673489533
2252,323.39795007955564
2253,323.1928094444444
2254,323.3161198423216
2255,323.75821895075865
2256,323.6295889119393
2257,323.6060626338226
2258,323.7489333544632
2259,323.81392582992027
2260,323.6195611849746
2261,323.875078397135
2262,323.79140745695724
2263,323.68268710650875
2264,323.6582425525462
2265,323.6784991535118
2266,323.5337198946934
2267,323.42381464479485
2268,323.6958058180887
2269,323.45319994359386
2270,323.2972123039594
2271,323.422548984621
2272,323.64896205096915
2273,323.46805246337453
2274,323.2089080946445
2275,323.4084182166352
2276,323.3206574439659
2277,323.38391186562353
2278,323.48348436587077
2279,323.3286849278188
2280,322.69035216750035
2281,322.74550476015287
2282,323.1497075594086
2283,323.28183795291363
2284,323.44906925900716
2285,323.78555390838005
2286,323.7301366734028
2287,323.35889453321033
2288,323.1425432529638
2289,323.2465846705016
2290,323.2002246186047
2291,323.2412318195421
2292,323.4351823770855
2293,323.1152899995325
2294,322.6699289503688
2295,322.7203914772069
2296,322.9290072764509
2297,322.8910977587401
2298,322.7152198661427
2299,322.73237085876383
