time,r1i1p1f1/2,r2i1p1f1/2,r3i1p1f1/2,r4i1p1f1,r5i1p1f1,r6i1p1f1,r7i1p1f1,r8i1p1f1,r9i1p1f1,r10i1p1f1
1892.5,613.128732063191,614.5359449488373,612.8205181417942,613.191393922285,609.9585872804214,608.4292212829735,608.7133722016166,608.8271736652663,606.5252532109029,607.0385938629805
1893.5,613.6985596871683,614.7600092493591,613.5412042676893,613.7276490288606,610.3612802422855,609.0847521690414,609.4105944976245,609.361241891075,607.0381515972558,607.4426340620294
1894.5,613.9062044468308,615.0161059525449,613.5505130894859,613.9029808366909,610.7802544743477,610.274955363395,609.7452833430536,610.3534325806752,607.7159559831683,608.2176418212256
1895.5,614.05010623114,615.5501423159837,613.7193834491857,614.0783444066948,611.4399249635901,610.5534820727827,609.9673046444534,610.686721986735,608.2007229028466,608.3824697679985
1896.5,615.1101069572687,617.0102941283158,614.4918194742737,614.2569420072364,612.330921868772,610.8595504944149,610.8210152626182,611.1887936800948,608.7679865078178,608.649959572909
1897.5,616.1337376900034,617.7852248366869,614.9415351820411,614.7696142509205,613.3818827997175,611.8579926210541,611.7593389087662,611.6696525498587,609.397521808147,609.4405827990091
1898.5,616.4570357382185,618.3426708239057,615.288987712078,615.7637805076463,613.8717755530929,612.4369400969239,612.4431604731619,612.2090300684813,609.6203908690158,610.2996862735615
1899.5,617.5555272090616,619.5704644005357,616.6169351374772,616.4598496463765,614.4855516050692,612.5789020841264,612.53744964196,613.2696378829711,609.9732885578211,610.9091060983271
1900.5,618.2547741682997,620.4347764707899,617.2616575662478,617.180643382917,615.0539560431943,613.0536458837864,612.43571690255,613.9552039622131,610.8976676077548,611.1614728001242
1901.5,618.369871869303,620.9614756719086,617.5600236106604,617.8268581328708,615.7191313079032,613.6545120649989,612.625837559199,614.1177584587613,611.8439358051725,611.7747468694818
1902.5,619.1793818658056,621.025081578954,618.403827737104,617.936638825958,616.3426221764012,614.191748592683,613.4549950151346,614.5029714039098,611.9158131032683,612.4009105699846
1903.5,620.1836414800379,621.5532472506536,619.1086608310676,618.2355834028342,616.7784775529008,615.20563254633,614.5969973574705,614.7779872408485,612.6336037613545,613.5063056544867
1904.5,620.9818964450847,621.8464964790211,620.0579308043898,618.8837912542365,617.1372933262154,615.9334382085476,614.97742744028,615.84817130061,613.8619852888843,614.4417677993141
1905.5,621.8034169518746,621.3989672512362,620.7547796694156,619.9000134850052,617.908446239643,616.7827088355357,615.1747494934909,616.0105050650805,614.8848668551433,615.1382857165177
1906.5,622.4728780059139,621.3853776499158,620.8917127125803,620.2221865310554,618.4950458944705,617.9522083028376,616.0815166686,616.2430328326371,615.5523336053803,616.2715478501035
1907.5,622.9942890556023,622.4998932876833,621.4428172866342,621.2710642842301,619.0843438311203,618.3901776173201,616.8372189377601,617.0381368297395,616.5836231300174,616.861275227373
1908.5,623.0693519895043,623.5023098942722,622.3466310805699,622.0287690732752,619.7253343547757,618.874762781216,616.9760935815616,617.7841306949305,616.6438618458665,617.2715553409056
1909.5,623.4626198018633,624.945669235743,623.0666304621795,622.714077748655,620.4268944419065,619.6235467078858,617.5099694307977,618.7100329264558,616.8643241956555,617.8850292013493
1910.5,624.6288781247022,625.6278700275151,623.3523691889192,623.8066580485221,621.2619003460397,620.877442979919,618.5066339778673,619.1885209553553,617.5569153262679,618.3624184794703
1911.5,625.0582443989389,625.9408849467507,624.3071693875256,624.1546564470837,622.3202879144508,621.1566944079261,619.2868849004307,620.2332163216073,618.5223437293309,619.0431912759755
1912.5,625.6538144130308,627.3895334416134,625.7591361778724,624.537652552822,623.3014242654469,622.2149154503667,620.1099578460826,621.805157959856,619.639688104284,619.8375490122903
1913.5,626.3034352302799,628.0823474084222,626.43317859983,625.3685385924188,624.5074356038655,623.606941708552,620.8921926520504,623.1950019462967,620.5967463229107,620.6583643387064
1914.5,627.195221480586,628.1023936484586,626.8586570637708,626.7052972656253,625.4751875552188,624.1009547272484,622.2003573532388,623.9456461143445,621.5266790440232,621.3865148760087
1915.5,628.7143174747476,629.1136219036393,627.9611497669307,627.2201152094664,625.9228606646486,624.6610801594169,623.4431653201797,624.3060375720237,622.6197396841446,622.1880923447775
1916.5,629.403157262195,631.0266353818768,628.8878279172988,627.6073940986511,626.8780766772007,624.669048757758,624.0889838946292,625.0267138786979,623.5765053300672,622.7142655162055
1917.5,630.3803398738409,632.0212591341392,629.5142497230365,628.105960229957,628.1946416216651,625.7135864152989,623.9495273116958,625.7050939915821,623.9708855198786,623.3786792903148
1918.5,630.6653221197874,633.1450503285876,630.8454817780197,629.137562967701,628.426505289262,626.4849655715915,624.4086159667837,626.3910513367176,625.5437124911457,624.575438317555
1919.5,630.9412141718964,634.0418678274426,631.2824010370439,629.9334094181381,629.2923305214947,627.0255389310441,625.1904517917558,626.9156492245656,626.5939402869967,625.3610134621558
1920.5,632.1396246317764,634.3163683556768,631.600775246963,630.6341593193491,630.2162049837099,628.0115223700996,626.3453142073785,627.8203479507353,627.0620375762712,625.8778788137488
1921.5,633.261888636788,634.8390328589708,632.0098059147354,631.2214635533737,630.7297033444986,628.6886514340854,627.6168183463911,628.9250790354738,627.1923957492846,626.4722023879641
1922.5,633.75281621581,635.5736356263596,633.0404778304177,632.3591788038294,632.3628385677299,629.5568925954417,628.4489644525382,629.5227138914441,627.4200664091686,627.5205384808518
1923.5,635.0577219376243,636.2649189970631,633.8298910880333,632.5890499711545,633.2207996059906,630.2457422021104,629.1251011740372,630.034134384857,628.4224529569179,628.2684543082379
1924.5,635.4620397801534,637.0049451806598,635.002004672407,632.9319726340849,633.0719360090516,631.5169283186015,630.048742179266,630.5482725981417,629.801930851982,628.3873628689081
1925.5,635.5652961019396,637.9253173872933,636.4442664654531,633.577918056837,633.7134647863256,632.5539917455144,630.572786984468,630.8728132787802,630.5123941669688,629.1130604045183
1926.5,636.2067088520931,638.4283390401763,637.0096804498362,634.852853111786,635.0649963771659,632.4704562267297,630.7914355838843,631.6054363710022,631.114023441919,629.5413926546777
1927.5,637.1599930832296,638.6834496130356,637.4096275367157,635.6242040127695,635.329604942118,632.7948902986842,631.6421786932212,633.451115844532,631.6248303342223,630.3741910376408
1928.5,637.8347032122077,639.641134658661,638.3039457432657,636.3472431446177,635.544505605038,633.5430574179683,632.9126149418643,634.2998305833822,633.0662190181785,631.9703386585231
1929.5,638.9012914332005,640.564520564539,638.7192697300599,637.8732763181422,636.5356537538896,634.367634708339,633.9686044160629,633.9258453161452,633.831956731481,633.9049335819245
1930.5,639.9789859945896,641.2191489840501,638.9365592691479,638.6128458077714,637.7484525786505,635.5651868881561,634.4885331641815,634.6327037747114,634.1743186968592,634.7234706487016
1931.5,641.0976243023855,641.9650669005734,640.1587999761681,638.3436624878456,638.5265685220431,636.1509204476226,635.3655757541244,635.8767375411256,635.0672259414849,635.617049407801
1932.5,641.6535178507422,643.76666388368,641.1621894871942,638.9569818458544,640.1247845918649,637.274432696041,636.4916446070347,636.8261141231319,635.5542486768686,636.6928222073872
1933.5,642.5226465494316,644.3875853225809,642.2937899681344,640.669957755324,641.0563330757947,638.5907846235295,637.8673180549843,637.519988766189,636.3119945463276,637.4338435389624
1934.5,643.7194769163174,644.8982605571674,643.1206377028459,641.6326894797028,641.041545729918,639.2087791330359,638.5847141407044,638.3768223975776,637.4528565564905,638.1796301985532
1935.5,644.6334267513117,646.3550894649932,643.8246071061554,642.0680102096446,641.9115371173,639.9996480400506,640.0378031277243,639.879561573658,638.3358089146634,639.0630101938158
1936.5,645.4615369572805,647.2873040528054,644.371168386821,643.8503801562861,643.5314885335436,640.605299388113,640.410069630521,641.1644360848554,639.102206319296,640.3648244641874
1937.5,647.1302915044885,648.0483217267436,645.7049979263179,645.1655613921739,644.6029342629935,641.5637775863157,640.5549612524136,641.8207874770445,639.8157568774877,641.4584618332422
1938.5,648.0865237062068,648.8110535561,646.7943941935172,645.7554350557956,645.4776799568167,642.6566881326324,641.2085163709637,642.3216629287899,640.9298184263872,642.0499380337915
1939.5,648.6015592760455,649.4714947539861,647.9426534836791,646.3839637857872,646.2372069127099,643.3934495254791,642.2036523258505,643.1104936460969,641.6553865085954,642.9177780098372
1940.5,650.4231780513327,650.0430770126189,648.701111547241,647.6986043633493,646.9374147528495,644.2392613820064,643.0666588405109,644.571602331485,642.4882768716074,644.1436428109351
1941.5,652.291217293576,650.6366853868474,649.6740422358489,648.6273768132586,648.1041137382749,645.2256175506712,644.9932875702782,646.3393097766298,643.9701524076102,644.9423071773755
1942.5,653.9297392612311,651.9517153265765,651.5242513760932,649.5643745639981,649.5319188326783,646.6713860079288,646.6716385021804,647.9577849030713,645.5078468077076,646.6364878957069
1943.5,654.885300750045,653.2188737589724,652.9313160716608,650.7776735678476,651.1471193491493,648.1075967561993,647.7879049671503,649.2913902036262,647.2558446718177,648.1180249691773
1944.5,656.0796356320785,654.448882271286,654.1435968824218,652.8055667203063,652.0988689763349,649.2210326804534,648.530156907613,650.2291496453576,648.6870472166494,648.9966332238715
1945.5,657.0326078524612,655.1567665378471,654.5173506965949,654.3206789162778,653.049328878915,649.6483038535797,649.6643296236422,651.5210310724256,649.9557077894493,649.6932043452207
1946.5,657.8105783110708,656.0080192447091,655.2758171766318,655.1993577090485,654.2882001398477,649.618376271051,650.8726595005444,652.5288520579574,650.7939788851171,650.4887047182194
1947.5,658.5357017228472,656.7716692714151,656.4470981311525,656.3050759260749,655.6834360809108,650.7619305512684,652.3589745267433,653.4540851797162,650.791359958631,652.0966141625908
1948.5,659.4109331675163,657.8910766847165,657.9845801154511,657.8335811385567,656.9908114369752,652.5043771489068,653.4948301369977,654.7297809236956,651.5849666247437,652.8269131053455
1949.5,660.5852428507011,659.443924346963,659.309226078316,658.6620061607707,658.2435055558223,654.165614180758,654.9532369335029,655.4233261218725,653.0997567903486,654.5566406056545
1950.5,662.1125417017593,660.7550827081694,660.8361371703452,660.1985949967527,659.444950555742,655.1578384360622,656.7532626408749,656.7953688627997,654.3357898956593,655.7215759387726
1951.5,663.7268394510849,662.54761354451,662.3170728666341,661.5979942874733,660.7274325837105,655.8295627203208,659.1747780996056,658.5907332457401,656.0381568383295,656.8438373386847
1952.5,665.241469102487,664.4939833168974,664.1178999426662,663.080548552071,662.7879311605092,657.3498622704143,660.2943159682706,659.9007664043896,658.1819179996506,658.3986831121863
1953.5,667.2337717874548,666.0598809240997,665.548692885712,665.2450795698909,664.5136648430152,658.1597514090785,661.3068349500176,661.0342615941773,660.1769700664677,660.6952509890069
1954.5,668.8977187238794,667.5333888807656,666.6133579421561,667.0060596463719,665.6219084033409,659.7984292819141,662.2730895703812,662.8851486614476,661.7899532425477,661.812682935379
1955.5,670.5818271258919,668.8926828663084,668.2802584601463,668.9624364072002,667.1814944558253,661.5707964483521,663.6834559288753,664.3937471069081,663.113072216368,662.8176298950735
1956.5,672.2080726627265,670.6194974646812,670.1571235788324,670.8596902363004,669.3377991708536,664.1075150144169,664.8605953512069,665.5304407576068,665.1401557840836,664.6793842347704
1957.5,673.8958536537443,672.9765108621663,672.5801357673761,671.9299953329888,671.4444276458272,666.1822570724902,667.1070843999164,667.4388279800588,667.0756135965697,666.7024012422916
1958.5,675.5919887978176,675.1638218712753,674.7225382691537,673.7235782287106,673.6800548327014,668.0189900334351,669.3181306702329,669.9015440880775,669.3145049730172,668.8418882370335
1959.5,677.4898536229277,676.7900832390987,676.6700831417714,675.3334336823484,675.6327942735626,669.5277499950595,671.1153220294359,671.5357099287179,671.3635397096222,670.6487190652672
1960.5,679.7572630227256,678.5867870439256,678.3567146827684,676.74607108636,677.466572851373,671.2878060628155,673.1109490216556,673.6140125565215,673.3550033521844,673.1655452925532
1961.5,681.6938203875591,680.9397190521885,679.4959380853961,678.4522074074986,678.8379749382351,673.0697395551082,674.8436737890435,675.6072907510259,674.8992331451573,674.5167410259606
1962.5,683.337739119251,682.2357934869692,681.3711477635969,680.5668443588737,680.5622507670272,675.2627723645048,676.1949482766101,677.3229565258428,676.7028743297396,675.8293560385275
1963.5,685.1549757165291,683.6405506656276,682.8027432776566,682.4853900663177,682.2592646311739,677.367403930577,677.9895319312938,679.431305568787,678.5404988358629,677.8114309027801
1964.5,686.1726658206248,685.4320905622275,684.2748865630109,684.6192115709982,683.5752867129975,678.8070786595068,679.9596279472366,680.6473792039111,680.3373066442743,680.28009405199
1965.5,687.7911427505969,687.602607296945,686.0904524899919,687.3583830337774,685.239401778531,680.6578633263306,681.9913862656653,681.7107282843638,682.7613821141659,682.1752960647087
1966.5,690.2437085897066,689.1527256165685,688.4737162719783,689.4416555900975,688.5482331369634,683.2128993483783,684.7661604198635,683.646418551875,685.0845622839149,683.7790030829309
1967.5,692.7816249003275,692.1755823865675,690.8497997987863,691.0658036211147,690.7948560477046,685.4112142974371,687.2717843188592,685.9890760480256,687.0928157922388,686.0250638933742
1968.5,694.8707000150173,694.3876179934869,693.307083072161,693.145082560024,692.7046882987656,688.2064545134631,689.6113826267219,688.2276095238913,689.269170153972,687.990749275607
1969.5,697.8195992148375,696.3999877592863,695.7038621099381,695.7666117408432,695.14637103446,691.467733389045,692.1721741149572,690.3582634280693,691.2899231297049,690.1680027974245
1970.5,701.7721460309185,699.1985821410116,698.4976540910786,698.3745609391709,698.4369063788814,693.7756807409164,694.7590604832977,692.2667326109569,693.8048131669452,692.4361809019433
1971.5,704.0634003064914,702.3915344690067,701.2425148905987,700.9558054637369,701.0187382531706,696.1027877974526,697.1533314115102,695.3571558406888,697.2418140140934,695.5744461813457
1972.5,706.0127174482839,704.824579095809,704.0209618341945,704.4472821460325,703.246522888437,698.1071274444862,699.7701706118046,698.2717819517554,699.87791451793,698.0637104567686
1973.5,708.5469246985078,707.2834779316086,706.5282145215047,707.2074857787827,706.4469284058728,701.1259268723348,702.7755036795746,700.8924448368215,702.1290921444185,699.6171338459869
1974.5,711.8304503215669,710.450000524027,709.0357685987782,709.8526492231089,709.5528992697275,704.3897497276964,705.0401588881085,704.1073878109819,704.5100301737997,702.1526272137553
1975.5,714.7235282525852,712.7704389268326,711.6625372357079,712.1676982763914,711.6618595090741,707.0579170014698,707.2155177010789,706.5398426833539,706.4075122496874,705.1397820981651
1976.5,717.7084185040302,715.385769774563,714.0045791268263,714.7154336075107,714.0749923590483,709.6198633503172,709.5450186435897,708.910194189869,708.2323849945425,707.5838192425583
1977.5,720.4973722143712,718.4147312944642,717.0025171189124,717.4572322128588,717.6355578810994,712.1800795123654,712.1211156920941,711.6334631238276,711.29793894325,710.2261447316547
1978.5,723.4185174865403,721.749833677801,720.2795734785427,720.028492794094,721.3023763908385,714.9642700990054,715.0548552172128,715.1410088609147,714.4116718010226,713.1773750946713
1979.5,726.6805480335008,724.1682895474593,723.538428810095,722.8978458843026,724.2363171097893,717.6757537635802,718.1213253593471,718.1725428162971,717.0327156317807,716.5832199547182
1980.5,730.4600274743243,726.6151117435246,726.5585738719901,726.3931825223696,727.6118776890793,720.4520034060114,721.4091976909847,720.912321868418,720.1380999474815,719.698712657345
1981.5,733.437731258431,729.622543719858,729.7208443409785,729.9706631553465,730.5730344828471,723.2597823663299,724.6088978276543,723.582806077537,723.0876840880568,722.7965816620036
1982.5,736.356266822158,732.4475852712869,733.0265379573556,732.9468128974531,733.1987907380636,726.6666197692559,727.5694720811134,726.5026203442948,725.8981326741039,725.9340028891941
1983.5,738.8055213795125,735.2206184175035,736.3690149763656,735.425788432913,735.6370355440926,729.5007601313895,730.0176294908277,729.7862363442646,728.9185502694769,728.6189193490997
1984.5,740.5939602058411,737.6618913510197,739.5379777453717,738.295881371357,738.0245167816477,732.6425196506833,733.0015835096195,732.6706364887228,731.991916109776,731.2105678391799
1985.5,743.1352030280293,740.6288456933506,742.788145671535,741.1750228220476,740.811608246688,736.0996799594967,735.9028815312691,735.9814288858416,735.0394441732433,734.0675593318564
1986.5,746.7941036386698,743.5150255214973,745.8516690454409,743.9732530910308,744.2605174040692,738.540232282435,738.9888995378819,739.7315256106997,738.4121848326073,738.271257570855
1987.5,750.1458554127918,746.6416626390504,748.9633276428983,746.9715738323392,747.827546778958,740.7936819564025,742.3104213375502,743.1627804100965,741.1054368090877,741.3790077176136
1988.5,752.935764593443,750.0360703110746,752.3192589984512,750.1567084573674,751.219590623847,743.9390351101498,745.9815174205368,746.1144105556779,744.3928059557526,744.1457589671672
1989.5,756.3953328156895,753.8042873059289,755.3202425521513,753.8617766399286,754.0070758596842,747.302565741103,749.6163196591892,749.5285221977533,747.9754388742056,747.106100565209
1990.5,759.2269648678663,758.1586797251897,758.1717328764219,757.3187221282359,757.462646657067,750.963429795137,752.9068165282962,753.0388165151206,750.7386548034542,750.4268456444656
1991.5,762.3880652464305,761.6958494505269,761.4329199723471,760.1482226079103,760.5838970301965,754.7659721811254,755.704315365519,756.0693046232822,753.7323360630879,753.4234562382007
1992.5,765.7651003119921,764.2745225415731,763.7017994497866,763.3086761202493,763.0953357114897,757.8193981896795,758.0679272794428,758.5203999839654,755.8258971589788,756.6324772202029
1993.5,767.9724000485583,767.0095677272633,766.2917397962163,765.7671665566168,765.183219093391,759.9256908072203,760.6243420002602,761.0727389265443,758.6064448146684,759.8423793269857
1994.5,770.2687965899939,769.5420025079203,769.1981770778449,767.2816491200978,767.6487980052798,762.8264439623068,763.0660678202911,763.8485729554218,762.3713130544144,762.819073534871
1995.5,772.9167456871692,772.488927643557,772.0003190038033,769.5772945913316,770.3937860538872,766.0328782809771,765.7561311550814,766.5930798622054,765.5954263793176,766.3936554937625
1996.5,776.3231951306738,774.8239682297882,775.3738993067495,772.8660336195068,773.4634919298934,769.2349181977103,768.9535005293395,769.2008643380926,768.5516372916404,768.6395708194228
1997.5,779.8369496212476,777.4997995056628,778.2909585806743,776.1496878943989,777.166004309531,772.5587683550832,772.0376158114143,771.749471175164,771.077201022381,771.6718696720735
1998.5,783.4304061266138,780.4289578632555,780.8445734207924,779.4863106538354,780.6686396346038,776.1386645163994,775.8827495689961,775.1823142836381,773.8576080027019,775.0478230201992
1999.5,787.9808312752648,784.369268527361,783.724614432352,782.4069194759162,784.4650931016787,779.4185710551874,779.0094766626754,778.5909085255346,777.1237982922594,778.2016369356857
2000.5,791.471102598098,788.2053776193754,786.8176902544701,785.8060065076754,788.4178433159068,782.562616449026,782.0178164159607,781.646885928382,781.1083740041397,781.2247271626713
2001.5,793.9504256137421,791.1431849070422,790.6952725292502,789.5392937283302,792.244730756759,785.3249476464332,784.3548324691214,784.5803274702054,785.1676473348264,784.4746143392741
2002.5,797.2217437409195,794.700381033582,795.5973570427171,792.6208363745317,795.1574733809451,788.70161038317,787.0718006695444,787.6027020964195,788.5145916985573,788.479871534665
2003.5,801.0933964086353,798.4341375729167,799.1437237709681,796.8447107077534,799.1797747398796,792.7311519145691,791.0960959314962,791.1320306728951,791.8019594424763,792.4826793354242
2004.5,804.6514878878064,802.9490744541312,802.8062516819625,801.3224343449306,803.6068464270732,796.9707680620165,795.6538580420752,794.8442743012198,796.5026371068418,796.6758425523686
2005.5,808.5550846853943,807.6322684947203,806.4560755250471,805.1642530133045,807.5786693757236,801.1652009643398,799.3822214244339,799.0221658241877,799.9944131751786,800.5771717111074
2006.5,812.396583327324,811.4858936740576,809.9105890528498,809.390734650261,811.9678348624343,805.4717589488359,803.1090884777643,802.9668065643136,803.8765888414129,804.3948278819691
2007.5,817.1636737931638,816.131138229435,814.611858475568,813.7497895963069,815.513339102385,809.648304637365,808.4397996176248,807.3880985378556,808.3884158350967,808.2383881595014
2008.5,821.7070483404308,820.0482909624428,820.246000975075,818.5286412844586,819.2600686360466,814.1326999341567,814.492233111773,812.9577275537578,813.1251466726884,812.3151391021967
2009.5,826.4620323080892,824.350790402435,825.014464328309,823.440393522265,823.4257977513918,818.4009250830417,818.8589268104948,817.5158627947308,817.7766625039386,816.9312544378214
2010.5,832.1091461987849,829.5625595161174,830.022755338459,829.1749245298812,828.9276905753144,824.1254400845648,823.6827124557955,822.2406901315036,822.8461525096619,821.8933091415045
2011.5,838.1426107617027,835.1427696442943,834.8950723828152,835.1892109520461,835.4546008464318,829.954641807848,829.6081724022537,828.1408409359202,828.6098201515445,826.8247212630644
2012.5,842.9522451061696,839.9564575234588,839.795505463642,839.8610796234954,840.9517323501839,835.0752785320525,835.5080001743421,833.4183835997577,834.3857041065686,832.461915736738
2013.5,847.8332994535881,846.12070709491,846.1388149405859,844.583124112911,846.0772680640437,840.6644095226046,841.2466758951354,838.8904139686368,840.5076410520642,838.5720301398891
