year,ssp370,ssp126
1850,0.12084117459719201,0.12084117459719201
1851,-0.6936755196516939,-0.6936755196516939
1852,-0.7202157654592602,-0.7202157654592602
1853,0.35821182336648744,0.35821182336648744
1854,0.42384205887050935,0.42384205887050935
1855,-0.10564129416159411,-0.10564129416159411
1856,-0.1680278964600485,-0.1680278964600485
1857,-0.16581552155899915,-0.16581552155899915
1858,-0.3148184246394175,-0.3148184246394175
1859,0.3753813432436221,0.3753813432436221
1860,0.12348299113342205,0.12348299113342205
1861,-0.9961867752684954,-0.9961867752684954
1862,-0.21982305540023137,-0.21982305540023137
1863,0.06318756539560871,0.06318756539560871
1864,0.14267598998824974,0.14267598998824974
1865,-0.347521614740707,-0.347521614740707
1866,-0.16624999180046102,-0.16624999180046102
1867,0.08027124444393283,0.08027124444393283
1868,0.4318442607471082,0.4318442607471082
1869,-0.3879653173473814,-0.3879653173473814
1870,-0.015848373763782564,-0.015848373763782564
1871,0.2918503288626608,0.2918503288626608
1872,-0.19502998615436268,-0.19502998615436268
1873,-0.19797575669855377,-0.19797575669855377
1874,0.1329659061031787,0.1329659061031787
1875,-0.1482444616121346,-0.1482444616121346
1876,-0.20036309654857384,-0.20036309654857384
1877,0.01659408192564331,0.01659408192564331
1878,-0.2104689873728634,-0.2104689873728634
1879,0.16263971455155918,0.16263971455155918
1880,0.1094138424746295,0.1094138424746295
1881,0.32621064512531434,0.32621064512531434
1882,-0.2552648879574479,-0.2552648879574479
1883,-1.1007399629775994,-1.1007399629775994
1884,-2.1018487011016354,-2.1018487011016354
1885,-0.6499504610156001,-0.6499504610156001
1886,-0.5922813057873126,-0.5922813057873126
1887,-0.35065104512334083,-0.35065104512334083
1888,-0.117027101392275,-0.117027101392275
1889,-0.19236141631202022,-0.19236141631202022
1890,-0.14348633063333793,-0.14348633063333793
1891,-0.243293200928196,-0.243293200928196
1892,-0.5143042675667973,-0.5143042675667973
1893,0.6671167324499607,0.6671167324499607
1894,0.23599320436443777,0.23599320436443777
1895,-0.12718949189943396,-0.12718949189943396
1896,0.6370469755642855,0.6370469755642855
1897,-0.25149636979244383,-0.25149636979244383
1898,-0.2867962051071158,-0.2867962051071158
1899,0.3695359729569032,0.3695359729569032
1900,0.32051957346296944,0.32051957346296944
1901,-0.3626663564170618,-0.3626663564170618
1902,0.10169367859286935,0.10169367859286935
1903,-0.5159047560298221,-0.5159047560298221
1904,-0.9454871171313749,-0.9454871171313749
1905,-0.008056446533776684,-0.008056446533776684
1906,-0.06336689766377948,-0.06336689766377948
1907,-0.38434018305938167,-0.38434018305938167
1908,0.22538049312336308,0.22538049312336308
1909,-0.09005762104956985,-0.09005762104956985
1910,0.628282829546998,0.628282829546998
1911,-0.046048464025942204,-0.046048464025942204
1912,-0.8116604116815549,-0.8116604116815549
1913,-1.0150126933551844,-1.0150126933551844
1914,-0.5938957029325007,-0.5938957029325007
1915,0.34681313120379154,0.34681313120379154
1916,-0.20994386495892067,-0.20994386495892067
1917,0.21091502331470668,0.21091502331470668
1918,-0.19482247982089718,-0.19482247982089718
1919,0.07649360653003245,0.07649360653003245
1920,0.6124149615604316,0.6124149615604316
1921,0.7863316329394371,0.7863316329394371
1922,0.10493877645597005,0.10493877645597005
1923,0.186353634545259,0.186353634545259
1924,0.03677863697163086,0.03677863697163086
1925,0.06929774826250062,0.06929774826250062
1926,0.637560239276008,0.637560239276008
1927,0.5799997106649781,0.5799997106649781
1928,-0.21703096065892552,-0.21703096065892552
1929,0.5124588728481468,0.5124588728481468
1930,0.3367439970839956,0.3367439970839956
1931,0.5330455298003932,0.5330455298003932
1932,0.4226348466163507,0.4226348466163507
1933,0.5511880286064768,0.5511880286064768
1934,0.5566171937528801,0.5566171937528801
1935,0.07548456890436128,0.07548456890436128
1936,0.2682127335334092,0.2682127335334092
1937,0.18454039377728904,0.18454039377728904
1938,0.4862821627288316,0.4862821627288316
1939,0.05747533354432788,0.05747533354432788
1940,0.4127637841960446,0.4127637841960446
1941,-0.2512447541638191,-0.2512447541638191
1942,-0.12838486449667286,-0.12838486449667286
1943,0.2537035779967868,0.2537035779967868
1944,0.47557001266272425,0.47557001266272425
1945,0.16861091709657577,0.16861091709657577
1946,0.38372336250888195,0.38372336250888195
1947,0.3749212083632598,0.3749212083632598
1948,0.09134078301606946,0.09134078301606946
1949,0.273673822302138,0.273673822302138
1950,0.6457316105955286,0.6457316105955286
1951,0.49394895821677676,0.49394895821677676
1952,0.7445591583665745,0.7445591583665745
1953,-0.22180536615669144,-0.22180536615669144
1954,-0.07260230352705493,-0.07260230352705493
1955,0.32059931514840456,0.32059931514840456
1956,0.40382880033394786,0.40382880033394786
1957,0.5861041044760071,0.5861041044760071
1958,0.1683390428694036,0.1683390428694036
1959,0.023424288163173768,0.023424288163173768
1960,0.40294052835715144,0.40294052835715144
1961,0.6287901216813407,0.6287901216813407
1962,0.35317382161785815,0.35317382161785815
1963,-0.9065951444349827,-0.9065951444349827
1964,-0.3274185097190989,-0.3274185097190989
1965,0.21638078706380282,0.21638078706380282
1966,0.14148727157822039,0.14148727157822039
