year,ssp370,ssp126
1967,0.40759589611208524,0.40759589611208524
1968,0.2200206907657667,0.2200206907657667
1969,0.26597767959800944,0.26597767959800944
1970,0.0699471513363672,0.0699471513363672
1971,-0.48086297608127193,-0.48086297608127193
1972,-0.01788882313754514,-0.01788882313754514
1973,0.5837454279723434,0.5837454279723434
1974,0.31641351691827924,0.31641351691827924
1975,0.205706270828094,0.205706270828094
1976,0.0895915645180233,0.0895915645180233
1977,0.17527653764362816,0.17527653764362816
1978,0.966476430699305,0.966476430699305
1979,1.434732310113982,1.434732310113982
1980,0.64931714791205,0.64931714791205
1981,0.4370330189248821,0.4370330189248821
1982,0.1206517919166854,0.1206517919166854
1983,-0.26529744236965735,-0.26529744236965735
1984,0.17537049730288656,0.17537049730288656
1985,-0.2260449233037517,-0.2260449233037517
1986,0.5246253049081491,0.5246253049081491
1987,1.0518118720265803,1.0518118720265803
1988,1.0779821933693667,1.0779821933693667
1989,1.0830932312634725,1.0830932312634725
1990,0.5324504922331326,0.5324504922331326
1991,-0.22261494144047045,-0.22261494144047045
1992,-0.7656704058753792,-0.7656704058753792
1993,-0.02335218557422425,-0.02335218557422425
1994,0.8303394716115089,0.8303394716115089
1995,1.0207179963034392,1.0207179963034392
1996,0.6030150805876813,0.6030150805876813
1997,0.7521610017084741,0.7521610017084741
1998,0.7305067070366509,0.7305067070366509
1999,1.433595638569243,1.433595638569243
2000,0.2011273752494216,0.2011273752494216
2001,1.3500952354726357,1.3500952354726357
2002,1.3770825788885757,1.3770825788885757
2003,0.9572746023428778,0.9572746023428778
2004,1.003193813736957,1.003193813736957
2005,1.323984553109688,1.323984553109688
2006,1.1736736585319694,1.1736736585319694
2007,0.9805992784124549,0.9805992784124549
2008,0.9521847408745405,0.9521847408745405
2009,0.9626049544023243,0.9626049544023243
2010,0.5071382780684162,0.5071382780684162
2011,1.4579007480808224,1.4579007480808224
2012,0.9404706433557597,0.9404706433557597
2013,0.4324796447115906,0.4324796447115906
2014,0.7440065697158975,0.7440065697158975
2015,0.9762925227243666,0.5190021898789905
2016,0.47973637299839633,0.8207720829646308
2017,1.113437290500924,0.5081253656401568
2018,0.4651003607520314,1.6030826177929116
2019,0.6973588046803705,1.0796230184974225
2020,0.6390646614802378,1.5714198919789015
2021,0.8201348156724899,1.153546099142042
2022,0.8006864199460599,1.254717494875632
2023,1.3510355493983082,1.0668699370903223
2024,0.6277115260848096,0.9361855615283354
2025,1.4374598012453776,1.3180322691030835
2026,0.7319251678497554,1.2251984438350187
2027,1.0416306659543397,1.406499297815607
2028,1.5662372027385825,1.0639054359058813
2029,1.2582714010588014,0.968873009274986
2030,1.0651808446928044,1.3602891319470682
2031,1.3735391237601697,0.7024786580338414
2032,1.272781483484093,0.9378155109245174
2033,0.822152450688574,0.9319308326377502
2034,1.969963716881669,0.659438197962094
2035,0.22809449739314447,1.3759658264065533
2036,0.5247813733277309,0.587728257127889
2037,1.343213080526394,1.036708197462156
2038,1.6852754310484275,0.7755950093511377
2039,1.389557367799846,0.5745008384937353
2040,1.5942762629670977,1.2134058766024682
2041,1.0599058118695646,0.21579627972718107
2042,0.8191227023825154,0.5836635554836205
2043,1.3528175512815248,0.8926636434409283
2044,1.5645113252513374,0.7506506827752633
2045,1.0026729494346767,1.563011214280738
2046,2.071645865478847,1.254141204219342
2047,0.9908593209703609,0.7212930978051468
2048,1.338848532297432,1.3233812500498598
2049,1.6617577974577067,0.5883711984480753
2050,1.6815613712942614,0.9926595717868638
2051,1.1330767084771245,0.948156828240958
2052,1.8478621437307465,0.6147706301223117
2053,2.055985398619678,0.7938818024257688
2054,1.4117675026643424,1.0047239021673633
2055,1.831845861785765,0.7996372568696111
2056,1.3435606968822258,0.7027173178050194
2057,1.4553792795743852,0.9556361691267226
2058,1.7611955518850961,0.6064785359512812
2059,1.9145294476412924,0.5012020957488974
2060,1.8875075063929634,1.047906438936805
2061,1.7499134603726518,0.04735453032387227
2062,1.7300005524842508,0.8091129952944653
2063,1.5343025745248458,0.5940455067665136
2064,1.025044073014472,0.6056600285138902
2065,1.8238925559228685,0.3663427372400383
2066,1.6662725181603353,0.8651640507554839
2067,1.7114429355169722,0.2632804919761216
2068,1.8916824081961146,0.7831228796546119
2069,1.576230810944514,0.32596036031480224
2070,1.9040384259667968,-0.005237785830030983
2071,2.031420985265374,0.5540373202359992
2072,1.8150210296623621,0.37662307758898983
2073,2.1439943726098036,0.8363969778382394
2074,1.794894151922346,0.2981270127988189
2075,1.9516671287194578,0.13546979338551957
2076,2.063216739578211,0.7847908936478363
2077,1.8071923455176968,0.14838523541465198
2078,1.5237212175694959,0.49299848101184507
2079,2.3097582237160177,0.9774104495056553
2080,1.807563116939984,1.190918110897044
2081,2.257765190289562,0.37687752452171575
2082,2.036037195044373,0.5690350615833601
2083,2.2663549965462444,0.4707369401298065
2084,1.9987204346081322,0.7739008796376354
2085,2.076040357884213,0.23176258190749532
2086,1.8173159693626078,0.6077765834502769
2087,2.2934910024874986,0.03695039951658341
2088,2.087271036727145,-0.030059654583237894
2089,2.4107749468328628,0.9090216259326098
2090,2.6663498904070337,0.3554188208946307
2091,2.777667241226527,0.43803188036233154
2092,2.126507869835306,0.6052970029973674
2093,2.197179800972342,0.30994798820598035
2094,2.2585212045526157,0.38054389512617837
2095,2.5529740266323033,-0.0791941010541537
2096,2.7444086684374627,0.5025331983311445
2097,2.352148761609844,-0.09026146165246551
2098,2.116166731564202,0.1854629805206569
2099,1.9160630863594337,0.6648873627899023
2100,2.491372038595445,0.3481193292014786
