year,ssp370
1850,0.5253737579596918
1851,0.3699766487990331
1852,-0.04134188043503078
1853,0.12118621768051478
1854,0.2592317783682992
1855,0.3428476025513731
1856,0.21557315027099558
1857,0.3252449257348699
1858,0.3229099541873338
1859,0.1173026396836038
1860,0.13023228175909793
1861,-0.39785152345784663
1862,-0.33829261291190554
1863,0.24378670055281065
1864,0.24097394249181334
1865,0.06768119405952217
1866,0.32859507974235147
1867,0.4073046717290474
1868,0.01761896097785258
1869,0.07565098766071483
1870,0.3553875053078779
1871,0.8164443407254689
1872,0.11039309578090495
1873,-0.12651668276865485
1874,0.018240363649703842
1875,-0.12359505903638737
1876,0.5325918280237986
1877,0.16271464829284005
1878,-0.09868388891813679
1879,-0.21493511818142763
1880,0.016252104201897655
1881,-0.034647356638236926
1882,-0.31400523620334014
1883,-1.179560726583465
1884,-2.3849276255470087
1885,-0.8580539141460148
1886,-0.45556830906208556
1887,-0.18527519304135376
1888,0.2554446233473032
1889,0.19800863824113313
1890,-0.14623277129229717
1891,-0.45707878246856304
1892,-0.030159974389302097
1893,0.013292890689750675
1894,-0.03158220347758267
1895,0.2045018477531787
1896,0.48063108938583415
1897,-0.12538085378305136
1898,0.541074613140629
1899,0.08187999729114989
1900,0.003205624526273765
1901,-0.24218182962294904
1902,-0.6120883833301213
1903,-0.9673675626985376
1904,-0.624039934710081
1905,-0.5496033083927163
1906,-0.16210944934711258
1907,-0.5730215768763613
1908,-0.44841808162190666
1909,-0.38083516358766845
1910,-0.10940827787137636
1911,-0.5122589184158082
1912,-1.0467143665347804
1913,-1.0412987106909581
1914,-0.4204659392519367
1915,-0.4798662649660563
1916,0.022449553925018295
1917,-0.6958498871856316
1918,0.20943363033178097
1919,0.2040794938742796
1920,-0.2876467758104273
1921,0.027829946946528517
1922,-0.4225126391992792
1923,-0.9762199452989062
1924,-0.26563217339591016
1925,-0.04081482049378066
1926,-0.21489276261943338
1927,-0.05772688904993539
1928,-0.30514424473789
1929,-0.8189728662887638
1930,-0.3549197497784111
1931,0.11074226429147038
1932,-0.4537178311786021
1933,-0.1588262413729567
1934,-0.09287377969988836
1935,-0.40473691811616275
1936,-0.07511503953423943
1937,-0.15074954134784085
1938,-0.3568946796295608
1939,-0.02599106070516799
1940,-0.21842515695328235
1941,-0.16654775806819988
1942,-0.6040397651778073
1943,-0.15804915781868767
1944,-0.2731073216513615
1945,-0.6229931414452607
1946,-0.047811135054692144
1947,-0.28979755334998963
1948,-0.29371603391342244
1949,-0.10485077171279245
1950,-0.6927634860769369
1951,-0.1563284893151482
1952,-0.5307327764206256
1953,-0.5246541489387052
1954,-0.5637256635813025
1955,-0.5720027389705871
1956,-0.4489096852379617
1957,-0.5083402024404194
1958,-0.8056844763973638
1959,-0.3294268952745567
1960,-0.8218594808259951
1961,-0.6631171585135792
1962,-0.7479580312240932
1963,-2.1990773582248844
1964,-1.6204283358974887
1965,-1.2516234557031405
1966,-0.7528191938610019
1967,-0.8148831873388541
1968,-0.9935103941422634
1969,-0.7374819281245121
1970,-1.1719481157344254
1971,-1.0706402490399802
1972,-0.543244661342519
1973,-0.6595056349258468
1974,-0.9940637820634756
1975,-0.958826842348239
1976,-1.3026143687227407
1977,-0.6713323384540415
1978,-0.4234164746149677
1979,-0.7101636461543265
1980,-1.2064214336020047
1981,-0.9335147521062552
1982,-0.901915605111598
1983,-1.544344379982176
1984,-1.4372634103215844
1985,-1.1082934308000618
1986,-0.38524207325029347
1987,-0.450305941147809
1988,-0.3413282422122763
1989,-0.09744654277340503
1990,-0.586728910278004
1991,-1.440223071716534
1992,-2.492717994945235
1993,-1.3290044465511397
1994,-0.5116814520917946
1995,-0.2774944161212498
1996,-0.6415963676441248
1997,-0.059159054255754295
1998,-0.29431514964427463
1999,-0.1967273133755778
2000,-0.17180552061352006
2001,0.0011934818687151516
2002,-0.29392062183500456
2003,-0.30244279579236877
2004,-0.1981477806062646
2005,-0.05916766192792844
2006,0.2037360313276586
2007,-0.09667994297015836
2008,0.03322092326486081
2009,0.09035792539428344
2010,0.5863599929675507
2011,-0.0836250832775649
2012,-0.07927676121127902
2013,0.3273861953054431
2014,0.6259148323842032
2015,-0.25694894487546516
2016,0.22700843433153417
2017,0.27605220727791524
2018,0.29801581701791324
2019,-0.000141234455145689
2020,0.5149566736603637
2021,0.5283502527124222
2022,-0.11912233795692106
2023,0.3486853982343505
2024,0.8232683899523452
2025,-0.011727890579049216
2026,0.7219777507807077
2027,0.21597598446116972
2028,0.30954750108584594
2029,0.31562698173751347
2030,0.5168890181407804
2031,0.04590889896125727
2032,0.5158220245850424
2033,1.4811250056128702
2034,0.8281397218503024
2035,0.8245521126908484
2036,0.4715281457539935
2037,1.1613078114412025
2038,0.6076855320874768
2039,0.5918253685757309
2040,0.7232044737302799
2041,1.2637277871284298
2042,1.0236308897150956
2043,0.4029331707329531
2044,0.3876619632496281
2045,0.9545509952651492
2046,0.8384066045531409
2047,1.4592268943484639
2048,1.0279878320142806
2049,1.000689913730883
2050,0.9955145315248397
2051,1.4239626168510595
2052,0.9778430059880532
2053,1.1383968408210787
2054,0.9197635661451615
2055,1.8877186862457425
