year,ssp126,ssp245,ssp370,ssp585
1850,-0.04233506029356371,-0.04233506029356371,0.12027181585327619,-0.04233506029356371
1851,-0.06124540652798266,-0.06124540652798266,0.0761673105408585,-0.06124540652798266
1852,-0.16626162192578434,-0.16626162192578434,-0.11152142244029725,-0.16626162192578434
1853,-0.05704070129234224,-0.05704070129234224,0.19668743371928563,-0.05704070129234224
1854,0.13633643588939018,0.13633643588939018,0.17170023734429377,0.13633643588939018
1855,0.08822522618268354,0.08822522618268354,-0.04705177894024094,0.08822522618268354
1856,0.04973400003592467,0.04973400003592467,0.10527866258325332,0.04973400003592467
1857,0.1959986071978614,0.1959986071978614,-0.08425151218185373,0.1959986071978614
1858,-0.016367360744909663,-0.016367360744909663,0.26676407303879957,-0.016367360744909663
1859,-0.28691356728322615,-0.28691356728322615,-0.13859217704877858,-0.28691356728322615
1860,0.08119653257906749,0.08119653257906749,0.2941911078125652,0.08119653257906749
1861,-0.7996593826252976,-0.7996593826252976,-0.3684221634120661,-0.7996593826252976
1862,-0.5884443039120947,-0.5884443039120947,-0.6122903187497377,-0.5884443039120947
1863,-0.3427237595052907,-0.3427237595052907,-0.27617984783932986,-0.3427237595052907
1864,0.061890145871986546,0.061890145871986546,-0.04849327738689966,0.061890145871986546
1865,-0.3571696797789141,-0.3571696797789141,-0.02300289550801518,-0.3571696797789141
1866,-0.10214716478100984,-0.10214716478100984,-0.03936193885774476,-0.10214716478100984
1867,-0.20822225726057983,-0.20822225726057983,-0.056379874221407486,-0.20822225726057983
1868,0.3567563780666463,0.3567563780666463,0.23209603601634585,0.3567563780666463
1869,0.08377896915153932,0.08377896915153932,0.0034132826871550934,0.08377896915153932
1870,0.2401826430790349,0.2401826430790349,0.27358927821149703,0.2401826430790349
1871,0.4052566728266394,0.4052566728266394,0.16787708028897996,0.4052566728266394
1872,-0.35377984566243176,-0.35377984566243176,0.277070493774427,-0.35377984566243176
1873,-0.25871343230990146,-0.25871343230990146,-0.17992496798604934,-0.25871343230990146
1874,0.028485377780329765,0.028485377780329765,0.18589187573927718,0.028485377780329765
1875,-0.3825701234850345,-0.3825701234850345,-0.07233544060464792,-0.3825701234850345
1876,0.26552591713159646,0.26552591713159646,-0.1376739396107415,0.26552591713159646
1877,-0.08850601983432618,-0.08850601983432618,-0.08904558719816302,-0.08850601983432618
1878,-0.47298816138416633,-0.47298816138416633,-0.11994216129369972,-0.47298816138416633
1879,-0.006000133846565198,-0.006000133846565198,0.11187055370077052,-0.006000133846565198
1880,-0.14134113873574994,-0.14134113873574994,0.04281896056120078,-0.14134113873574994
1881,0.2035953627948926,0.2035953627948926,0.27430221051429576,0.2035953627948926
1882,-0.16073958908374308,-0.16073958908374308,0.08927506576716542,-0.16073958908374308
1883,-1.2773193777686735,-1.2773193777686735,-0.7390781788148456,-1.2773193777686735
1884,-1.9575296914139177,-1.9575296914139177,-1.5018896613029546,-1.9575296914139177
1885,-0.9885578056680231,-0.9885578056680231,-0.8094348374521343,-0.9885578056680231
1886,-0.2511308481495717,-0.2511308481495717,-0.22029104532066607,-0.2511308481495717
1887,-0.04065650799481203,-0.04065650799481203,-0.01092950545479937,-0.04065650799481203
1888,0.22495656288056903,0.22495656288056903,0.07533593676564938,0.22495656288056903
1889,0.030163607781769186,0.030163607781769186,-0.08242903421925045,0.030163607781769186
1890,-0.26629421004489773,-0.26629421004489773,-0.23794205906768318,-0.26629421004489773
1891,-0.05187010266062725,-0.05187010266062725,-0.2325349959692429,-0.05187010266062725
1892,-0.006204542326007062,-0.006204542326007062,-0.12855205159045655,-0.006204542326007062
1893,-0.37513356999758984,-0.37513356999758984,-0.05784164295861677,-0.37513356999758984
1894,0.3476126635034562,0.3476126635034562,0.14813670514709762,0.3476126635034562
1895,0.35557835506191493,0.35557835506191493,0.23277330145171782,0.35557835506191493
1896,0.25714209875626914,0.25714209875626914,0.1328980646518261,0.25714209875626914
1897,0.037405507092762025,0.037405507092762025,0.23800948437674835,0.037405507092762025
1898,0.39560477015164053,0.39560477015164053,0.1677948561503255,0.39560477015164053
1899,0.1953282253419047,0.1953282253419047,0.09353572243096153,0.1953282253419047
1900,0.5295983962532955,0.5295983962532955,-0.05049232072400775,0.5295983962532955
1901,-0.21911084015863125,-0.21911084015863125,-0.062388604954720456,-0.21911084015863125
1902,-0.4050252389946988,-0.4050252389946988,-0.1518307163642496,-0.4050252389946988
1903,-1.1300629641557374,-1.1300629641557374,-1.2525786109133665,-1.1300629641557374
1904,0.08207941266475424,0.08207941266475424,-0.4074982798494254,0.08207941266475424
1905,-0.016764830732654057,-0.016764830732654057,0.2067683747514412,-0.016764830732654057
1906,0.07923669714460774,0.07923669714460774,0.029522491870200396,0.07923669714460774
1907,-0.4529959721826272,-0.4529959721826272,-0.09430714048022068,-0.4529959721826272
1908,-0.6506255177830886,-0.6506255177830886,-0.19938783529732879,-0.6506255177830886
1909,-0.20463708275862502,-0.20463708275862502,-0.04080924266346339,-0.20463708275862502
1910,-0.3619292360697949,-0.3619292360697949,-0.23643103080876285,-0.3619292360697949
1911,0.091046085537765,0.091046085537765,2.3164845030121395e-05,0.091046085537765
1912,-0.881651440515339,-0.881651440515339,-0.678842692288619,-0.881651440515339
1913,-0.9381550494202271,-0.9381550494202271,-0.35214409414096337,-0.9381550494202271
1914,-0.49238205956432257,-0.49238205956432257,-0.18773794666950672,-0.49238205956432257
1915,-0.22309744645700236,-0.22309744645700236,0.20024511008654539,-0.22309744645700236
1916,0.25875198690443035,0.25875198690443035,0.20342104844455328,0.25875198690443035
1917,0.13218476532778278,0.13218476532778278,-0.0379531219088341,0.13218476532778278
1918,0.4607715869986531,0.4607715869986531,0.3370308618721218,0.4607715869986531
1919,0.16175375480891874,0.16175375480891874,0.46021378448413447,0.16175375480891874
1920,-0.3077504785767967,-0.3077504785767967,-0.28816473805445153,-0.3077504785767967
1921,-0.13058884027372622,-0.13058884027372622,-0.035008432155536506,-0.13058884027372622
1922,-0.24120312126516824,-0.24120312126516824,-0.13782034220538583,-0.24120312126516824
1923,-0.14275229107896906,-0.14275229107896906,-0.17987267648089791,-0.14275229107896906
1924,-0.049878915093671705,-0.049878915093671705,0.12435618625978906,-0.049878915093671705
1925,-0.12842904461054,-0.12842904461054,0.37213382274662,-0.12842904461054
1926,0.516299495738906,0.516299495738906,0.5653985075727915,0.516299495738906
1927,0.3306801075688826,0.3306801075688826,0.27889613302099253,0.3306801075688826
1928,0.06526094383541409,0.06526094383541409,0.3473484396720757,0.06526094383541409
1929,-0.7507620077817652,-0.7507620077817652,-0.16056840949839646,-0.7507620077817652
1930,-0.05754745217395418,-0.05754745217395418,0.2459681667557287,-0.05754745217395418
1931,-0.004487377381099333,-0.004487377381099333,0.22190825285132865,-0.004487377381099333
1932,-0.2834176617500132,-0.2834176617500132,-0.051447579409690414,-0.2834176617500132
