year,ssp119,ssp126,ssp245,ssp370,ssp585
1850,0.33240245709530375,0.33240245709530375,0.33240245709530375,0.33240245709530375,0.33240245709530375
1851,0.10546734049909351,0.10546734049909351,0.10546734049909351,0.10546734049909351,0.10546734049909351
1852,0.08782520155842133,0.08782520155842133,0.08782520155842133,0.08782520155842133,0.08782520155842133
1853,-1.0340390947014604,-1.0340390947014604,-1.0340390947014604,-1.0340390947014604,-1.0340390947014604
1854,0.018581315308508154,0.018581315308508154,0.018581315308508154,0.018581315308508154,0.018581315308508154
1855,0.04934928669116015,0.04934928669116015,0.04934928669116015,0.04934928669116015,0.04934928669116015
1856,-0.7889854763009949,-0.7889854763009949,-0.7889854763009949,-0.7889854763009949,-0.7889854763009949
1857,-0.4683367502382512,-0.4683367502382512,-0.4683367502382512,-0.4683367502382512,-0.4683367502382512
1858,-0.9559677352144004,-0.9559677352144004,-0.9559677352144004,-0.9559677352144004,-0.9559677352144004
1859,-0.3461655965419073,-0.3461655965419073,-0.3461655965419073,-0.3461655965419073,-0.3461655965419073
1860,-0.17167836664169328,-0.17167836664169328,-0.17167836664169328,-0.17167836664169328,-0.17167836664169328
1861,-0.635090076953529,-0.635090076953529,-0.635090076953529,-0.635090076953529,-0.635090076953529
1862,-0.7588437958723309,-0.7588437958723309,-0.7588437958723309,-0.7588437958723309,-0.7588437958723309
1863,-0.9953075625112878,-0.9953075625112878,-0.9953075625112878,-0.9953075625112878,-0.9953075625112878
1864,-0.7887411121856093,-0.7887411121856093,-0.7887411121856093,-0.7887411121856093,-0.7887411121856093
1865,0.16683184429750278,0.16683184429750278,0.16683184429750278,0.16683184429750278,0.16683184429750278
1866,-0.04371694641690355,-0.04371694641690355,-0.04371694641690355,-0.04371694641690355,-0.04371694641690355
1867,0.17405159037012852,0.17405159037012852,0.17405159037012852,0.17405159037012852,0.17405159037012852
1868,-0.537978969717364,-0.537978969717364,-0.537978969717364,-0.537978969717364,-0.537978969717364
1869,-0.9029731744978533,-0.9029731744978533,-0.9029731744978533,-0.9029731744978533,-0.9029731744978533
1870,0.7290119965703079,0.7290119965703079,0.7290119965703079,0.7290119965703079,0.7290119965703079
1871,0.44307787336421467,0.44307787336421467,0.44307787336421467,0.44307787336421467,0.44307787336421467
1872,0.40873877955004073,0.40873877955004073,0.40873877955004073,0.40873877955004073,0.40873877955004073
1873,-1.1155574762240084,-1.1155574762240084,-1.1155574762240084,-1.1155574762240084,-1.1155574762240084
1874,-0.6449412859870748,-0.6449412859870748,-0.6449412859870748,-0.6449412859870748,-0.6449412859870748
1875,0.6328356992374196,0.6328356992374196,0.6328356992374196,0.6328356992374196,0.6328356992374196
1876,0.4782277847807398,0.4782277847807398,0.4782277847807398,0.4782277847807398,0.4782277847807398
1877,0.19210917720224757,0.19210917720224757,0.19210917720224757,0.19210917720224757,0.19210917720224757
1878,0.11286818208620296,0.11286818208620296,0.11286818208620296,0.11286818208620296,0.11286818208620296
1879,-0.7170785950510529,-0.7170785950510529,-0.7170785950510529,-0.7170785950510529,-0.7170785950510529
1880,0.23446514871450347,0.23446514871450347,0.23446514871450347,0.23446514871450347,0.23446514871450347
1881,0.11946400873264229,0.11946400873264229,0.11946400873264229,0.11946400873264229,0.11946400873264229
1882,0.3366637360093786,0.3366637360093786,0.3366637360093786,0.3366637360093786,0.3366637360093786
1883,-2.0868310403454946,-2.0868310403454946,-2.0868310403454946,-2.0868310403454946,-2.0868310403454946
1884,-3.0536836660815143,-3.0536836660815143,-3.0536836660815143,-3.0536836660815143,-3.0536836660815143
1885,0.0110930955009165,0.0110930955009165,0.0110930955009165,0.0110930955009165,0.0110930955009165
1886,0.2851616289310901,0.2851616289310901,0.2851616289310901,0.2851616289310901,0.2851616289310901
1887,-0.47850241472685895,-0.47850241472685895,-0.47850241472685895,-0.47850241472685895,-0.47850241472685895
1888,0.02932722714739569,0.02932722714739569,0.02932722714739569,0.02932722714739569,0.02932722714739569
1889,-0.30563675009116265,-0.30563675009116265,-0.30563675009116265,-0.30563675009116265,-0.30563675009116265
1890,0.39017840395297143,0.39017840395297143,0.39017840395297143,0.39017840395297143,0.39017840395297143
1891,0.18110535892113303,0.18110535892113303,0.18110535892113303,0.18110535892113303,0.18110535892113303
1892,-0.08797039688136758,-0.08797039688136758,-0.08797039688136758,-0.08797039688136758,-0.08797039688136758
1893,-0.4183531910881045,-0.4183531910881045,-0.4183531910881045,-0.4183531910881045,-0.4183531910881045
1894,-0.6591962458485076,-0.6591962458485076,-0.6591962458485076,-0.6591962458485076,-0.6591962458485076
1895,0.23292992958976635,0.23292992958976635,0.23292992958976635,0.23292992958976635,0.23292992958976635
1896,0.6531790263108227,0.6531790263108227,0.6531790263108227,0.6531790263108227,0.6531790263108227
1897,0.019586938768263756,0.019586938768263756,0.019586938768263756,0.019586938768263756,0.019586938768263756
1898,0.5577966812381192,0.5577966812381192,0.5577966812381192,0.5577966812381192,0.5577966812381192
1899,-0.29497724827036376,-0.29497724827036376,-0.29497724827036376,-0.29497724827036376,-0.29497724827036376
1900,0.777191331240255,0.777191331240255,0.777191331240255,0.777191331240255,0.777191331240255
1901,0.038120233702370665,0.038120233702370665,0.038120233702370665,0.038120233702370665,0.038120233702370665
1902,-1.4702746902052768,-1.4702746902052768,-1.4702746902052768,-1.4702746902052768,-1.4702746902052768
1903,-2.0955284048254263,-2.0955284048254263,-2.0955284048254263,-2.0955284048254263,-2.0955284048254263
1904,-1.1380023385205955,-1.1380023385205955,-1.1380023385205955,-1.1380023385205955,-1.1380023385205955
1905,0.3101667827733973,0.3101667827733973,0.3101667827733973,0.3101667827733973,0.3101667827733973
1906,0.7188132021134609,0.7188132021134609,0.7188132021134609,0.7188132021134609,0.7188132021134609
1907,0.032719859369508275,0.032719859369508275,0.032719859369508275,0.032719859369508275,0.032719859369508275
1908,-1.408160780583537,-1.408160780583537,-1.408160780583537,-1.408160780583537,-1.408160780583537
1909,-0.32792428080785413,-0.32792428080785413,-0.32792428080785413,-0.32792428080785413,-0.32792428080785413
1910,0.45320532896824317,0.45320532896824317,0.45320532896824317,0.45320532896824317,0.45320532896824317
1911,1.2299955430905973,1.2299955430905973,1.2299955430905973,1.2299955430905973,1.2299955430905973
1912,-0.6984035121174706,-0.6984035121174706,-0.6984035121174706,-0.6984035121174706,-0.6984035121174706
1913,0.031541373373344894,0.031541373373344894,0.031541373373344894,0.031541373373344894,0.031541373373344894
1914,-0.17113416521837593,-0.17113416521837593,-0.17113416521837593,-0.17113416521837593,-0.17113416521837593
1915,0.2923346159951607,0.2923346159951607,0.2923346159951607,0.2923346159951607,0.2923346159951607
1916,0.5780066180589092,0.5780066180589092,0.5780066180589092,0.5780066180589092,0.5780066180589092
1917,-0.3130127062111339,-0.3130127062111339,-0.3130127062111339,-0.3130127062111339,-0.3130127062111339
1918,0.3792580973679143,0.3792580973679143,0.3792580973679143,0.3792580973679143,0.3792580973679143
1919,0.4704144769702947,0.4704144769702947,0.4704144769702947,0.4704144769702947,0.4704144769702947
1920,0.17228785143880482,0.17228785143880482,0.17228785143880482,0.17228785143880482,0.17228785143880482
1921,0.15719672122339073,0.15719672122339073,0.15719672122339073,0.15719672122339073,0.15719672122339073
1922,0.5019033803711606,0.5019033803711606,0.5019033803711606,0.5019033803711606,0.5019033803711606
1923,0.9072562184087454,0.9072562184087454,0.9072562184087454,0.9072562184087454,0.9072562184087454
1924,-0.04871027575649006,-0.04871027575649006,-0.04871027575649006,-0.04871027575649006,-0.04871027575649006
1925,0.5790155261487919,0.5790155261487919,0.5790155261487919,0.5790155261487919,0.5790155261487919
1926,0.0367060272458718,0.0367060272458718,0.0367060272458718,0.0367060272458718,0.0367060272458718
1927,0.4249142342618724,0.4249142342618724,0.4249142342618724,0.4249142342618724,0.4249142342618724
1928,0.3500717858601113,0.3500717858601113,0.3500717858601113,0.3500717858601113,0.3500717858601113
1929,-0.5664567659275699,-0.5664567659275699,-0.5664567659275699,-0.5664567659275699,-0.5664567659275699
1930,0.5999668374438081,0.5999668374438081,0.5999668374438081,0.5999668374438081,0.5999668374438081
1931,0.35693692803043453,0.35693692803043453,0.35693692803043453,0.35693692803043453,0.35693692803043453
1932,0.08558349700393275,0.08558349700393275,0.08558349700393275,0.08558349700393275,0.08558349700393275
1933,-0.4342587338167433,-0.4342587338167433,-0.4342587338167433,-0.4342587338167433,-0.4342587338167433
