year,ssp585,ssp245
1927,1.207399800391805,1.207399800391805
1928,0.27621871806904086,0.27621871806904086
1929,-0.4998774103200283,-0.4998774103200283
1930,0.6807541495719032,0.6807541495719032
1931,0.45217897461673123,0.45217897461673123
1932,-0.27444043609206603,-0.27444043609206603
1933,-0.0594152494890024,-0.0594152494890024
1934,0.06986601215268123,0.06986601215268123
1935,-0.1485935434489492,-0.1485935434489492
1936,0.5042558073632877,0.5042558073632877
1937,0.5453096310637642,0.5453096310637642
1938,0.753023080810568,0.753023080810568
1939,1.0759056404967051,1.0759056404967051
1940,0.7268427800853501,0.7268427800853501
1941,0.054141618234136546,0.054141618234136546
1942,0.5507003644055486,0.5507003644055486
1943,0.6208955275820602,0.6208955275820602
1944,0.40107094657051745,0.40107094657051745
1945,0.44446465416482994,0.44446465416482994
1946,0.37171147755680856,0.37171147755680856
1947,-0.26558213869383973,-0.26558213869383973
1948,0.7609342701474399,0.7609342701474399
1949,0.2945469655080324,0.2945469655080324
1950,0.09043017173210155,0.09043017173210155
1951,-0.0525633964552461,-0.0525633964552461
1952,0.38599813446728337,0.38599813446728337
1953,-0.4432032875195395,-0.4432032875195395
1954,0.24254317891643007,0.24254317891643007
1955,0.11844938286021411,0.11844938286021411
1956,-0.37042752005800317,-0.37042752005800317
1957,-0.015088133112348356,-0.015088133112348356
1958,-0.12222351901807665,-0.12222351901807665
1959,0.20423533174988207,0.20423533174988207
1960,-0.345422307593597,-0.345422307593597
1961,-0.5477380872473171,-0.5477380872473171
1962,-0.11700576136307306,-0.11700576136307306
1963,-2.4984188920366233,-2.4984188920366233
1964,-1.361491000185804,-1.361491000185804
1965,-0.8528492898643073,-0.8528492898643073
1966,-0.8969568704335471,-0.8969568704335471
1967,-0.7570696809110667,-0.7570696809110667
1968,-0.3442958891299278,-0.3442958891299278
1969,-0.2263183779831306,-0.2263183779831306
1970,-0.269237268623052,-0.269237268623052
1971,0.21640821385464026,0.21640821385464026
1972,-0.7110134231237604,-0.7110134231237604
1973,0.12114431541665216,0.12114431541665216
1974,0.014789539383843087,0.014789539383843087
1975,-0.7229578181167051,-0.7229578181167051
1976,-0.9504023712921325,-0.9504023712921325
1977,0.5262060239302682,0.5262060239302682
1978,0.34177610949516446,0.34177610949516446
1979,0.740494387291194,0.740494387291194
1980,0.42755093335547434,0.42755093335547434
1981,0.36206600232324826,0.36206600232324826
1982,-0.8397267757205189,-0.8397267757205189
1983,-1.6630167374148461,-1.6630167374148461
1984,0.05973303286791998,0.05973303286791998
1985,-0.0481441800148128,-0.0481441800148128
1986,0.13390676669131873,0.13390676669131873
1987,0.0011839261782375932,0.0011839261782375932
1988,-0.007044270394962471,-0.007044270394962471
1989,-0.8292333141705539,-0.8292333141705539
1990,0.6089084515191634,0.6089084515191634
1991,-0.08173063806582492,-0.08173063806582492
1992,-1.6009216003243174,-1.6009216003243174
1993,-1.1481442752577466,-1.1481442752577466
1994,-0.3326637223150495,-0.3326637223150495
1995,0.7073495280269024,0.7073495280269024
1996,0.885691686854851,0.885691686854851
1997,0.2793388280154345,0.2793388280154345
1998,0.002431407344382297,0.002431407344382297
1999,0.5027611078712313,0.5027611078712313
2000,0.24777233580453095,0.24777233580453095
2001,0.26167562265106437,0.26167562265106437
2002,0.08364230045130072,0.08364230045130072
2003,0.6040317484873294,0.6040317484873294
2004,0.36748643596378794,0.36748643596378794
2005,0.5161801591851947,0.5161801591851947
2006,-0.039929507854973956,-0.039929507854973956
2007,0.47873804444699797,0.47873804444699797
2008,0.6664246305429173,0.6664246305429173
2009,0.01123645482427138,0.01123645482427138
2010,0.5635078137343925,0.5635078137343925
2011,0.7439156667154656,0.7439156667154656
2012,0.2193501099588302,0.2193501099588302
2013,0.07370743035431815,0.07370743035431815
2014,1.1346446463669912,1.1346446463669912
2015,0.21955761767227377,0.47645935789983085
2016,-0.7000294745544775,-0.8982671653299601
2017,-0.5635340111922345,-0.038957571796656154
2018,0.4538396750864506,0.5776133313950913
2019,0.40893272385283064,0.5895206102485244
2020,-0.12283408541802299,-0.15699162200260197
2021,0.13967192962567498,-0.20304726287015962
2022,0.37635685115294626,0.9226748384071204
2023,0.8017536650584383,0.705908822642686
2024,0.16194761679834357,-0.674223831553223
2025,0.07306384689561263,0.7072841991743974
2026,0.19227757621462116,1.537535660811856
2027,0.7201506179121657,0.0513617327192506
2028,0.21421712855197006,-0.6369735598503801
2029,0.8267244943124745,0.9994819029086095
2030,0.7744826246320713,1.327084866975774
2031,-0.40539608619645007,0.3625560525271023
2032,1.2132558442206172,-0.4252878599184182
2033,1.4212251576743138,1.017455015680103
2034,0.6187104699078918,1.0164735832902942
2035,0.13526344459816197,0.09871817081472534
2036,-0.7847220242682313,1.0933349865544737
2037,1.1491189371369344,0.5675875759061428
2038,1.6907650257861668,0.893045728017893
2039,1.1297784391704755,0.8112180269432279
2040,0.9629848178781826,0.29074584324474184
2041,0.2691352357066039,0.7666988913409911
2042,1.0270172221217595,0.8130890350855373
2043,0.544760593960893,0.14445204221481012
2044,0.6434399361825469,1.2966555894036134
2045,1.5843604451835178,0.8849340825390586
2046,0.5648785032636483,0.8023195075385048
2047,0.43224903396548253,0.7077732129010785
2048,0.9117290181429558,-0.3695048261232632
2049,1.0542794739819605,0.8058844011495667
2050,0.5026254854665346,1.5146303706456377
2051,1.2355800707823201,0.37187763565762966
2052,1.2715069482218633,0.1452305563227747
2053,0.6779369331990059,0.8853844732765972
2054,1.0026472417422516,1.401218757396983
2055,0.9645662258152417,1.0766007859552094
2056,1.111300121053116,1.3733829301641691
2057,1.5493453314921286,0.7238139405517026
2058,1.0564566342496624,0.6789345291257334
2059,0.8479784076503929,0.6941326992958929
2060,1.1882326651660922,1.4225551017187046
2061,0.8998132572009903,0.5958832537327599
2062,1.7332809948359946,0.9212769243201357
2063,0.8002491339578652,0.9211880809404498
2064,0.3924388611155649,0.2966368271667541
2065,1.410510165745765,0.5038856601678194
2066,1.6255347017740807,1.142450246948858
2067,0.5384153811494414,0.8204252405006409
2068,1.3294448885929633,-0.13923647688254182
2069,1.911613895849765,1.6922231768933802
2070,0.10067767228063573,0.855987979542908
2071,1.5471876003003668,-0.14395171516216365
2072,1.545074019850123,1.9881148302041485
2073,1.077952662559368,0.6759535728983401
2074,0.006426648751296504,0.7820025609512005
2075,1.8494747590675011,1.1218742719596762
2076,2.133099245819979,1.5369212481141128
2077,1.4422876102006716,0.833157760949141
2078,0.4807879899261964,-0.28959429112331403
2079,2.331977268091343,1.4527303152652218
2080,2.1811999699328277,1.7653950144077006
2081,1.638862782005572,0.8399895839537761
2082,0.7050419934621068,0.968938065315867
2083,0.8937895346813844,1.408226810205436
2084,0.9563857960683144,1.4927821589729602
2085,0.41303087981401543,1.2359592552737606
2086,1.110293193144912,0.332690935746248
2087,1.2423572196438268,1.383603062378958
2088,0.42021125914020097,0.8670003823889614
2089,-0.6925651991353252,0.9656903061645821
2090,1.4621589322937965,0.6473741269511333
2091,1.991577341099111,0.50951651495956
2092,0.9739567338693345,0.9249265241614149
2093,-0.2249167105269354,0.8775387364694538
2094,1.3891866732604488,0.5272903843118666
2095,1.6973925862061225,-0.4387787712751585
2096,1.3533958039062348,1.4370234471467018
2097,1.2802939568400262,1.4818951421038689
2098,0.8319553695294193,1.0445058474416271
2099,1.2740485199583418,0.8233586837104232
2100,1.6635156752631772,0.5373366860768645
