year,ssp585,ssp245
1850,0.1962952680935954,0.1962952680935954
1851,0.8773534290942063,0.8773534290942063
1852,0.21313270155072145,0.21313270155072145
1853,0.6235119998425588,0.6235119998425588
1854,0.12061941310099307,0.12061941310099307
1855,0.016480567889650688,0.016480567889650688
1856,0.5066336779857894,0.5066336779857894
1857,-0.1167030221529694,-0.1167030221529694
1858,0.3455001661008469,0.3455001661008469
1859,0.1250058181975488,0.1250058181975488
1860,-0.0727610865274948,-0.0727610865274948
1861,-0.30135019888293413,-0.30135019888293413
1862,-1.2602886020936044,-1.2602886020936044
1863,-0.10581938571360344,-0.10581938571360344
1864,0.5122506663797988,0.5122506663797988
1865,0.16907083426703737,0.16907083426703737
1866,-0.2963268139757158,-0.2963268139757158
1867,-0.3989259910568018,-0.3989259910568018
1868,0.5693808372547033,0.5693808372547033
1869,0.3074423233022815,0.3074423233022815
1870,-0.435984225971197,-0.435984225971197
1871,0.8818935571168254,0.8818935571168254
1872,0.10270873068606132,0.10270873068606132
1873,-0.7919720288852018,-0.7919720288852018
1874,0.19476632480498263,0.19476632480498263
1875,0.29570924081392125,0.29570924081392125
1876,0.7439599787318352,0.7439599787318352
1877,0.05930348152720501,0.05930348152720501
1878,-0.1989511309670267,-0.1989511309670267
1879,-0.24823252611232138,-0.24823252611232138
1880,0.23825283425802593,0.23825283425802593
1881,-0.13980893216858814,-0.13980893216858814
1882,0.21690133894913716,0.21690133894913716
1883,-1.3181327486449925,-1.3181327486449925
1884,-2.5932676372063668,-2.5932676372063668
1885,-0.9570559061945302,-0.9570559061945302
1886,-0.40748768091770093,-0.40748768091770093
1887,-0.1017689143931006,-0.1017689143931006
1888,-0.4005150670799083,-0.4005150670799083
1889,0.3311616997909439,0.3311616997909439
1890,-0.373753153607462,-0.373753153607462
1891,0.13036665268122108,0.13036665268122108
1892,-0.33087456951816346,-0.33087456951816346
1893,0.32926468243048723,0.32926468243048723
1894,0.5557221783427051,0.5557221783427051
1895,-0.00909024917966314,-0.00909024917966314
1896,0.164729085126324,0.164729085126324
1897,0.27651054485603355,0.27651054485603355
1898,0.5302098612119027,0.5302098612119027
1899,-0.09379894309583503,-0.09379894309583503
1900,0.04486636505638958,0.04486636505638958
1901,-0.5971852068022305,-0.5971852068022305
1902,-0.5950239522193231,-0.5950239522193231
1903,-1.205248573998347,-1.205248573998347
1904,-0.6096161697004969,-0.6096161697004969
1905,-0.5677161483882233,-0.5677161483882233
1906,-0.06176515970263588,-0.06176515970263588
1907,-0.4656318027644104,-0.4656318027644104
1908,-0.2606803414472286,-0.2606803414472286
1909,0.19339842483087732,0.19339842483087732
1910,-0.036735156458802765,-0.036735156458802765
1911,-1.1949552365615967,-1.1949552365615967
1912,-0.09908968778728097,-0.09908968778728097
1913,0.24128158515543763,0.24128158515543763
1914,-0.09054872593120655,-0.09054872593120655
1915,0.028276761575548925,0.028276761575548925
1916,0.6228720509012082,0.6228720509012082
1917,0.1622019687867184,0.1622019687867184
1918,0.6918277366047014,0.6918277366047014
1919,0.6658386395632516,0.6658386395632516
1920,0.768169240131198,0.768169240131198
1921,-0.020549015786319846,-0.020549015786319846
1922,0.12573642360916598,0.12573642360916598
1923,0.008148643656417542,0.008148643656417542
1924,0.2983979385575526,0.2983979385575526
1925,0.1542139936187364,0.1542139936187364
1926,0.4444798326430363,0.4444798326430363
