year,ssp585,ssp245,ssp370,ssp126,ssp119
1850,0.2743375619853505,0.13394279423103622,0.2038533254949314,0.2743375619853505,-0.0957916048182036
1851,-0.101973015728256,0.08358230670128267,-0.07802169726575268,-0.101973015728256,0.339966670107534
1852,0.09845756632857076,0.1293808284674525,0.13127871125167448,0.09845756632857076,0.12840814858421226
1853,0.5379722800121906,0.3100033267792016,0.4829963756332252,0.5379722800121904,0.0844987109078854
1854,0.35568657295054307,0.23493895880804713,0.2260460142416071,0.35568657295054307,-0.18356948468548645
1855,-0.15747640631840226,-0.01420661630113701,-0.11369114725990344,-0.15747640631840226,-0.5209210656424484
1856,-0.05343467350043124,-0.0961062899907994,-0.13429952722343264,-0.05343467350043127,-0.4419621762533324
1857,-0.1378787560211581,-0.12279522468900786,-0.26128815964028584,-0.1378787560211581,-0.3141393826755543
1858,-0.1367401375693087,0.03311396925910322,-0.047476733040952644,-0.1367401375693087,0.3320269090975806
1859,0.22763837920537852,0.27336327783669656,0.3515468831991147,0.22763837920537852,0.40549986139263894
1860,-0.2931603709787573,-0.11162377229768301,-0.15110755253034444,-0.2931603709787573,-0.18653060195019766
1861,-0.8967174549526403,-0.6980168329889032,-0.8793791121813683,-0.8967174549526401,-0.7855953184367209
1862,-0.49826960398576214,-0.4711439517452807,-0.5665398821255696,-0.49826960398576214,-0.546769897937887
1863,-0.09625472712634414,0.005856604922942529,-0.06436827303137284,-0.09625472712634414,0.08874038882339415
1864,-0.07618646837478524,-0.02165834198775088,-0.03610886222602927,-0.07618646837478521,0.06935911417666915
1865,0.10310595274128606,0.27094530058002225,0.07820894532693592,0.10310595274128606,-0.10628449606727786
1866,0.03593093758452541,0.1287504569170569,0.04897947823975993,0.03593093758452541,0.1121684751733572
1867,0.0353299493456154,0.02583969609647012,0.11668357937362062,0.03532994934561538,0.4456466919156484
1868,-0.05368148536498966,0.14217498718768284,0.007695130188713081,-0.05368148536498965,0.21802367969021408
1869,0.19082846857119515,0.2839590490274541,0.23723361103716017,0.1908284685711952,0.34019518967715123
1870,-0.00017610583499794857,0.10404502897578402,-0.008786052256019042,-0.00017610583499794163,-0.2693666324264537
1871,-0.06788304971000435,0.13835345088390144,0.006730330508133708,-0.06788304971000436,-0.09175243666701886
1872,0.09779819971418913,0.09735803873914717,0.12684519816965398,0.09779819971418913,0.31314809143355476
1873,-0.26150658121126735,-0.09403564073992793,-0.25468308670320144,-0.26150658121126735,-0.6120359599744735
1874,-0.15280151629174402,0.04683925696888473,-0.07643133350020791,-0.15280151629174402,-0.029050639293543873
1875,0.15168283035188726,0.11718327767226755,0.1229610812857356,0.15168283035188726,0.20749972644840212
