year,ssp585,ssp245,ssp370,ssp126
1850,-0.0375193603966001,-0.0375193603966001,-0.0375193603966001,-0.0375193603966001
1851,0.4164455594143541,0.4164455594143541,0.4164455594143541,0.4164455594143541
1852,0.11130013666741342,0.11130013666741342,0.11130013666741342,0.11130013666741342
1853,-0.28378472097188956,-0.28378472097188956,-0.28378472097188956,-0.28378472097188956
1854,-1.0222593180606898,-1.0222593180606898,-1.0222593180606898,-1.0222593180606898
1855,0.6447442573448117,0.6447442573448117,0.6447442573448117,0.6447442573448117
1856,0.5981053799470436,0.5981053799470436,0.5981053799470436,0.5981053799470436
1857,0.14375610092832858,0.14375610092832858,0.14375610092832858,0.14375610092832858
1858,-0.30656349277356365,-0.30656349277356365,-0.30656349277356365,-0.30656349277356365
1859,0.6818724721613354,0.6818724721613354,0.6818724721613354,0.6818724721613354
1860,0.16866395113035398,0.16866395113035398,0.16866395113035398,0.16866395113035398
1861,-0.20108103708197883,-0.20108103708197883,-0.20108103708197883,-0.20108103708197883
1862,-0.6698662182887368,-0.6698662182887368,-0.6698662182887368,-0.6698662182887368
1863,0.20186407345220048,0.20186407345220048,0.20186407345220048,0.20186407345220048
1864,-0.2046962953883335,-0.2046962953883335,-0.2046962953883335,-0.2046962953883335
1865,-0.07843342381403087,-0.07843342381403087,-0.07843342381403087,-0.07843342381403087
1866,-0.26560254470018,-0.26560254470018,-0.26560254470018,-0.26560254470018
1867,0.013375723396575764,0.013375723396575764,0.013375723396575764,0.013375723396575764
1868,0.13016500396867453,0.13016500396867453,0.13016500396867453,0.13016500396867453
1869,0.5785389140389842,0.5785389140389842,0.5785389140389842,0.5785389140389842
1870,0.607212762789229,0.607212762789229,0.607212762789229,0.607212762789229
1871,0.01816098640640365,0.01816098640640365,0.01816098640640365,0.01816098640640365
1872,0.09948333653419186,0.09948333653419186,0.09948333653419186,0.09948333653419186
1873,-0.19669732244651345,-0.19669732244651345,-0.19669732244651345,-0.19669732244651345
1874,-0.08053323513358508,-0.08053323513358508,-0.08053323513358508,-0.08053323513358508
1875,0.03289675280065228,0.03289675280065228,0.03289675280065228,0.03289675280065228
1876,-0.08187846938287813,-0.08187846938287813,-0.08187846938287813,-0.08187846938287813
1877,-0.09629790113340758,-0.09629790113340758,-0.09629790113340758,-0.09629790113340758
1878,0.11167923261584364,0.11167923261584364,0.11167923261584364,0.11167923261584364
1879,-0.24858923177455744,-0.24858923177455744,-0.24858923177455744,-0.24858923177455744
1880,0.2131888206470796,0.2131888206470796,0.2131888206470796,0.2131888206470796
1881,0.2917375104903015,0.2917375104903015,0.2917375104903015,0.2917375104903015
1882,-0.9082034555966407,-0.9082034555966407,-0.9082034555966407,-0.9082034555966407
1883,-0.4356321079277712,-0.4356321079277712,-0.4356321079277712,-0.4356321079277712
1884,-1.8093747372562026,-1.8093747372562026,-1.8093747372562026,-1.8093747372562026
1885,-2.3323119833599755,-2.3323119833599755,-2.3323119833599755,-2.3323119833599755
1886,-0.31943775061880153,-0.31943775061880153,-0.31943775061880153,-0.31943775061880153
1887,0.17643629135885475,0.17643629135885475,0.17643629135885475,0.17643629135885475
1888,-0.7907111428113348,-0.7907111428113348,-0.7907111428113348,-0.7907111428113348
1889,-0.33478322452769527,-0.33478322452769527,-0.33478322452769527,-0.33478322452769527
