year,ssp126,ssp245,ssp585
1850,0.441140744096708,0.08239173739689307,0.09921374337022511
1851,0.4394379494110511,0.31687969324099036,0.28222036629684955
1852,-0.2502183873986437,-0.1935816028567134,-0.1310739780994417
1853,-0.6085831334770432,-0.05675118858632193,-0.13593534596509219
1854,0.2892564700567444,0.05719152413395529,0.007142816701681674
1855,0.12279568891097549,-0.056053024210466845,0.007057707846175966
1856,-0.022107471036692024,-0.04808273745803873,-0.05138971461448323
1857,-0.022289727552478128,0.030578741533403196,0.005401302644581756
1858,-0.01803663665005055,0.21364632169020528,0.11961862249408632
1859,0.17612137627679564,0.07086877532156756,0.10975372153241579
1860,0.061035436861725974,-0.0778715716389338,0.02792183171986541
1861,-0.5917833093706183,-0.43797124006755234,-0.4938203425900655
1862,-0.6095231075868267,-0.772932303568389,-0.7384086406559394
1863,-0.20838844580035243,-0.2227230235690523,-0.21216655077740246
1864,0.15018022840426304,-0.03485373539530944,-0.06852969619325432
1865,0.11942595970322531,-0.005703164624826833,-0.008028401266382747
1866,0.029618953721603232,-0.13471074768143085,-0.22803926513715633
1867,-0.08659335324548345,-0.13066551186009057,-0.19177625709838025
1868,0.2010510575151744,0.05087909448316133,0.051294577700023755
1869,0.4056898313772484,-0.050279428676539284,-0.22156744361269376
1870,-0.21749968807731418,-0.06808325060081794,-0.0915391453429148
1871,-0.1622054028963335,-0.2762365175027618,-0.2823239666579377
1872,-0.5492921395954085,-0.2887453694767395,-0.29204417499224716
1873,-0.26466322390059205,-0.0906536672348132,-0.11237531934367156
1874,0.03378942530126994,-0.3436058803484664,-0.2609074249014323
1875,0.05578553654824796,-0.2963244673940278,-0.47454464979433775
1876,-0.26043726592743255,0.1845959670478084,0.039839583191053046
1877,0.13240780691841883,-0.03826072260046917,-0.008402656019001545
1878,-0.23301557911927523,-0.1727185219022403,-0.1790937438859057
1879,-0.17641222766851522,-0.40180651840914183,-0.5720026197701907
1880,-0.2353362617782957,0.10995239736552352,0.1497165556303945
1881,-0.2049086920911805,-0.2535852990671327,-0.21330763644244455
1882,-0.06268942034507805,-0.10595529650635603,-0.03378238564927995
1883,-0.8677813056996975,-0.8774422890353333,-0.8650250311259717
1884,-2.3241340213019512,-2.1766644954254057,-2.180903769388046
1885,-0.5916786820178594,-0.946495712005582,-0.9536390100201141
1886,-0.40712192466849545,-0.37797896747004067,-0.3724498946999759
1887,-0.22055769515321172,-0.3340907437895626,-0.16620104685978604
1888,-0.09720067037887344,-0.10315412831114636,-0.17948779928598535
1889,0.11356507730875359,0.013829072719768354,0.012530960766602484
1890,-0.11476790530791538,-0.47172099500554,-0.48342580231687493
1891,-0.6881512001249701,-0.46803587244497147,-0.3995488015436022
1892,-0.3795752417288568,-0.21716208083839214,-0.1934040913998494
1893,-0.0627117342840888,-0.2428872437742292,-0.2306489263796388
1894,-0.03653675605621279,-0.11631649802950565,-0.13187147812065833
1895,0.14230167610058791,-0.16020056529036167,-0.17545304141688817
1896,-0.01913015360403389,-0.13619549799327385,-0.1058050172918813
1897,-0.6838914584453597,-0.3599271038692222,-0.37685914559257483
1898,-0.4409283889291833,-0.34719953212087196,-0.40922290646984627
1899,-0.20887643482801294,-0.27585838701187904,-0.27504035404229626
1900,-0.313750918152375,-0.18530967221170186,-0.1461037746971841
1901,-0.47194735454580394,-0.498478273623552,-0.5643999891232074
1902,-0.7159244069943526,-0.8601011543712197,-0.6397521110313681
1903,-1.0611717426050162,-0.8304801169074423,-0.8035876441798189
1904,-0.5810247955086112,-0.7147915033760194,-0.7275624813448708
1905,-0.047147029248068295,-0.4697079726342156,-0.5071263704134511
1906,-0.40330704755798563,-0.3846219367143186,-0.3315800677836786
1907,-0.5728754685077266,-0.3625216247373161,-0.31017373352922334
1908,-0.7443234847988622,-0.3098333862022444,-0.404547932449243
1909,0.20149413438640157,-0.4026243686235498,-0.4313506156161919
1910,-0.18829753439807442,-0.24094226257961443,-0.33397571188291236
1911,-0.7283751884027079,-0.6293370925594157,-0.5085038598544351
1912,-0.9176988568878749,-1.037351206976503,-1.0073188011259036
1913,-0.8979352343728935,-0.7372379692480255,-0.8517213219643422
1914,-1.3801609843943494,-0.6455642613417116,-0.6239910624711786
1915,-0.382114702640232,-0.38040474125483703,-0.3551887516545204
1916,-0.6246942673549039,-0.1705314180128884,-0.17309608920479652
1917,-0.2600677118233126,-0.40805807461763666,-0.30166289892860193
1918,-0.14589362602887074,-0.5205669676686966,-0.48995171755953687
1919,-0.5553067959537455,-0.257065869816249,-0.28073761286543164
1920,-0.8626997986619462,-0.5655533581034076,-0.5697271762935179
1921,-0.25013535263807934,-0.36475923569196167,-0.3091403828197492
1922,-0.613967824003723,-0.4895674147071971,-0.48406810753561436
1923,0.08898720749220285,-0.5280323651562547,-0.4179437224034402
1924,-1.0461025894287959,-0.5190466550167941,-0.6424770870830994
1925,-0.5935970488283921,-0.4740941545729502,-0.48262547314034976
1926,-0.4724601191126182,-0.3533594792754053,-0.24987947072300343
1927,-0.455294476898461,-0.22360251722208394,-0.26941318242678886
1928,-0.6623511344363554,-0.3338183548920872,-0.37456704598056945
1929,-1.1699810857733635,-0.9092308644599587,-0.8863406426401557
1930,-0.31027695486536055,-0.31181905076217864,-0.2186382328746243
1931,-0.05855768782737186,-0.46424643806521015,-0.389339991953525
1932,-0.6530413500948236,-0.32351842305998746,-0.34661365868526095
1933,-0.1450557338721083,-0.26742987951774955,-0.26912187957210254
1934,-0.3969555683602822,-0.42706762715711455,-0.4068356059304312
1935,-0.6728071143024954,-0.6272144589984436,-0.5995311854297696
1936,-0.07926543807484282,-0.35044002730246504,-0.4322261856205782
1937,-0.2646264719342812,-0.23791621713558586,-0.34398077999139876
1938,-0.35909606981454417,-0.39854099342054883,-0.41748038943212074
1939,-0.5259288047999283,-0.36292240261229763,-0.3374287459506623
1940,-0.8767238043421633,-0.4818255001041092,-0.4844142663265396
1941,-0.9877079583360526,-0.610572676828291,-0.6612666664351933
1942,-1.1439912375709644,-0.4727159113559416,-0.5443297867351832
1943,-0.32806148650441247,-0.708162025045713,-0.5730705431911509
1944,-0.7076384025391642,-0.5043257343627147,-0.42578830660828604
1945,-0.5010981957701348,-0.22683913069222988,-0.2796323880537419
1946,-0.04341155112258699,-0.40578547085727446,-0.42464710133152594
1947,-0.42788078459821854,-0.5109018543113985,-0.49582316996209796
1948,-0.4879467190272556,-0.6788379822999168,-0.6511808713907372
1949,-0.2936444128373757,-0.3867241776031171,-0.37141431361942945
1950,-0.6423883777458863,-0.4795221589751308,-0.378411535811104
1951,-0.19406986710869922,-0.4697406977913019,-0.44845853079755776
1952,-0.12995676236604836,-0.582898699045844,-0.5557422253494855
1953,-0.6711241657881901,-0.6321028457229279,-0.6534556871859387
1954,-1.0615827864558574,-0.9935245901093517,-0.8797399440745194
1955,-0.2516669969437858,-0.46235580514881625,-0.5257648087177684
1956,-0.34200612055315627,-0.5728166978040231,-0.6178335915576127
1957,-0.8814352421227141,-0.5786710084436649,-0.5638583818611586
1958,-0.9487973892702277,-0.7235766218053149,-0.6406943717705317
1959,-0.2515121725709993,-0.8300874359530181,-0.6901135403724497
1960,-0.9446782217550166,-0.6723109025929946,-0.6230176285802548
1961,-1.1955497559138357,-1.017927318706215,-1.1861821837890205
1962,-1.300934254001945,-0.8996017829598146,-0.909098268443784
1963,-2.236698612491124,-1.9160458615669296,-2.0513009261810717
1964,-1.4881208470939358,-1.5581319015421216,-1.5543764365711532
1965,-1.3154862121052973,-1.2308108492480765,-1.1840966805489241
1966,-0.7595745220220442,-0.8607510404260419,-0.8870891822226403
1967,-1.2128924201147802,-1.1868017833118896,-1.1220716620045323
1968,-0.6525290225622514,-0.8841121412000951,-0.8384981927136789
1969,-1.3685852635762383,-0.8037828844199494,-0.7829521667221038
1970,-0.7074707760120788,-1.0284306685228746,-1.025114195913335
1971,-0.8161085473584644,-1.0590233932931172,-1.0873686566719638
1972,-0.9502014407514838,-1.0844931811544234,-0.9841943993832847
1973,-1.4107829492168606,-1.0704634921706577,-1.1019251071278466
1974,-0.832114352911177,-1.2521604312020544,-1.3008336096034794
1975,-1.4320713889590235,-1.3178030873038107,-1.1819180068820414
1976,-1.0911609047429298,-1.07259408322845,-1.112699766916295
1977,-0.7998426956696748,-0.6859638496969687,-0.735134067610424
1978,-1.173360009279316,-0.9291928713934735,-0.9289301871912177
1979,-0.6058732575803738,-0.630752940540739,-0.7009846736681844
1980,-0.9764918351453339,-0.7146021228784755,-0.6233319222030997
1981,-1.0473034400366201,-0.9694327928340521,-0.9638235883308639
1982,-1.5023783027832678,-1.3144053721910183,-1.3596064927186289
1983,-1.4640256792853783,-1.4683629541472887,-1.5751679191916335
1984,-1.6082060469995891,-1.3161551891969672,-1.349751244168799
1985,-0.8735410757532731,-1.0010852955115188,-1.0284592276337776
1986,-1.1756979524818847,-1.0578924818489523,-1.1421803526814476
1987,-0.9693684832329766,-0.922962743806467,-0.9423527765043432
1988,-0.7551840225991053,-0.6380368065938955,-0.6929321244641148
1989,-0.4829815012716637,-0.6512727946275797,-0.6384402486816643
1990,-0.24532110428826304,-0.6313521631859186,-0.6150122936295457
1991,-1.9276889153928516,-1.696601055911606,-1.609717696841519
1992,-2.641446561983588,-2.4798085767014753,-2.45595320998453
1993,-1.9473235235289117,-1.5813400673097262,-1.6547548732344384
1994,-0.6490637912033629,-0.7095085451570237,-0.7370725934689268
1995,-0.40828931419606695,-0.5879625640188324,-0.5248777968814855
1996,-0.4081085323784647,-0.6521460346158776,-0.6404079247807282
1997,-0.5169925383486411,-0.4396947466849229,-0.42093601300163264
1998,-0.3547399758958334,-0.5885562096466468,-0.5066992399592578
1999,-0.30062169318187926,-0.3252852353735003,-0.35635097945419414
2000,-0.41328818083106045,-0.34387137897482867,-0.3967398710759371
2001,-0.38208731777788985,-0.459464689328724,-0.39666496477191915
2002,-0.9038997059269966,-0.705814741299301,-0.6885771952700712
2003,0.05173478184399016,-0.23918626994494852,-0.34248296477930573
2004,-0.027750904427822132,-0.3559723363807621,-0.2897623539938259
2005,0.02044760596459838,-0.3224703748111044,-0.3688249495048481
2006,-0.5319333663388326,-0.3935861032337544,-0.39623175153065504
2007,-1.1468374278681197,-0.6879663392408868,-0.7164313705336149
2008,0.2291270625030637,-0.33780104691376933,-0.2546696611250552
2009,-0.31064486747180875,-0.44719740273179287,-0.5291939971670139
2010,-0.028215772262401462,-0.098450319709116,-0.05155616577406508
2011,-0.6328790640240405,-0.3941614913197906,-0.45906655432088184
2012,-0.5491403279442972,-0.2745601378615157,-0.3056818380673938
2013,0.5699679752303015,-0.28024460942080665,-0.29264595962470996
2014,-0.2639634116461902,-0.08213177198613586,-0.09815095026514808
2015,-0.14846865951931187,-0.341715872651865,-0.2325903392399844
2016,-0.25569653308210794,-0.13678555929771852,0.037252730337145046
2017,0.3978588058971959,-0.11720633135002045,-0.08849137177203703
2018,-0.14119187467296035,-0.35889066208705334,0.031001030192216117
2019,-0.260095214825929,0.08871933046436542,-0.14345377085294997
2020,0.06411524196583951,-0.0712503547159149,-0.31800921663445036
2021,0.15027516540188612,-0.05056698853711428,0.14548367827876962
2022,-0.05070348229138588,-0.1601354087650817,0.14270878957513444
2023,-0.28051633451949654,0.028739994705022642,0.11415605592856082
2024,0.49273925523911366,-0.003142588423701742,-0.10647834598949446
2025,0.5819609972185757,0.07879163074664408,0.004132962921096439
2026,0.1828762104866306,-0.06318866116112076,0.14400665113375943
2027,-0.19927135623574532,0.04360789507537444,0.1324194639049998
2028,-0.15601382448264456,-0.053686183060133175,0.15891444995181558
2029,0.07918431749308885,0.05339303022381392,-0.08327868402491312
2030,0.2254554285102066,-0.02562398348609607,-0.08579864850830798
2031,0.1265314468305343,-0.0026693958202792523,0.32991969778803343
2032,-0.30538676986091007,-0.03649819229351037,0.28097396291404975
2033,0.046763578822667906,-0.04361749073737764,0.06518124576483153
2034,0.31537098818289877,0.03852090162749455,0.20599500998093534
2035,-0.2968544812158198,0.21583541686683905,0.4608995045896842
2036,0.1925445149806566,0.06705512871522856,0.48215719242473787
2037,-0.4415030222207612,0.1323766961748305,0.21941926266778244
2038,0.5501822045712905,0.10752531668932885,0.3597833272234947
2039,-0.3328597030090412,0.22177920610299218,0.3919138133170259
2040,-0.15023080995704152,0.09560317496511006,0.0870868238432907
2041,0.030922271398302836,0.21380906517282483,0.12728957228322235
2042,0.20972893670740156,0.3301732245769169,0.2513738743288978
2043,0.06311636588829606,0.17202316623873992,0.3373717984931499
2044,-0.05487912399821493,0.09629077706665834,0.3744970824389946
2045,0.43430833292010496,0.30783112433430704,0.31020716988132246
2046,0.585512446179155,0.022312523798576844,0.25201049047836666
2047,0.14180135795295934,0.25525965120914407,0.5357189760108967
2048,0.38810381777348235,0.4953942200968551,0.5455397488016658
2049,0.6152250183052819,0.3255337574315642,0.26315496422717244
2050,0.5387150857641232,0.07478447224838103,0.7576058581447231
2051,-0.20023787926539605,0.3385467262778974,0.28573577496797675
2052,0.05279997064548558,0.32412134941186244,0.26828126554283394
2053,0.460420208997685,0.3871437088890253,0.6240038292846597
2054,0.28762326077984435,0.4209083285999151,0.654720289379453
2055,0.049525077906404036,0.26765972665265503,0.4333258283443735
2056,0.2246628764062053,0.3685938144534746,0.5005077438114958
2057,0.4611666742307934,0.2984766609020575,0.2563079852969725
2058,0.02401951641277389,0.2547413224923587,0.680300168963849
2059,-0.18118476161631492,0.5818232357972146,0.5159855405532765
2060,0.4745225653202443,0.4967441246420736,0.28809622477714836
2061,0.6263088488214894,0.37618264809369606,0.8385707467118744
2062,0.7048045168107784,0.40477790521876367,0.6234697800154541
2063,0.08303500383510132,0.5634427608513497,0.41394911258524036
2064,0.337948981695424,0.36589952383808555,0.34236333970623356
2065,0.2760314336019305,0.16781896203857016,0.6693852297641234
2066,0.04635047025232941,0.5612182114960205,0.4615030991463218
2067,0.48416322085335883,0.5320468060060115,0.514321681155133
2068,0.6356669624809208,0.27831225437376395,0.6675212919234639
2069,-0.14320558055992239,0.3952428980027878,0.39477720902422764
2070,0.49146432785341254,0.4715368525210035,0.726274183775991
2071,0.08432507977073955,0.43291208482016685,0.5366489501464216
2072,0.7786396318378235,0.4799857657844111,0.6435693037477082
2073,0.12701955787555397,0.22126465489783165,0.7155503803429415
2074,0.013207538211457592,0.328339984223331,0.5663049228605068
2075,0.3607931469695562,0.3584745181028257,0.2606053718271797
2076,-0.10707505402992146,0.25939812289835285,0.5971417322088808
2077,0.14432486539827272,0.22445090363865994,0.645247231048339
2078,-0.07570682773876847,0.38610557142906377,0.5757855030476549
2079,0.48811600899438146,0.26555440225947713,0.9236450972513852
2080,0.7160122834713984,0.23291235453976533,0.9696118402331484
2081,0.44237426688695836,0.4998488914885888,0.7103424864785488
2082,-0.0814066153378259,0.5146786371560736,0.6327569214043978
2083,0.2829014483320127,0.3504491791067874,0.8310255433180824
2084,0.27925237693732896,0.22639825527032276,0.9544151379460732
2085,0.04690838027663391,0.44423771090561637,0.7340401419530718
2086,0.5525654108188585,0.43675437858027877,0.7891534566928842
2087,0.1566385380491222,0.41504082474260784,0.971936498772811
2088,0.3566027441169215,0.3005508256467708,0.8616681172022957
2089,0.29638066180065836,0.4737212725954185,0.8965684131999492
2090,-0.22490602435535134,0.1620500667367022,1.0028989974952003
2091,0.3773327722045847,0.4865523875319946,0.9808321804079547
2092,0.4099137273478668,0.6083194883039074,1.0312153120974488
2093,0.17592535631076123,0.32976419326526774,1.0072543867331367
2094,0.11883317902972834,0.27288153293426376,0.6442691576801449
2095,0.43411265419909517,0.4117453686879431,0.9096439527049363
2096,0.009367471606749334,0.3705666720233527,1.1155770004619745
2097,-0.0017091039168319888,0.3689211653225666,0.8041424798144146
2098,0.6510261754600459,0.656717359680969,0.979805754670366
2099,0.3601051282893981,0.3713551896371916,1.10943238660633
2100,0.6446878360162493,0.1675312386735781,1.0762048803171336
