year,ssp245,ssp585
1850,0.6051269768521582,0.6051269768521582
1851,0.1425129132799141,0.1425129132799141
1852,-0.2713958523748704,-0.2713958523748704
1853,0.7307758927304947,0.7307758927304947
1854,0.30120970569493494,0.30120970569493494
1855,-0.14297634828826478,-0.14297634828826478
1856,-0.13247945081236948,-0.13247945081236948
1857,0.5645937154774071,0.5645937154774071
1858,-0.0859999781767708,-0.0859999781767708
1859,-0.25165088222694815,-0.25165088222694815
1860,-0.17112228215108521,-0.17112228215108521
1861,-0.8404240457089768,-0.8404240457089768
1862,-0.9300260502556147,-0.9300260502556147
1863,-0.3275798210072091,-0.3275798210072091
1864,0.42383244895810074,0.42383244895810074
1865,0.4201052917122723,0.4201052917122723
1866,0.030794818077289912,0.030794818077289912
1867,-0.28441273923310223,-0.28441273923310223
1868,-0.27682125521372347,-0.27682125521372347
1869,0.02376425441798645,0.02376425441798645
1870,0.5584545552268719,0.5584545552268719
1871,0.008596243462555497,0.008596243462555497
1872,-0.07088952163531637,-0.07088952163531637
1873,-0.9648914026730313,-0.9648914026730313
1874,0.389908996438924,0.389908996438924
1875,0.49704647974721844,0.49704647974721844
1876,-0.43405190591903775,-0.43405190591903775
1877,-0.8068800533323708,-0.8068800533323708
1878,0.011903017066144328,0.011903017066144328
1879,-0.019114060634681185,-0.019114060634681185
1880,0.18910828259608692,0.18910828259608692
1881,0.005044746612450107,0.005044746612450107
1882,0.596168428293677,0.596168428293677
1883,-0.9798077565151728,-0.9798077565151728
1884,-2.3084406974553024,-2.3084406974553024
1885,-0.6897039493863374,-0.6897039493863374
1886,0.07009216953046188,0.07009216953046188
1887,-0.42180892323299374,-0.42180892323299374
1888,0.20802833053081474,0.20802833053081474
1889,0.1856142697168789,0.1856142697168789
1890,0.1464770316092486,0.1464770316092486
1891,-0.7489245834109265,-0.7489245834109265
1892,-0.20675796323525297,-0.20675796323525297
1893,-0.13984665633919569,-0.13984665633919569
1894,0.32115552875536346,0.32115552875536346
1895,0.060166677806268914,0.060166677806268914
1896,-0.10417299565751711,-0.10417299565751711
1897,0.23584203451710736,0.23584203451710736
1898,0.31106194611147864,0.31106194611147864
1899,0.419079435486317,0.419079435486317
1900,1.086030388334606,1.086030388334606
1901,-0.21997349192012255,-0.21997349192012255
1902,-0.2559607649531935,-0.2559607649531935
1903,-1.0577994791992655,-1.0577994791992655
1904,-0.8756491513049017,-0.8756491513049017
