year,ssp585,ssp245,ssp370,ssp126,ssp119
1850,-0.059693306234984436,0.005450488477711626,-0.03659292290051416,-0.07436337643106522,0.09126859640132666
1851,0.04823273848543183,0.10556035512093108,0.055068004118691366,0.0833964621265479,0.013164821543138866
1852,0.04403699976968491,0.04110411830981239,-0.004825703987729097,0.07892081695291084,-0.1360734439651477
1853,-0.0470944048763558,0.06058276752682714,0.14092845923351688,-0.0666336609982226,-0.12141995201952252
1854,-0.038651312142546045,0.13344734559609453,0.12229144146193574,-0.03018865134322617,0.043203361502890926
1855,0.14156203663214634,0.17165415260522274,0.06017302747857227,0.08400157689010161,0.2896663588554751
1856,0.14760413908404538,0.048409409622221455,0.00879434579599354,0.14710282845242514,0.15622368735451636
1857,-0.05187545661094943,0.005047952796516965,-0.03436908048652744,-0.028773380662154395,-0.11706203440207523
1858,-0.11266081344980752,0.012572015375244432,-0.027048909383384324,-0.13543847334384906,-0.03638112811049106
1859,0.11050791352081282,0.18712806391464365,0.16488837412176324,0.0571275591128498,0.23306566881223126
1860,-0.009032330677659909,0.08990107055746266,0.0716071963696683,0.060139541046347306,-0.030624117668416544
1861,-0.6306687117369659,-0.6535061239418183,-0.7265873692836813,-0.5231906327116955,-0.7653734412238091
1862,-0.32015606753176296,-0.4737636184725549,-0.41749698468533347,-0.3327316895659469,-0.28593776005583266
1863,0.044804855562811066,0.06794375214108499,-0.006142932647945951,0.06981389652055292,-0.05468142075596834
1864,0.062181507824557905,0.15668414302928513,0.14413394138397867,0.08994555034104758,-0.023802049133320416
1865,-0.0047077683578052795,0.029822529389313658,-0.009765644068705337,-0.04658878326526724,-0.05341591771833881
1866,0.27624764684891623,0.12152102186753844,0.15351867980423364,0.2213144297398073,0.3653813015113742
1867,0.20009769798938148,0.04375267241560314,0.03254453064989683,0.2167270101880131,0.11218524913945858
1868,0.21290639642925951,0.2523793735114637,0.22196128682157634,0.24723538409157053,0.045020737328433785
1869,-0.05264982220835224,0.13385131306913844,0.08865516043722348,-0.0039029693593987183,0.01558543771279984
1870,-0.1127003034239585,-0.02227504254515148,-0.019375918573166083,-0.04983377953287538,-0.09835951128884438
1871,-0.03134602091654435,-0.007070360279242918,0.0665049842224403,-0.042110393564357945,-0.06936063539697633
1872,0.21592720761590922,0.19610223249057646,0.2642227876149611,0.1785454289569438,0.1572620335449541
1873,0.13799928253440857,0.08257830201603546,0.059996331716264964,0.09716438513255878,0.3150619355740991
1874,-0.22201641256421295,-0.05497701517386784,-0.13577516630436143,-0.18646769955079606,-0.27982692740406795
1875,-0.04712271375790757,0.03400360771653696,-0.03503772244622956,-0.012691760475966735,-0.2133238641447885
1876,0.23016262474514754,0.15011994038886695,0.19091886834283173,0.18446021159492737,0.23289261638167985
1877,0.29629448854825,0.09720509022839353,0.07902061623830718,0.24708809096066064,0.3877001222336289
1878,-0.24777352753558154,-0.1029335664725217,-0.1416834710996177,-0.18632057508126715,-0.27202829110217774
1879,-0.35349157610091764,-0.1951787050579873,-0.20788719715640447,-0.2463055094277181,-0.4931558096162064
