year,ssp585,ssp245,ssp370,ssp126,ssp119
1850,0.2939752197235678,0.2506166376636246,0.29397521972356766,0.2939752197235678,0.300473626361454
1851,0.2474626413843729,0.23896689112344344,0.24746264138437288,0.24746264138437285,0.2820042174656014
1852,-0.1120282276091408,-0.08534869103451456,-0.1120282276091408,-0.1120282276091408,-0.1304861908975865
1853,0.13316292590836754,0.1525954712009481,0.13316292590836754,0.13316292590836756,0.13445753869102664
1854,0.39751970022025573,0.35402293557218284,0.3975197002202557,0.39751970022025573,0.4374204736624175
1855,0.2556647878469327,0.20947863354026552,0.25566478784693264,0.25566478784693275,0.2757467400747993
1856,0.013532485846429939,0.020975637014026077,0.013532485846429928,0.013532485846429946,-0.018581734168045618
1857,0.1999169677922132,0.18497277232688336,0.19991696779221324,0.19991696779221318,0.1978093101051503
1858,0.02357615775123023,0.07468403405056756,0.023576157751230217,0.02357615775123023,0.029815103360038578
1859,0.27724439092082526,0.26042013170079037,0.2772443909208253,0.27724439092082526,0.27346037815436713
1860,0.17426230591871034,0.20134749275114613,0.1742623059187103,0.17426230591871028,0.15264876156841276
1861,-0.5789888768406913,-0.5704027650504493,-0.5789888768406913,-0.5789888768406913,-0.5814962590881017
1862,-0.17558496282424485,-0.2077229506711519,-0.17558496282424485,-0.17558496282424488,-0.1544305955823973
1863,0.027258467593058083,0.015675665873175294,0.027258467593058083,0.027258467593058083,0.03663932345848629
1864,0.3973982854986032,0.3663739657140183,0.3973982854986032,0.3973982854986032,0.43098291935928035
1865,0.2223586377689934,0.1639760912482797,0.22235863776899345,0.2223586377689934,0.25243300002686425
1866,0.18683455998934864,0.17282277801663778,0.18683455998934878,0.18683455998934867,0.1887382541850855
1867,0.1547615723347378,0.13870220790711252,0.15476157233473783,0.1547615723347378,0.17591145496116212
1868,0.15316978444453466,0.1047116204996578,0.15316978444453466,0.15316978444453466,0.14408301057513118
1869,0.303752404076384,0.2283832029218127,0.303752404076384,0.30375240407638393,0.32842285203326677
1870,0.30788067056669743,0.3223228632386227,0.3078806705666973,0.3078806705666973,0.29172450224044477
1871,0.24357229700245836,0.2007087338984162,0.24357229700245842,0.24357229700245836,0.25437320897262344
1872,0.11065985644577214,0.10509060409276269,0.11065985644577225,0.1106598564457722,0.1256973258162566
1873,0.03805843340277923,0.026039256278032885,0.03805843340277913,0.038058433402779146,0.031235152210060874
1874,0.20735636114287623,0.15660807992245046,0.20735636114287634,0.20735636114287623,0.22011698000351396
1875,0.19098312588793742,0.15237999661301777,0.19098312588793742,0.19098312588793737,0.18835749227364745
1876,0.22941993852694553,0.20578021744116481,0.2294199385269456,0.2294199385269456,0.28678431386586656
1877,0.19731488255365726,0.15191871876140609,0.19731488255365726,0.19731488255365726,0.18787206897135045
1878,0.32771790497022923,0.2690956674880112,0.32771790497022923,0.32771790497022935,0.3367879334140281
1879,0.10583637917153134,0.07086245114328259,0.10583637917153145,0.1058363791715314,0.09438871867988084
1880,0.1202222197760352,0.10480779124145936,0.12022221977603523,0.12022221977603523,0.12588680506670386
1881,0.2474370686622276,0.1757953327815654,0.2474370686622276,0.24743706866222748,0.25843214809247106
1882,0.16988320184504468,0.19067871165784384,0.16988320184504457,0.16988320184504474,0.14037096141474278
1883,-1.0720051657731218,-1.068301181618645,-1.0720051657731218,-1.0720051657731218,-1.1021619832577108
1884,-1.8186504322566377,-1.9070436702330384,-1.8186504322566377,-1.8186504322566375,-1.7781526138147634
1885,-0.5596787242084185,-0.6096711777372473,-0.5596787242084186,-0.5596787242084185,-0.5609205809536885
1886,0.09498538902334819,0.05593414950126721,0.09498538902334816,0.09498538902334822,0.12773936346978654
1887,-0.3184289520174879,-0.2717842547229721,-0.31842895201748794,-0.31842895201748794,-0.3319829823813182
1888,0.029527988551512535,0.02022291912479493,0.029527988551512563,0.02952798855151259,0.0457009911760389
1889,0.2570434168103386,0.2299938092661946,0.2570434168103387,0.2570434168103387,0.2891833984256209
1890,0.0029315497286160064,-0.03497390110693065,0.0029315497286160896,0.002931549728616034,-0.014732516608797042
1891,-0.1939975890951342,-0.2314915005351824,-0.1939975890951342,-0.1939975890951342,-0.17259649151778036
1892,0.14918257398940157,0.09741822197158403,0.14918257398940157,0.14918257398940146,0.18129932957285946
1893,0.11775080841171692,0.1143433460245662,0.11775080841171681,0.11775080841171698,0.11718707937665207
1894,0.18688916446303658,0.18521384987859582,0.1868891644630367,0.18688916446303658,0.1615259176327978
1895,0.3259093139285242,0.3046973731241278,0.3259093139285242,0.3259093139285242,0.3595291188723826
1896,0.04810429413395892,0.05399861942972578,0.04810429413395892,0.04810429413395892,0.03999479634728498
1897,0.0739014820765937,0.09387826153505702,0.0739014820765937,0.07390148207659364,0.08261333451565711
1898,0.18088124042594744,0.16695045909188866,0.18088124042594755,0.1808812404259475,0.18601726206722696
1899,0.22054512621655847,0.19935087579360494,0.22054512621655853,0.22054512621655847,0.23619605526535925
1900,0.1695882858055232,0.13833498935471672,0.1695882858055231,0.16958828580552315,0.20259254164324303
1901,0.25734185373457574,0.21200387473893892,0.25734185373457563,0.25734185373457563,0.2691939606099508
1902,-0.2630841639647752,-0.27174450988552834,-0.2630841639647752,-0.2630841639647752,-0.25152599250714985
1903,-1.115032933268612,-1.0847929685125681,-1.115032933268612,-1.115032933268612,-1.0980150773321182
1904,-0.291998445361087,-0.3101077332600996,-0.29199844536108704,-0.29199844536108704,-0.2949675519675655
1905,-0.15318594301027302,-0.09354473891908652,-0.153185943010273,-0.153185943010273,-0.1788158712472755
1906,0.13791842693688472,0.15224576351261748,0.1379184269368846,0.1379184269368846,0.15573351830986176
1907,-0.03170069934110367,-0.09101748804583384,-0.03170069934110359,-0.031700699341103644,-0.0228674034860947
1908,-0.03257184041578701,-0.014625175591295642,-0.03257184041578701,-0.03257184041578698,-0.024828654619520746
1909,-0.12210992172763332,-0.08775477466685891,-0.12210992172763341,-0.12210992172763332,-0.13710149113030054
1910,-0.04391779170240259,-0.037172468447437435,-0.04391779170240259,-0.04391779170240259,-0.03618799222269545
1911,0.16154480897211432,0.14826122258118568,0.16154480897211437,0.16154480897211432,0.1826146661855529
1912,-0.5041771440719462,-0.5242912077298094,-0.5041771440719462,-0.5041771440719462,-0.47129639402962886
1913,-0.6651291310228225,-0.631858973045778,-0.6651291310228225,-0.6651291310228225,-0.6844468450587233
1914,-0.09077694931144437,-0.10036619061167593,-0.09077694931144431,-0.09077694931144437,-0.08903219740611476
1915,0.026934016666753546,0.01083950479513246,0.02693401666675349,0.02693401666675338,0.016223039243496662
1916,0.07077361031204771,0.0751862484256336,0.07077361031204771,0.07077361031204765,0.059477382723049255
1917,0.07873139423779607,0.06465422865908005,0.07873139423779624,0.07873139423779602,0.08886889479587384
1918,0.185490166886847,0.16113409628403802,0.185490166886847,0.185490166886847,0.1805906567486058
1919,0.15176383438917018,0.16131722587691466,0.15176383438916996,0.15176383438917018,0.12152864547585035
1920,0.07439836408996509,0.08572085479253555,0.07439836408996509,0.0743983640899652,0.10501707521304438
1921,0.15185843280807837,0.12760810276831058,0.15185843280807815,0.15185843280807826,0.1403748153698044
1922,-0.16328894089334173,-0.14616143205833163,-0.16328894089334173,-0.16328894089334173,-0.1547593776111768
1923,-0.16376196873322668,-0.1178874308665111,-0.16376196873322668,-0.16376196873322668,-0.1773798082733236
1924,0.1618561789156402,0.10887383303773818,0.1618561789156402,0.16185617891564008,0.2072904493191573
1925,0.14115418397496649,0.13166720187805758,0.14115418397496637,0.14115418397496649,0.1809508079869352
1926,0.09389844755633392,0.09535572195817948,0.09389844755633397,0.09389844755633392,0.06611570335451966
1927,0.2698649645332674,0.23166710473682633,0.2698649645332675,0.2698649645332673,0.282964899624727
1928,0.0219633046127512,0.032188349088672574,0.021963304612751255,0.0219633046127512,0.011269838779048635
1929,-0.18422958531063247,-0.22769159418334534,-0.18422958531063255,-0.1842295853106326,-0.14780085610918547
1930,0.2753750337362082,0.25947954054262656,0.2753750337362084,0.2753750337362084,0.3018821200870151
1931,0.2587758713503696,0.24296233356887698,0.25877587135036995,0.2587758713503697,0.26543717404755673
1932,-0.013496063161244298,-0.047564055758162804,-0.013496063161244243,-0.013496063161244187,-0.011953791296431704
1933,0.07596391083874204,0.07270996413169512,0.07596391083874193,0.07596391083874204,0.08487585999044223
1934,0.004058779629348308,0.011815191610261733,0.004058779629348308,0.004058779629348197,-0.004662060959209902
1935,0.03117499337161528,0.006265003935943592,0.03117499337161539,0.03117499337161528,0.06190114707561589
1936,0.24164840201896842,0.21335907603073878,0.2416484020189681,0.24164840201896853,0.2727803761601383
1937,0.37548014571061306,0.30153064107197114,0.37548014571061306,0.37548014571061306,0.40986962403854443
1938,-0.15402270653919342,-0.09150969764618505,-0.1540227065391933,-0.15402270653919337,-0.21145175345124145
1939,-0.0233679915777103,0.014977158578924121,-0.023367991577710356,-0.0233679915777103,-0.001553365169993437
1940,0.20066060378077916,0.1487178774072076,0.20066060378077938,0.20066060378077916,0.21257640257380844
1941,0.11051204434736667,0.0942048314957385,0.11051204434736678,0.11051204434736667,0.134661813624868
1942,-0.015026456425378643,-0.002851293442183156,-0.015026456425378643,-0.015026456425378532,-0.006516485623418944
1943,0.02140890048046451,0.023483020835402102,0.021408900480464288,0.02140890048046451,0.03812743966363141
1944,0.1284651396913845,0.11197073353375897,0.12846513969138473,0.1284651396913845,0.14136620740461214
1945,0.28141643595521726,0.24766526880562822,0.28141643595521726,0.28141643595521726,0.31456084624804526
1946,0.08772219896211919,0.03615125903141425,0.08772219896211919,0.08772219896211919,0.12053673730971837
1947,0.3377917168426643,0.28994509167751426,0.3377917168426642,0.3377917168426643,0.3717171101523643
1948,0.3272716178945787,0.29505608988023346,0.3272716178945786,0.3272716178945787,0.34630005920162865
1949,0.04642381566304932,0.06652928321379059,0.04642381566304965,0.04642381566304954,0.023341243531433298
1950,0.2337786439538042,0.19518736698418315,0.23377864395380432,0.23377864395380432,0.2261188984775403
1951,0.08952134258632483,0.06082995785863976,0.0895213425863246,0.08952134258632471,0.08360320068926441
1952,-0.11489928292717189,-0.0957220779244703,-0.11489928292717189,-0.114899282927172,-0.154758377613738
1953,-0.0103039915158879,-0.001965953756215666,-0.010303991515888011,-0.0103039915158879,-0.01754364050478696
1954,-0.03250015701662978,-0.01064233944759585,-0.03250015701662973,-0.03250015701662984,-0.023087859147222223
1955,-0.11688000386933911,-0.11192003425636421,-0.11688000386933906,-0.11688000386933917,-0.14762657462033318
1956,0.29622364269327583,0.22239642587535047,0.2962236426932757,0.2962236426932757,0.30142345410078775
1957,0.29668408729008233,0.27769511448244666,0.29668408729008244,0.29668408729008244,0.3027230925898743
1958,0.15975501436762762,0.18428560284976803,0.15975501436762762,0.15975501436762807,0.14653260395258416
1959,0.25639322083361604,0.2450004971918912,0.2563932208336155,0.2563932208336157,0.28577781505861
1960,0.14394138297076964,0.1180744603571664,0.14394138297076942,0.14394138297076964,0.14405050309375156
1961,-0.06859027439882592,-0.08556638681923223,-0.06859027439882581,-0.06859027439882592,-0.07552759829555833
1962,-0.49943728425412304,-0.4850200813448227,-0.49943728425412304,-0.499437284254123,-0.5426239619656852
1963,-1.3057201598262944,-1.4123947168794615,-1.3057201598262944,-1.3057201598262944,-1.282275943587206
1964,-0.8084906948198982,-0.8416334022458888,-0.8084906948198982,-0.8084906948198982,-0.7954632807559932
1965,-0.6104600942502383,-0.6084942716768089,-0.6104600942502383,-0.6104600942502383,-0.6181391201180905
1966,0.04945790516580817,-0.019208406039077475,0.04945790516580828,0.04945790516580828,0.046339340492183245
1967,-0.40494593020892855,-0.43206817790326607,-0.40494593020892855,-0.40494593020892855,-0.3932784049514732
1968,-0.13362117223572256,-0.14660523545081616,-0.13362117223572256,-0.13362117223572267,-0.13332258536547426
1969,0.11169038095375772,0.05618161081909179,0.11169038095375783,0.11169038095375772,0.12687240401167077
1970,-0.014291423035608597,-0.043505733103171296,-0.014291423035608486,-0.014291423035608597,-0.0022399405967666874
1971,-0.21718250524814664,-0.2587999271498308,-0.21718250524814675,-0.21718250524814664,-0.19511822533970502
1972,-0.10850476978562007,-0.16999585844836773,-0.10850476978562007,-0.10850476978562018,-0.08505878134631051
1973,0.06401343930677705,0.0055752222990809175,0.06401343930677705,0.06401343930677705,0.06950917293372538
1974,-0.2387950448639703,-0.2502551362596386,-0.23879504486397007,-0.23879504486397007,-0.21746692445996263
1975,-0.32258294891006895,-0.3213836412369805,-0.3225829489100689,-0.322582948910069,-0.2846156941414567
1976,-0.09233778828023786,-0.12612561946080503,-0.09233778828023753,-0.09233778828023786,-0.07511374384901393
1977,0.02874948259099075,0.012515866913270446,0.02874948259099097,0.02874948259099097,0.02338264947599178
