year,tas,rlut,rsut,rsdt
1850,0.00975878578992706,-0.11251823685788054,0.33443150477248196,0.02512787660231197
1851,0.11275257252566462,-0.1280587899181569,0.20585696357714767,0.015625360430988167
1852,-0.01739907973416166,-0.06829114113847368,0.4189914585097796,0.048726930304098914
1853,-0.15330893217924313,-0.08867161691171077,0.07743756298809501,-0.007509221425038959
1854,-0.09181068033655038,-0.30898303877216904,-0.021330218477672247,-0.03452605084493143
1855,-0.0982514773783123,-0.2053094739093524,-0.12577606193698898,-0.0486386802157881
1856,0.04561881572595894,-0.08844031754756543,0.056745841817672726,-0.022241122214438747
1857,0.14395309519994726,0.1322528110358121,0.21098083896968944,-0.03836625464685994
1858,-0.01993377421064224,-0.185747450709556,0.5628545694346627,-0.010071715693641181
1859,-0.12104596434517134,-0.08801727826394767,-0.17711403694418948,0.01791683271335387
1860,-0.006737188229521962,-0.09228407503198355,0.009511072193362224,0.07471038770557925
1861,-0.15132958853274658,-0.40882346672088943,0.7961552761680508,0.035476945913785585
1862,-0.12467907992737537,-0.556811542215172,0.5436054810056845,0.012641572329812334
1863,0.023378282588964794,-0.0914714440451121,0.18382224788753376,0.0004898009016187643
1864,0.004187555595535741,-0.2952657532174783,0.18668533313477553,0.01426177192877276
1865,-0.038424639629113244,-0.302940683105561,0.5246249954046078,-0.026836560728838776
1866,-0.1848280201165835,-0.44664836321345547,0.3229770043442528,-0.0357444380385914
1867,-0.14448164160035049,-0.1646561822231547,0.2638541665855314,-0.04408669787301278
1868,-0.25499766230399246,-0.4371871987380018,-0.010218509828106903,0.013015311148194542
1869,-0.04082157390843122,-0.4855081664431111,-0.06799672519484545,0.012239070606142377
1870,0.06467308865046562,-0.058052910651611,0.26502411869830667,0.014185338769664213
1871,0.07758466282410836,0.09290138604876574,-0.053325216225616145,0.03784934858526867
1872,0.05411071040589377,0.13992034113255158,-0.2630321802414528,0.055238018936847766
1873,0.06451776466076353,-0.22720366261074787,-0.04022893639066183,0.008614971641350166
1874,0.27383734069661614,0.1621674025379889,0.17393490379063792,-0.0094124635666617
1875,0.16853014474384054,0.13235696254588447,0.10315441157774785,-0.042416673301204355
1876,0.10265792020044273,-0.07102547047446706,0.2868310142576007,-0.019795454773372967
1877,0.1725910151807284,-0.025785345494142575,-0.04776503956054512,-0.06614572700306098
1878,0.09996172500115108,0.1577889602556013,-0.05106332750365539,-0.07700220059666663
1879,-0.09752260172297156,-0.3516860660718919,-0.04589216828017584,-0.07100052063822204
1880,0.05612536814885516,-0.2514573518042482,0.09413182861672453,-0.013152686673890912
1881,0.030856647236646495,0.006853859932192563,0.16093243535536317,-0.004539640732900807
1882,-0.003992440042054568,-0.05826251526713122,-0.41428383980176875,-0.01774823107376733
1883,-0.11330310853372794,-0.9176851286807732,1.3073225545482927,-0.022116729656602274
1884,-0.1914399663573363,-1.9049928156787246,3.3525437306234807,0.05950604748443311
1885,-0.018197052166215144,-0.7184844275616058,1.6100330004921375,-0.0047572351007261204
1886,-0.2764686841803723,-0.7539417783156921,0.6826713619416864,-0.034868346423593266
1887,-0.19740567542220333,-0.6530632525951887,-0.05845488526806264,-0.053262087693553894
1888,-0.062057791237634774,-0.6011375939420702,0.360623963762734,-0.03376852606686498
1889,-0.18638325837611092,-0.36917003248061064,0.1853791936207898,-0.06721366086424041
1890,-0.11889815884495647,-0.5942174202999126,0.5787889083674571,-0.0631589072174279
1891,-0.07819883109266357,-0.633125807493883,0.8950028087985658,-0.012229419880554815
1892,-0.1597078680313757,-0.5723810805184257,0.35272751003483904,0.06489487254094684
1893,-0.1982555283449301,-0.502925474411029,-0.04703396529384918,0.06474716183913642
1894,0.015181529185838372,-0.3661678129711561,-0.18974952552294155,0.1000580175898449
1895,0.29195140461212077,0.1351590893613377,0.08642289020255589,0.06811519356267581
1896,0.27356774197772893,0.12287536124537723,-0.07726658036759204,0.04594942044116124
1897,0.20055642339144697,-0.020198685707072173,0.007949961336180422,-0.014081206693560944
1898,-0.018008838522973747,-0.19540584007825146,-0.08766002647075766,-0.0328265115710451
1899,-0.030976301125178907,-0.12026516105754581,-0.1312834684165125,-0.05144792951142563
1900,0.09923924665434924,-0.08179304458792558,-0.17126577872986104,-0.05975828704208652
1901,0.2391741817977504,-0.003043242199822771,-0.5742942038012728,-0.0807931394755883
1902,0.34896973302102197,0.18962475887019536,0.2412525849031084,-0.076732101313155
1903,-0.0033970903384101803,-0.7114259815287767,1.4364709942420433,-0.036477415495028254
1904,0.09317150814138131,-0.4436160243099039,0.7689925757253349,0.0591359744729516
1905,0.08791821808893019,-0.15240197829876934,0.4739711398400175,-0.0009869498545640454
1906,0.040937084024392334,-0.21426665563794245,-0.07126058226094756,0.04491796350180266
1907,-0.061331161143129975,-0.31998142023223863,0.2778524066148691,0.01716328540135237
1908,0.03581291650948515,-0.2512247304656512,-0.003057471125728739,0.06891456025215348
1909,0.1117626049913838,-0.13111359858331184,0.0654636382154905,0.0039720653640529235
1910,0.13573590419821358,-0.21220968378420935,0.07805534362444178,-0.021234159787013596
1911,0.08566440576538525,-0.2170744218394134,0.1158777722857991,-0.054383194927879686
1912,-0.0005216090589215128,-0.4333631936048903,0.7023349626239508,-0.03926412038521221
1913,-0.12693314154842028,-0.7172905623140764,0.7444752677840825,-0.06804737609201084
1914,0.0049134928758007845,-0.5226995041592204,0.5223171629506282,-0.04341203924855108
1915,0.039685459380393695,-0.14879197650927267,0.17696888266246447,0.03577411054982349
1916,-0.06398918897883732,-0.41103417375316553,-0.27595182282806263,0.13380781057594504
