year,tas,rlut,rsut,rsdt
1850,287.76051500545776,239.3764617232071,101.51785053919866,340.2307708057386
1851,287.62280919305897,239.2046412126186,101.11083754784126,340.2200209490315
1852,287.819267826339,239.04495619126246,100.95754423910654,340.21855088480316
1853,287.8880808447853,240.07476292085275,101.01871829642756,340.19931041603667
1854,287.5073519235727,239.02766877014992,102.29220206783309,340.17265820968686
1855,287.421349345468,238.85694170745566,100.87412324805878,340.15613135390316
1856,287.4844603157321,239.34202598022452,99.57814505282727,340.15143329650624
1857,287.6763754138455,239.2477682592161,100.50809451443325,340.16308912699657
1858,287.7306334617931,239.30295280746427,101.26691765973254,340.1955613154621
1859,287.6859668241636,239.0040998853555,101.28458087993756,340.2224601010021
1860,287.72922035218403,239.428691238856,100.49970512357318,340.24320565915883
1861,287.8207405851492,238.99450835400225,101.11552243436326,340.23944501570526
1862,287.822780743378,239.47465515101376,102.54766017197029,340.21570907330494
1863,287.4396641052095,238.61862663926823,102.6464212991592,340.2016782064318
1864,287.40398267368056,238.690199729676,100.9309915391553,340.1882671153901
1865,287.50603038428693,239.03698191686837,100.86214434596765,340.1772772564009
1866,287.56066929358866,239.20059701342998,100.26012373080734,340.17176676500463
1867,287.59370013397694,239.015950490984,100.54454616773687,340.1633823005552
1868,287.7494391069317,239.27068074357547,100.87376604229468,340.18208617675674
1869,287.63308767165864,239.21644047571252,101.63350757163401,340.21612719644156
1870,287.62510698579376,239.11120614073278,100.65159301575964,340.21831964920807
1871,287.7279690276584,239.2858714913331,101.36663315844254,340.2391241537866
1872,287.5550274820329,239.21081884858208,101.7016455848008,340.22862002095474
1873,287.53278232051406,238.67544243990253,101.21370867890944,340.21030415369864
1874,287.60054700914196,239.0047581877574,100.49367029506779,340.1941515317829
1875,287.72699920843394,239.5082981051098,100.57548730843867,340.1640692615631
1876,287.79113077814696,239.19383624254922,101.61974145797801,340.15021769403984
1877,287.64467208476975,238.95604413252622,101.41949470646948,340.14143199478605
1878,287.67764559096554,239.28337484217025,101.1792308958166,340.1301768865772
1879,287.643816341771,239.118634838524,101.81405947002986,340.1326813903311
1880,287.5370184385906,238.50908956490807,101.20392884377934,340.15959855766454
1881,287.6511537681578,238.78675646470003,100.96985271846442,340.1969698039626
1882,287.68722956789077,239.07066632804393,101.62141521458018,340.188848120026
1883,287.5994824696656,238.77138734088433,102.41346444236,340.1832173592483
1884,287.31314179189366,237.59641723122425,103.2448135185528,340.2276002435321
1885,287.3553238066599,238.36936032499764,102.14539134808102,340.2002895178919
1886,287.41942869727603,238.5702204695665,101.23855366817008,340.16813599439155
1887,287.4907546698137,238.53761952701015,100.94312970632139,340.1486774517067
1888,287.6641394789509,238.96240515750551,101.1035556438374,340.14104664834286
1889,287.7902291831083,239.32029994343634,101.32010417677607,340.1384623958783
1890,287.5382958408274,238.8342214775565,101.96308571390539,340.1451920585851
1891,287.571517208662,238.64330596913052,101.19150665410076,340.1943480422683
1892,287.5780230309419,239.3817896338046,100.84499746233986,340.23438970332586
1893,287.52720778161176,238.7039986221374,101.60352924500923,340.2659490157141
1894,287.50274612359647,238.70439621592564,101.267913549017,340.30483576566525
1895,287.66766509061017,238.9531959426157,99.86157511078024,340.2686140737082
1896,287.8027791910046,239.44669178171566,101.34918243405711,340.21937758954135
1897,287.59570606341146,238.85139012964854,102.20817114169195,340.18676491195976
1898,287.6381320035458,238.79499455150838,100.47476527413794,340.17241802080247
1899,287.7255089620582,239.26117995869888,101.29590355208772,340.15467058355347
1900,287.56222115848885,238.86323149184292,101.74994583415885,340.1441543794602
1901,287.4960362169709,238.93539052743589,100.74815160688165,340.126693989422
1902,287.60074374262734,238.5214498439818,100.89512498067643,340.13078660689405
1903,287.608019333653,238.58034717414708,101.91549090637001,340.16640599588305
1904,287.75189624912326,239.06145906461634,101.19021441062233,340.2307774238046
1905,287.7683318177431,239.1525348440588,101.77364068384658,340.2014659307782
1906,287.7396092731691,238.73951462908482,101.86211159741096,340.2486497472794
1907,287.4874429843031,238.84884147615946,101.92354032381617,340.22309949591755
1908,287.52225064817156,238.5142370292787,100.73895467189436,340.23967863997655
1909,287.6509468599017,238.82456310510068,101.42762586931973,340.20656356580133
1910,287.47689861814746,238.8162455295793,101.87802378511925,340.1830429029256
1911,287.4269051886687,238.33449227074212,102.25404281629558,340.1479798809029
1912,287.3009411043097,238.03960529952712,102.3865773743975,340.13455329872914
1913,287.41303541274806,237.93024158123498,101.75190667755578,340.1376537848219
1914,287.6514652751353,238.60580170802936,101.13406371538208,340.1643765923847
1915,287.75876731552125,239.04309388538022,101.88369587649827,340.2413122859796
1916,287.5812325281085,238.85152816644418,102.12052823013791,340.3030489283071
1917,287.6310457290686,238.80977188066018,101.58999657193986,340.3432601361592
1918,287.58720064701697,238.988648642196,101.41232503376409,340.3511317324378
1919,287.80951500145346,238.4597168796582,100.1176773858272,340.28775568234374
1920,288.0136823352113,239.2441370394655,101.58549796254003,340.2276661853646
1921,287.76889578535355,239.24933476431275,101.12016546248583,340.1908099981946
1922,287.85448486576774,238.6586630388782,101.23513943007204,340.1567381288084
1923,287.77933202544597,239.1825150025346,102.80103224815974,340.14941010791046
1924,287.5142452016385,238.53190591174226,102.43611020507082,340.16430650853675
1925,287.40442582629913,238.25677859120694,101.77981229164187,340.20399411897796
1926,287.5159496564609,238.51811938749128,101.33674824793523,340.259202174098
1927,287.4833629649748,238.6484379207973,101.37002131107239,340.3056400143799
1928,287.57088382925957,238.4984060981121,101.25519275498675,340.2753597558347
1929,287.6863244122382,238.41463099233647,101.7629322127023,340.2588846032504
1930,287.7356940102783,238.69827228951684,101.10777267366814,340.2611676676327
1931,287.826195460315,238.98699134988624,101.68667130574755,340.2177566939923
1932,287.8219158124292,238.7611546525379,101.60531655969805,340.186117734829
1933,287.7978242008649,238.92020311636873,101.43719602776837,340.1724129701948
1934,287.6270383648002,238.8882035657822,101.49060412898827,340.1875534043947
1935,287.621401407664,238.8020215194584,100.9027935703284,340.2385291321787
1936,287.8164543363794,238.45721284796727,100.8419734434346,340.34987093293677
1937,287.89756912958893,239.33723652512958,101.83713354101701,340.35674896121907
1938,287.74437501282176,238.80776586835677,101.82462486256622,340.3354495229567
1939,287.8625890476372,238.65933655035224,100.40935964526572,340.3313453951909
1940,288.13737474535736,239.5696136555898,101.16314604165228,340.2935471039131
1941,287.8807154559939,238.74936655088575,101.67571092417586,340.26335430532555
1942,287.8293655818233,238.9753211833023,101.72069395476257,340.22703551840107
1943,287.78366477061064,238.6492388614303,101.64367540443175,340.19083533804485
1944,287.7161863611534,238.70984892773353,101.27830488075615,340.2015218268153
1945,287.94097373661134,238.79931105939772,101.3831664270184,340.26989454705677
1946,287.92035923788444,238.86014612733413,102.72119280995595,340.30147467683787
1947,287.8042895990689,238.95953470938096,101.78887783328942,340.3890481145855
1948,287.86963116616215,238.69635142611494,101.3725689692878,340.42058941441877
1949,287.82298784001586,238.63932403655147,101.92030670940518,340.3902943863392
1950,287.72295263696975,238.39183986487924,102.01162348321368,340.3263767121594
1951,287.84830773573543,238.66717277832217,100.97059971724171,340.24063201623835
1952,287.88870489167044,238.5987711442027,100.80211053041354,340.2367183495027
1953,287.9432529933434,238.7351397640789,102.48055132542208,340.2117019382221
1954,287.76737658340454,238.6746190815802,101.53986255948173,340.211982568585
1955,287.7273149116985,238.43706020402976,101.91135997678681,340.2646801703781
1956,287.68305668956526,238.5078828785653,101.88181872519067,340.37953436970736
1957,287.6053260312852,238.0629697335901,102.39416601925755,340.4888137717149
1958,287.53596344965143,237.9348852423809,101.53745480036044,340.5014916744351
1959,287.7897791646824,238.29578268904015,101.96249826857098,340.4403019562052
1960,287.7434094550317,238.16600046869993,102.9293928260959,340.3993827985244
1961,287.71946102223257,237.95343837216558,101.78936162731263,340.30759443326536
1962,287.7335315851212,238.32281184437747,103.2382871796051,340.2423246658227
1963,287.49475020597674,237.56591938574834,104.3229618967789,340.2202699334604
1964,287.3596925592121,237.01052094571898,102.93393312490356,340.2099808624989
1965,287.4714686544435,237.45147372138172,103.26404693658826,340.2155874116298
1966,287.5542948614743,237.492327110861,103.0385661074215,340.26486372258387
1967,287.6002686455211,237.54754346045524,102.18317496051536,340.32570831912795
1968,287.61866629117577,237.34912136504855,101.94432365341497,340.35846303516934
1969,287.9812482587749,238.29778400124326,102.16771154054634,340.3640010046394
1970,287.89165317831964,238.1528379929005,102.65487397138266,340.36762385312323
1971,287.60947228795004,237.91055246565182,103.33410443136825,340.31275541813335
1972,287.69895025151317,237.41079137488305,101.92901355209678,340.30891140011255
1973,287.9072252023589,237.67933238538942,102.21841045045682,340.2537470219956
1974,287.97111974387036,237.7696602344798,102.63650928651509,340.2264851799228
1975,287.9755208246102,237.93016731234945,103.53565415277704,340.2272496676876
1976,287.7632359660043,237.5541284774322,103.51339178861042,340.21815659977364
1977,287.87480149183807,237.6209917808189,102.03953670266786,340.27681948805053
1978,288.0353145049019,237.73315117802417,102.41118687564041,340.364596057286
1979,287.9640547266611,237.80493926045096,102.98640488453638,340.4400523560224
1980,287.98223249454526,237.8101491035866,102.92572775980942,340.424449595859
1981,287.9521355023201,237.94174869847305,102.784070903178,340.4302553787146
1982,287.8374757276333,237.6798298816544,103.86569644569873,340.346152174581
1983,287.60969264487034,236.75440730127073,103.13863165345496,340.34328347406307
1984,287.7153876497568,236.786311804585,102.9730566638595,340.2433248285161
1985,287.7247796983664,237.03520093046106,103.48467967883026,340.211437770591
1986,287.94453070947964,237.26063078528776,102.34251858756791,340.2156677715672
1987,287.97463245361627,237.4089655540403,102.63906260555227,340.2366504774413
1988,287.9835111258281,237.45437867634533,103.42076470284121,340.3234906291219
