,co2
2101,568.6793328161059
2102,568.4192992302952
2103,567.8615337830895
2104,567.4803416575637
2105,567.3691273480368
2106,567.4034237668275
2107,566.8740790183748
2108,566.4971516440107
2109,566.2390916955593
2110,566.094950597413
2111,565.8276550563851
2112,565.9157500048528
2113,565.6709717989751
2114,565.378189173614
2115,565.239377905847
2116,565.1958974077454
2117,565.2137617553108
2118,565.2675256597711
2119,564.9627400661931
2120,564.9728407231105
2121,564.9005497802866
2122,564.6929827382914
2123,564.6752919885434
2124,564.4920823242156
2125,564.2917623306682
2126,564.7027251610172
2127,564.7614641524907
2128,564.642878634338
2129,564.9410585479258
2130,564.9251359485555
2131,565.3782181380326
2132,565.7557326315365
2133,566.1611257080009
2134,566.3198490228048
2135,566.4231250060532
2136,566.7862234273323
2137,566.8629481904968
2138,566.3869385410262
2139,566.1964294658653
2140,566.4910625118738
2141,566.5865739553545
2142,566.1674788220362
2143,566.3920491098145
2144,567.0140826389767
2145,566.8246487381233
2146,566.6309313111273
2147,566.729017946143
2148,567.0399161641711
2149,566.9419317065662
2150,567.3133663139039
2151,567.3500323429013
2152,567.3329753195335
2153,567.610975524667
2154,567.3761167358114
2155,567.3346159132542
2156,567.6383477492113
2157,567.9891452555848
2158,567.8793890733773
2159,567.6224457174086
2160,567.7293631979159
2161,567.5758679134668
2162,567.0941401971941
2163,567.0737030167599
2164,567.6940315134462
2165,567.547017560116
2166,567.2845553031018
2167,567.236805430853
2168,567.4517323598776
2169,567.6276379903869
2170,568.2446775632077
2171,568.6569800214959
2172,568.6137476550572
2173,568.3483001760109
2174,568.661651312329
2175,568.5255005254594
2176,568.0076341779059
2177,568.3047888265583
2178,568.4204178040575
2179,568.0845367844864
2180,568.1564399626205
2181,568.9540526829181
2182,568.9096214537266
2183,568.3406513052239
2184,568.4081433062112
2185,568.3530343960527
2186,568.1740583484957
2187,568.1674329500578
2188,568.0335152538071
2189,567.8410419759508
2190,568.3083924908145
2191,568.1433237040532
2192,567.7737421590689
2193,567.97621957723
2194,568.2165232050189
2195,567.6814531250726
2196,567.3849316367206
2197,567.593209108914
2198,568.0419991867037
2199,567.575116536827
2200,567.135070033887
2201,567.6869015491783
2202,568.217804243695
2203,568.2545565055214
2204,567.6741156925438
2205,567.2824145778433
2206,566.9547406781275
2207,566.7097086797885
2208,566.4382606601002
2209,566.5006841709005
2210,566.3778139000983
2211,566.2619418856548
2212,566.4341291263938
2213,566.3774248145555
2214,566.3267214207457
2215,566.0409824324773
2216,566.1889625897464
2217,565.5546360707964
2218,564.976904610276
2219,564.9479409466106
2220,564.8208985730469
2221,564.5702463453712
2222,564.9240085062092
2223,564.5158839058275
2224,563.9851652816053
2225,563.4049914696184
2226,563.6110830245128
2227,563.3365953447816
2228,563.2959270369744
2229,563.2312917578956
2230,562.6625602120452
2231,562.1586208437354
2232,561.9134181723249
2233,561.7902252360142
2234,561.2433392772381
2235,560.9882411528517
2236,560.5307622212639
2237,560.1643643092953
2238,559.9652479901795
2239,559.5702607820124
2240,559.438827610176
2241,558.8693222331854
2242,557.9508582601787
2243,557.556069274302
2244,557.5657032927386
2245,557.4977340864469
2246,557.1243727320298
2247,556.9504027171837
2248,556.2571566272916
2249,555.4781486869889
2250,554.9420818347925
2251,554.737202162487
2252,554.7660118524362
2253,554.0983704027905
2254,553.4945040739074
2255,553.4958170017478
2256,553.1870748874807
2257,552.5732580071846
2258,552.1892378411285
2259,552.1044781407268
2260,551.4156227547605
2261,550.6816111800221
2262,550.6019959188523
2263,550.6217122909578
2264,550.2811267705367
2265,549.750802232229
2266,549.7274988952222
2267,549.5557984831448
2268,549.1307075265162
2269,548.5603344434787
2270,548.2093505081447
2271,548.1916286240057
2272,547.5708596228577
2273,546.989561953697
2274,546.8591694252983
2275,546.526391844099
2276,545.9437482257739
2277,545.417774105377
2278,545.0946681869237
2279,545.1097511011989
2280,544.9474274242712
2281,544.2385601725231
2282,543.7888173823642
2283,543.3174838354053
2284,542.930428537945
2285,543.3029004865881
2286,543.1033701744165
2287,542.5021596090991
2288,542.0873610217598
2289,541.7335284783286
2290,541.0036461729771
2291,540.2687428337986
2292,540.354525629163
2293,540.3416975995806
2294,539.8100493779158
2295,539.6132493631551
2296,539.202760813365
2297,539.2031598996515
2298,539.2007994410689
2299,538.5721908945745
