,co2
2015,402.9497039788058
2016,406.0998719582128
2017,408.73128965639756
2018,411.4199722741548
2019,414.8785568719215
2020,417.9347197462998
2021,420.83100544646857
2022,424.12715428349924
2023,426.67934807037636
2024,429.2072461822885
2025,432.05568143669046
2026,434.8838296161622
2027,437.80578043277364
2028,441.0072990239398
2029,443.6645690223005
2030,445.97897125502163
2031,448.34145630928356
2032,451.11493183745984
2033,454.2645762873623
2034,456.97726333200706
2035,459.4622093813475
2036,462.2570925394956
2037,464.86246896118485
2038,467.629792239322
2039,470.3399892874475
2040,473.2588894054587
2041,475.9463773117154
2042,478.0474565082897
2043,480.23753487152834
2044,482.6073801902061
2045,484.8281830084499
2046,487.2134506062666
2047,489.7124216610095
2048,492.6744459298636
2049,495.21737714102517
2050,497.2182265243125
2051,500.0240644595086
2052,502.4473768681178
2053,504.51297682207746
2054,507.0281540821901
2055,509.6170360695248
2056,512.2233311444463
2057,514.9623736398972
2058,517.318026487887
2059,519.7760118527262
2060,522.2268959346763
2061,524.4495167183237
2062,526.5709909223843
2063,528.6572991146749
2064,531.3674037974397
2065,533.441975833811
2066,535.0653936542906
2067,537.2829443438582
2068,540.0461786386238
2069,541.5631910921572
2070,543.22934501575
2071,545.4585431753957
2072,547.3637664840344
2073,549.2339803963254
2074,550.8904435048045
2075,552.2545672284368
2076,553.8651126764131
2077,555.9265426032376
2078,557.0792622070312
2079,558.4392845878818
2080,560.2336497455595
2081,561.2725059748725
2082,561.9346772063391
2083,563.2299708105909
2084,563.7647059599657
2085,564.2799597547146
2086,565.0190361401209
2087,566.1093815764067
2088,566.7096889613408
2089,567.1843464347687
2090,567.8646317493561
2091,568.3734993143993
2092,568.4402973015036
2093,568.5324881206476
2094,569.0445725287236
2095,569.1979560124045
2096,569.3440615019393
2097,569.1620824008352
2098,568.7863818158293
2099,568.5070099048987
2100,568.7138158525503
