,co2
2101,568.5135627507707
2102,567.9989981582258
2103,567.6370023661268
2104,567.3531585188134
2105,567.4095874328099
2106,567.0385858765491
2107,566.5291965745878
2108,566.4320712374853
2109,566.2691344960917
2110,565.971448109777
2111,566.2016330604404
2112,565.7314183702836
2113,565.4636313776087
2114,565.8194760518286
2115,565.7014855779336
2116,565.4133281078988
2117,564.9970075205654
2118,565.1429797926448
2119,564.8138855986125
2120,564.599161703557
2121,564.6460124523276
2122,564.7712024239644
2123,564.7662891340001
2124,564.8438949060875
2125,564.888951747848
2126,564.6821106089
2127,565.2337069180181
2128,565.1430109270359
2129,564.8171867875415
2130,564.880909357226
2131,564.7318971420634
2132,564.6728725633106
2133,565.0711296373224
2134,564.9679252631735
2135,564.8150634220646
2136,565.2173733446847
2137,564.9257023114347
2138,564.8846451067782
2139,565.1951834867216
2140,565.4365512502616
2141,565.118808277858
2142,564.9245276957682
2143,565.3541375734067
2144,565.2001648949599
2145,565.1747403624489
2146,565.679014189597
2147,565.8316689398314
2148,565.4287016098249
2149,565.6379214162573
2150,566.2447490974722
2151,566.4176045954614
2152,566.0244294088596
2153,565.6691932704671
2154,565.7267283044694
2155,565.5435988347854
2156,565.9827590453905
2157,565.7535765277757
2158,565.6456558594467
2159,566.2316966172333
2160,566.2531356646363
2161,566.16744164946
2162,566.4461508695922
2163,566.6940444958649
2164,566.6322699956003
2165,566.6389336987738
2166,567.0882228702883
2167,566.6651701784674
2168,566.5039666791947
2169,566.4804788001603
2170,567.1824511994671
2171,567.2257533824194
2172,567.249680256369
2173,567.5639946718799
2174,567.6270628532703
2175,567.2340526789417
2176,567.2706631377682
2177,567.8518099466519
2178,567.6402732697843
2179,567.3277643659205
2180,567.6093057778347
2181,567.2066463952605
2182,566.9787308586725
2183,567.2023998530002
2184,567.2917688584927
2185,566.8491660333453
2186,567.1231680165747
2187,567.5316427373369
2188,567.3238230350402
2189,566.6886088085557
2190,566.8534105943262
2191,566.8537593938537
2192,566.5786374216627
2193,566.3045172220936
2194,566.7640265877179
2195,566.5921866369603
2196,566.1090443815158
2197,566.1580324590662
2198,566.520654712854
2199,566.2689700498983
2200,566.189400452502
2201,566.3652235297017
2202,566.6676154546794
2203,566.6261203872672
2204,565.8107254009811
2205,565.4579262362961
2206,566.0299483099052
2207,565.5577066765376
2208,564.9493952057173
2209,565.0999932935495
2210,565.0187838572058
2211,564.9503933931671
2212,564.8026833503279
2213,565.1043528630844
2214,565.0372642883292
2215,564.3131775083714
2216,564.2303461589418
2217,563.8273452415312
2218,563.4419989391057
2219,563.4703103844497
2220,562.9144188502048
2221,562.1836544981172
2222,562.2467816461577
2223,562.1384896294542
2224,561.7135958573028
2225,561.7341891814261
2226,561.4303929067139
2227,560.9106902905088
2228,560.4450119754902
2229,560.6899651943849
2230,560.3820882388052
2231,559.4301481910416
2232,558.9172070211291
2233,559.0511497192393
2234,558.7692931895479
2235,558.17276608578
2236,558.3237462775036
2237,557.6778070080394
2238,556.9861782082475
2239,556.6124929618159
2240,557.0334990863247
2241,556.6271654682076
2242,555.88622781229
2243,555.5887997470755
2244,555.2737499938535
2245,554.5014987825115
2246,553.8470990724637
2247,553.6170300738207
2248,553.0258767659665
2249,552.2797979729493
2250,552.104626359298
2251,551.9730108154067
2252,551.8058359286038
2253,551.2327635881996
2254,551.1025542809757
2255,551.2256733438672
2256,550.4868069740812
2257,549.7251822134804
2258,549.8923289849845
2259,549.5124090295506
2260,548.6448440309382
2261,547.7982369118655
2262,547.7734111031311
2263,547.8831485103574
2264,547.3180509140346
2265,547.3093781935116
2266,546.9874712321575
2267,546.6883168121268
2268,545.9601694471357
2269,545.5852485427617
2270,545.637020129228
2271,545.0183294902097
2272,544.3853229750981
2273,544.4093523094986
2274,543.8555592332177
2275,542.9045719921702
2276,542.5985746103499
2277,542.4318089992707
2278,541.7094327238935
2279,541.6929963127227
2280,541.7416002107556
2281,541.2114103994496
2282,541.2097435773632
2283,541.1690535698289
2284,540.2185881600464
2285,539.8365688031821
2286,540.0614046767516
2287,539.5854595603828
2288,538.9104392600331
2289,539.0665129438031
2290,538.7348507285801
2291,538.2416913129947
2292,538.4192732002548
2293,538.1360129812556
2294,537.5585411626878
2295,536.8851975908218
2296,537.418824450218
2297,537.6488515589527
2298,537.5106602429563
2299,536.8872908597203
