,nonCO2_erf
1850,0.3430969538720403
1851,0.4834841846607705
1852,-0.03341869814519006
1853,0.06258790928629313
1854,0.31117855715523185
1855,-0.16754522089791632
1856,-0.6781649420615199
1857,0.009054930349692247
1858,0.6818359165958021
1859,0.30127280025472375
1860,-0.3180562097035165
1861,-0.4876538024550522
1862,-0.08043556666833221
1863,-0.6727012438554515
1864,-0.7368873143762807
1865,-0.19809526081520148
1866,0.22633255236260547
1867,0.15586871909756558
1868,-0.22513214191423786
1869,0.10567721619012166
1870,-0.03483567099383228
1871,0.21794736733345427
1872,0.19985390360123317
1873,-0.30843008024603336
1874,-0.4155525559253117
1875,-0.8541467218084108
1876,-0.5283928129405692
1877,0.23575934276485427
1878,0.22236645415766107
1879,0.778255959005643
1880,0.05426364259896982
1881,-0.05022642212057388
1882,0.13341859009429854
1883,-1.4685522360496048
1884,-2.649189479565732
1885,-0.8883847359209148
1886,0.2655713589621228
1887,0.0778568585542457
1888,0.2898123230805438
1889,0.222704903473169
1890,0.13243212760109827
1891,-0.07539859475305441
1892,0.028587307624624386
1893,-0.38965503171852567
1894,0.8356976965980447
1895,0.6724285452164471
1896,-0.3390246350340018
1897,-0.35297642224137227
1898,-0.4645873175742765
1899,0.2625339459802121
1900,0.3840416338645069
1901,-0.10781709200138195
1902,-0.5859410083401896
1903,-0.4760495014881061
1904,-0.8051957317705882
1905,-0.41524249202761404
1906,-0.15252986048311365
1907,-0.34470982904870284
1908,-0.012456048811193277
1909,0.10337866744756857
1910,0.16465507842461796
1911,-0.5626070803554156
1912,-0.5796416447401608
1913,-1.0893787073624641
1914,-1.310496654632452
1915,-0.5011328332158531
1916,0.3324296788182723
1917,-0.1191649588054336
1918,-0.3444985771903729
1919,0.23342389554682785
1920,0.08082570229535035
1921,-0.19211867626283258
1922,-0.5918591366764675
1923,-0.25701242606783814
1924,0.13115257743623654
1925,0.21392020472162354
1926,0.058324879486329806
1927,-0.09550115021545996
1928,0.4253812074490863
1929,0.11315982980089345
1930,-0.3675209743631672
1931,-0.20019043873372677
1932,-0.5050551050004687
1933,0.2263670039634541
1934,-0.3036813150066652
1935,0.035497037161561606
1936,0.3809567083762244
1937,0.06020465394453667
1938,0.027184169983303752
1939,0.1530368409197317
1940,-0.0447308064038614
1941,0.8606674730137283
1942,0.06871373772705602
1943,0.08008591049036051
1944,0.05324572988185572
1945,0.02660845765060338
1946,-0.05252587592104707
1947,-0.0664593363177608
1948,0.42444684332367444
1949,0.550086521979249
1950,0.24518675547026403
1951,-0.6325687129543971
1952,-0.14594471367829043
1953,0.26056757555812804
1954,0.1904991738072901
1955,-0.4048458971124393
1956,0.20375707069213178
1957,0.39866510554529744
1958,0.24966924032145466
1959,0.4290860178407435
1960,0.052615776791697044
1961,0.24240448331452147
1962,-1.0060785084298727
1963,-1.4758113599326248
1964,-0.4425910262046253
1965,-0.6142637810625187
1966,-0.8608873652071771
1967,-0.8613313842339718
1968,0.4060360716156499
1969,0.26450588235782013
1970,-0.12714197054716747
1971,-0.5080955528959011
1972,-0.2791116520464586
1973,0.13885198759396
1974,-0.7109621347308235
1975,-0.43790866671995166
1976,0.40959493270856195
1977,0.22354228400071108
1978,0.6125713886294137
1979,0.5844221165857806
1980,0.8297284768054889
1981,0.3382119189325361
1982,0.6190638212208586
1983,-0.5684889560350359
1984,-0.6270801729859611
1985,0.3444450337611198
1986,0.557426975533446
1987,0.2458570595345866
1988,0.8620178969049266
1989,0.3174875615253139
1990,0.735374313691872
1991,-0.4163371537582836
1992,-1.3145228385949586
1993,-1.3173265372316874
1994,-0.5048763773868437
1995,-0.1984831655312711
1996,0.8211395208373382
1997,0.5660033803847255
1998,0.9944518364031509
1999,0.6459841958476622
2000,0.7905377968234264
2001,0.99716099596283
2002,1.1986541201071446
2003,0.7135562979326404
2004,0.476950013286916
2005,0.23172863517736353
2006,0.11575291695674084
2007,0.33838544371991786
2008,0.4126106738924187
2009,0.31672648893694255
2010,-0.3236310451339275
2011,0.259218581155622
2012,1.0842528597338519
2013,0.3802888368856352
2014,0.4169243035532477
2015,0.7361134833228018
2016,0.33925315909540554
2017,0.7278933893156432
2018,0.4143528934719787
2019,-0.43080496360116394
2020,0.626883661759766
2021,0.7273312543948491
2022,0.9675688953076254
2023,0.9032484126971285
2024,0.06785814122879907
2025,0.7345263209403705
2026,0.6922629376955269
2027,0.1962571154410062
2028,0.7833534944967155
2029,0.8663183438699922
2030,0.46970955109701373
2031,0.09525224658750053
2032,0.6310078201417126
2033,0.9530381081428545
2034,0.3534430639387667
2035,0.35953180087244974
2036,0.5884900011216967
2037,0.473450428906836
2038,0.5417410801270388
2039,0.4622526108192542
2040,0.7665711235457904
2041,0.5458473389376444
2042,0.681152673191125
2043,0.8141743046645091
2044,0.6706911898572843
2045,0.6576722586410071
2046,0.6980440340278866
2047,0.9309010830268347
2048,0.6657558802466763
2049,0.351456023083883
2050,-0.24440592547614504
2051,0.14699594770012858
2052,0.6265638909179874
2053,0.9907832354622581
2054,0.6585774545472312
2055,0.4048117993467857
2056,0.22510112523734715
2057,-0.26381452881363376
2058,-0.5337979511491131
2059,1.0753044371110025
2060,0.5682799668199294
2061,0.8192766599809627
2062,0.3928425217140443
2063,0.8483525406759211
2064,1.1034173110529588
2065,0.44298131580362554
2066,0.40980745046018274
2067,-0.3450329377279413
2068,0.5656103592570565
2069,0.5383735461315737
2070,-0.04843097124493667
2071,0.3953564117322639
2072,0.13079970591195167
2073,0.3010305909415294
2074,-0.18236148860846413
2075,0.5790905457548989
2076,0.8843412296991904
2077,0.04340722457913593
2078,-0.1506732573714542
2079,0.1799783720919974
2080,0.08308768917016351
2081,0.5209427469641748
2082,0.31875847268870494
2083,0.17365303015185862
2084,-0.06746872122671466
2085,0.171539139191216
2086,0.3722651183475971
2087,0.3978591146519239
2088,-0.1589764708895931
2089,0.7064767343697955
2090,0.5647635533725524
2091,0.35570723274742955
2092,-0.24388538080273392
2093,-0.4473643664650875
2094,0.38809513513953897
2095,1.2141010632476945
2096,0.3178996271377761
2097,-0.37318536612097075
2098,0.24072020269922234
2099,0.9823404871977228
2100,1.2333517848656168
2101,0.7474493661754438
2102,0.5439204244021743
2103,-0.4006427571952269
2104,-0.2585367145703579
2105,0.7516963307568036
2106,1.5589405117785855
2107,0.8317319717079132
2108,0.5026595295146747
2109,-0.18418624930401384
2110,-0.16594692360102892
2111,0.4282043148820778
2112,0.7082855693110228
2113,0.11829903338981751
2114,-0.3022063046208139
2115,0.5916964936946814
2116,0.5151242453424496
2117,0.29268419715066196
2118,0.6597404531245976
2119,0.9452851037021968
2120,0.7514357066181536
2121,0.33622196211288236
2122,-0.22126467914817605
2123,0.2561770391921927
2124,0.640057896112745
2125,0.28393502151574435
2126,1.0928869710636842
2127,1.0681482202784842
2128,0.20565398698785753
2129,0.24339607343326364
2130,0.622925329258813
2131,1.27648624487342
2132,0.5553019777739694
2133,1.0607115444078508
2134,0.668363366754587
2135,0.42497548908593785
2136,0.9557108575620088
2137,0.5245855363320526
2138,0.059621636430915004
2139,0.5390231784153032
2140,0.78893715319135
2141,-0.019145288390375104
2142,1.0519605046825882
2143,1.2579893080645868
2144,1.2902180260410496
2145,1.0488938583330325
2146,0.3717860168819145
2147,0.29912219969358333
2148,-0.2939450568213222
2149,0.7238178162266107
2150,1.3773284150556728
2151,0.49419996655985443
2152,0.8569294276476838
2153,0.7581857312397569
2154,0.9762591838966121
2155,0.46879402808225734
2156,0.9187102020071822
2157,0.6605405790945515
2158,0.3131844817831704
2159,0.9257650088451486
2160,0.7717656598509945
2161,0.36837233524366986
2162,0.19590190795651252
2163,0.3933827149317417
2164,0.7291027253404314
2165,0.5747321213231467
2166,0.8941578085854394
2167,0.9487212994054164
2168,0.8851695647999323
2169,0.6157761396793016
2170,0.9629618361304308
2171,1.0827821506909445
2172,0.557531618327225
2173,1.2469526329899814
2174,0.7209431672669229
2175,0.6821923574809352
2176,0.8816174247225237
2177,0.9081759110560317
2178,0.8327723998720895
2179,0.9207390872654697
2180,0.7868154017327871
2181,0.4452354352276584
2182,0.5393296621381847
2183,0.9254472639983664
2184,1.0665566625767198
2185,1.2534195686215255
2186,1.511234528368126
2187,1.1466916806350655
2188,0.8777933146219792
2189,0.8015680057532857
2190,0.6230877433738851
2191,0.9885644864463896
2192,0.8403712508485024
2193,0.17453268582439696
2194,0.013242597638085885
2195,1.1425073516766993
2196,1.5972125591242838
2197,1.2146957914934917
2198,0.8125013038250906
2199,1.0964072849257325
2200,-0.10061040522711107
2201,1.1963016166162037
2202,1.64316007391606
2203,1.3200029445945947
2204,1.3278605111327175
2205,1.8484912510686322
2206,1.25473813851997
2207,0.9136019502531068
2208,1.2506675178665938
2209,1.696126955173755
2210,1.508489230910619
2211,0.7981205216149234
2212,1.3815524249609925
2213,1.2465308348875204
2214,0.8007143989728318
2215,1.9366424256882966
2216,1.403155661786195
2217,0.47333035638754617
2218,-0.12994872571742278
2219,1.2416673481003742
2220,2.062636806598605
2221,2.009929307216023
2222,1.3889333946925653
2223,1.0260171079520486
2224,0.41750419895123025
2225,0.7260732689358846
2226,1.3369274096475023
2227,1.0555302995355347
2228,0.7042694874322404
2229,0.49477466291340755
2230,0.6537185500485476
2231,1.1189043080443217
2232,1.8481415385182522
2233,1.4381016009367567
2234,0.9942706148638651
2235,1.010282444638964
2236,1.1965514994777937
2237,1.1991791832172203
2238,1.677056300535319
2239,1.185903247173645
2240,1.566982440226815
2241,1.5803368236091249
2242,0.1512747424901988
2243,0.5589982274623082
2244,1.7892314842105277
2245,2.184539487288787
2246,0.853504236100348
2247,1.411448706721954
2248,1.2759174628790613
2249,1.239566247593611
2250,1.5711947550458683
2251,1.7066592734648094
2252,2.0235662339542966
2253,1.3250895516619472
2254,1.3322190238192697
2255,0.9784098118166888
2256,1.5742559074867588
2257,1.6689790592966307
2258,1.4538549085758947
2259,1.3799504976690449
2260,1.542999168086872
2261,1.6362949473800716
2262,0.6788588339683648
2263,1.1776677587521844
2264,1.117554341978385
2265,1.4309091466340953
2266,1.4903852686148422
2267,1.4815185731371026
2268,0.45374040581924713
2269,0.6564335411371782
2270,1.2178759157826193
2271,1.8474410318507233
2272,1.0096751820921026
2273,1.3188236744013522
2274,1.040616662980414
2275,0.9375672371075559
2276,0.44772584706917073
2277,0.7898006789214689
2278,1.508485898500381
2279,1.441242769079882
2280,1.4208614994399513
2281,1.252454869707212
2282,1.2448537477918982
2283,1.3239116521232235
2284,1.5226755681980635
2285,1.1392661958841053
2286,1.4949946026690966
2287,1.1196645976222535
2288,1.0453049100400198
2289,1.9396029001544641
2290,1.7381992879874129
2291,1.459477270359972
2292,0.21891790236175823
2293,1.311490442954557
2294,1.7748205440137732
2295,1.936259928846136
2296,1.086117875297387
2297,0.986852216167077
2298,2.286039096754166
2299,1.8181689975010107
