year,tas,rlut,rsut,rsdt
1851,287.70376908416875,239.3725324133529,101.34602951658047,340.2007884312996
1852,287.74601417727126,239.7358119008559,100.47714754156148,340.20078837766556
1853,287.63959635873056,238.9949824474978,101.00767602343599,340.200788178432
1854,287.6650222787283,239.28372076393794,100.5737908981273,340.2007880153433
1855,287.6245371474026,239.17359768465727,100.74069281727418,340.20078821796005
1856,287.7967304956139,239.3422061879305,100.1662402602679,340.20078809196224
1857,287.82558280115865,239.8877927262732,101.99713878660485,340.20078864791986
1858,287.6652933902319,239.28141424555704,100.97847937947417,340.20078817727176
1859,287.5064631519626,239.25590360530757,102.10452610351983,340.20078816928583
1860,287.604335484413,238.94930315176975,101.25508269936957,340.20078782719435
1861,287.45764559261346,239.03948553091809,101.60867932148226,340.2007880977174
1862,287.4101644096526,238.8291714582222,101.5384641958052,340.20078778896357
1863,287.4173752968337,239.03891943838912,100.84673109845373,340.200787266336
1864,287.6067039079917,238.95708089995335,100.48779770246733,340.2007880733389
1865,287.72839942445677,239.30532371385152,100.40845335119074,340.20078803547864
1866,287.7506697309198,239.50038078147247,101.29993580140648,340.20078842188116
1867,287.70173046171055,239.53458782017117,101.40747210963674,340.2007882376625
1868,287.59465708914803,239.0544897616809,101.69970984806923,340.20078821865167
1869,287.6079936763395,239.22018712791623,100.55559449541086,340.2007877030184
1870,287.6015470245945,239.0420055266327,101.00555725468229,340.200787934688
1871,287.528680858628,238.97908472509303,101.23371296599743,340.2007880599586
1872,287.43758956587163,238.8405667073553,101.66627220286364,340.20078788387474
1873,287.3739836015913,238.81543443434592,101.76204530804354,340.20078782436434
1874,287.53761333090324,238.81466574974922,100.53474768562894,340.20078790245
1875,287.62683441707105,239.3618174426114,101.53057192706338,340.20078838128893
1876,287.57988290136257,239.21705514145512,100.87721339458786,340.20078815302674
1877,287.44758534743613,238.948235765185,101.98210281716,340.20078814519536
1878,287.4887578140769,238.95909948997948,101.06425560558434,340.20078778214946
1879,287.55462653921137,239.07671561418238,100.75589338583734,340.20078801640204
1880,287.6783755840977,239.3224242003262,100.97762212888476,340.2007880972176
1881,287.71127051218434,239.27777427226806,100.94449975893671,340.20078837836166
1882,287.74802629854696,239.27357692742783,100.95849780752269,340.20078834207
1883,287.7880895880227,239.50599472413057,101.46185127537684,340.2007882391986
1884,287.62293857274346,239.2779665821206,101.15516863171906,340.2007881418579
1885,287.60775231676246,239.30041184066945,101.05647167306324,340.2007880647856
1886,287.5814822099184,238.97200271733175,101.76668679605761,340.2007881951665
