year,tas,rlut,rsut,rsdt
2015,287.64154273598876,237.75664836695435,101.34731064621197,340.29969584646136
2016,287.7513423744031,237.67915530624757,101.64370335468942,340.25658474454093
2017,287.72808410635866,237.67729686140504,101.24403867806082,340.2076017628631
2018,287.9262436985675,237.49997390927845,101.29203170204944,340.1966805473166
2019,287.9923013166693,237.87191887242386,101.28429936397639,340.19386452564373
2020,287.9764933764534,237.8204415901164,101.53328094272615,340.2382636157195
2021,288.04426248020377,237.9416884783627,101.13430434602888,340.27380925050915
2022,288.06157937799895,237.91011481115132,101.78911451152716,340.35336931893795
2023,287.8173006451222,237.80677321071698,101.53241243344245,340.40301910954554
2024,287.7982390456983,237.39337386257978,101.26693074438752,340.4476987770652
2025,287.8851545995101,237.5293563225089,101.45906874506483,340.373815429233
2026,287.90983536106256,237.54523591966813,101.14229421182806,340.32440396629045
2027,288.0614842923899,237.7041318978249,101.45160746522942,340.2766301963336
2028,288.10125470956194,237.58913064490244,101.33073310200182,340.28903891614044
2029,288.0715521747309,237.63082818269473,101.41890033141976,340.22132432900474
2030,288.04450185325186,237.71607324671723,100.8925524692628,340.2018430464679
2031,288.1847995460433,237.60442595753815,101.13389687291662,340.1877574125809
2032,288.1304801177744,237.64116989352988,100.711420222911,340.22009580419945
2033,288.379346478705,237.75310462555453,101.15295806216763,340.2316713995886
2034,288.22137253888906,237.71525230459295,101.23425688668544,340.30979652563224
2035,288.05459255240515,237.59554805173948,100.84949099025431,340.3160880092556
2036,288.34498309555033,237.62583096846848,101.05225747053824,340.3856447504907
2037,288.51683305214215,237.6537943169393,101.5785550251271,340.31426453233615
2038,288.3876072309319,237.64207559360773,101.37836963903061,340.3127648550267
2039,288.38473018344376,237.72573843606514,101.15599018466658,340.27256792553607
2040,288.27786692936985,237.358213698146,100.69754331259752,340.2539175867214
2041,288.3053370246623,237.5542858246322,100.7053960663796,340.183505092796
2042,288.3249103930022,237.30132495846303,100.95617699486495,340.1724954410092
2043,288.4385004585866,237.3674647677677,101.00302916824717,340.1743965212098
2044,288.43262312209936,237.65274786366297,100.58678887835534,340.233327811716
2045,288.5988934982115,237.4446135843856,100.91188524295352,340.269305216811
2046,288.7072431050829,237.38353255495323,101.65487857715574,340.31843673521684
2047,288.59201858272064,237.87268927268465,100.77653387005824,340.3771658184217
2048,288.4695367856489,237.38141969321848,101.02398497847129,340.41007607077296
2049,288.61117248484163,237.3372556659937,100.92175943907137,340.3331197075001
2050,288.6702886132654,237.3475217772367,101.26914428018745,340.26980547475193
2051,288.664778618955,237.34356202149937,100.65766116589204,340.2361364778158
2052,288.7177897331802,237.36350146310505,101.24679315616912,340.2382252587285
2053,288.74660889970585,237.20101905278352,100.75743964837625,340.1812742019993
2054,288.78427392033495,237.27436771632247,100.53246548333972,340.1885602504586
2055,288.9999043052626,237.5796158802856,100.8435877055691,340.23214421241863
2056,288.9095599928888,237.20139420034147,100.94407259054965,340.30997698028176
2057,289.0297122038603,237.35547077567992,100.56097175507198,340.28290754105757
2058,289.20467248494975,237.27104684636754,101.00656426963475,340.2930937485583
2059,289.1985434350973,237.4818803253028,100.9808385419288,340.29805056425346
2060,288.9827206226867,237.45999802218458,100.31959833400508,340.2893182276947
2061,288.9903871156977,237.20334888084392,100.14427301900385,340.2185426927073
2062,289.2160017081547,237.62002121008598,100.43931433898365,340.19017882062434
2063,289.2046488337629,237.12492911168815,100.68100941086557,340.18388643248636
2064,289.44950403838317,237.2720536714096,100.45539977064664,340.20977538236133
2065,289.56748305139485,237.46109416160618,100.68843600183352,340.1890338822781
2066,289.55248064953133,237.53609004211532,100.53463082188755,340.2449693850183
2067,289.46091072807167,237.51263120795318,100.40781258943635,340.29196921000397
2068,289.4918809188825,237.37575284342424,100.21722957302734,340.35412821871705
2069,289.61490297904624,237.28504352959,100.42560130452131,340.31046086158284
2070,289.768132892401,237.41658192942236,100.71387404399071,340.28000610669415
2071,289.7317096771275,237.29795821685366,100.71545005886928,340.23988400933393
2072,289.9325567062519,237.40264270055403,100.46378865060625,340.24732106690254
2073,289.8065134070426,237.43755799853614,100.92196802058068,340.1991604572816
2074,289.5965366366755,237.24894379368234,99.99227621832266,340.1779437611138
2075,289.7158191380425,237.17109322257792,100.22088494940412,340.1673514474985
2076,289.8374123419869,237.10183799915387,100.14545275098789,340.19129252274746
2077,289.96456607537397,237.311786786644,100.32305620029693,340.16860443304506
2078,290.28365867826,237.4415156107552,100.66947070051056,340.2021358510143
2079,290.1273405852166,237.94511767594346,100.40464698199719,340.24444665490336
2080,289.92163020459196,237.37471400345035,99.85279795995939,340.2995085705581
2081,290.0723378662301,237.50269807970434,99.53407793976801,340.2714117936543
2082,290.301090258253,237.39365512719428,99.97109993076104,340.2725387495869
2083,290.4928786024727,237.39651436937652,99.97398055561212,340.24426902730994
2084,290.4440620050129,237.720104642545,100.04360388684869,340.26164607785967
2085,290.4276847608118,237.4147783074632,100.38173340498622,340.18591975994394
2086,290.4342649671103,237.55417349048892,100.29377180751975,340.16381472183167
2087,290.4132475902936,237.36783788949364,99.76640355256342,340.1649396183768
2088,290.5616223324678,237.1547725335203,99.77956645850203,340.1977966896456
2089,290.83611363672725,237.54547994981155,100.35282770389085,340.19769639733806
2090,290.67060523957986,237.72110874732894,100.14431369522997,340.25208743978277
2091,290.44762487875556,237.53171455340893,99.58699677620352,340.28868907718567
2092,290.6100091938998,237.29881193273923,99.95319764456688,340.37442895051885
2093,290.7174257362638,237.5557284890787,99.71055543140038,340.3202965979072
2094,290.7644910560945,237.89107580150377,99.69828092997365,340.2792135389066
2095,290.81794845071585,237.30740788516698,99.5663641829885,340.24554536830357
2096,290.7326536670638,237.47745033891763,99.73372520004403,340.23548681035544
2097,290.99172573260904,237.24574871274095,99.94520404127861,340.18978570547677
2098,291.1186615316306,237.70093694442485,100.14607832377528,340.1797076963551
2099,291.08479198296243,237.60016098635595,99.61927622093107,340.1976639964261
