year,tas,rlut,rsut,rsdt
1850,-0.058527202956327073,-0.0018951236960447204,0.058668334541820855,0.02512787660231197
1851,-0.04877506059801817,-0.15970139473006384,-0.12157932752595002,0.015625360430988167
1852,0.004725905972975397,0.026397084690927386,0.08617578496394174,0.048726930304098914
1853,0.008591751953190396,0.0344246451809056,-0.2611198511384316,-0.007509221425038959
1854,0.07838284419074171,0.10723502987158895,-0.09821079711353775,-0.03452605084493143
1855,-0.052643170930082306,-0.05821031691570511,0.2945348626353166,-0.0486386802157881
1856,0.10253687590341087,0.07082757731828337,-0.02774747566407143,-0.022241122214438747
1857,0.21104238391927765,0.050518920535978395,0.11297351402411948,-0.03836625464685994
1858,-0.036341587809999965,-0.0821681814045121,0.2700481982179781,-0.010071715693641181
1859,-0.0676471703035304,0.037433751020415684,0.052522969128986574,0.01791683271335387
1860,-0.06167120529408976,0.14630480585788064,0.07712933100376063,0.07471038770557925
1861,-0.12679425360380492,-0.09064371202745747,0.17855367018368895,0.035476945913785585
1862,-0.21699241840934747,-0.49703833011398046,0.6015750161492406,0.012641572329812334
1863,0.06933981971013736,-0.36941589485039117,0.1576518868896244,0.0004898009016187643
1864,0.1042317621655684,0.11964540243312172,0.11049893029128555,0.01426177192877276
1865,0.11164309394706606,0.020074774529547312,0.10253905229171778,-0.026836560728838776
1866,0.06764017571271097,0.16428809286134083,0.10062873168379838,-0.0357444380385914
1867,0.1000534523612373,0.059356341003649504,-0.13640294073017856,-0.04408669787301278
1868,0.11637458117780852,-0.04640746970946452,-0.29185314901168624,0.013015311148194542
1869,0.2712908593001089,0.2040839011076514,-0.01545529785479971,0.012239070606142377
1870,0.20481978524901479,0.12726829688799057,0.06956987062302744,0.014185338769664213
1871,0.2770053685329117,0.17444534356553731,0.13109696128734072,0.03784934858526867
1872,0.1532809277510978,0.3527117219773004,0.4192596042663155,0.055238018936847766
1873,-0.09416047312004139,0.002404387361281124,-0.15798029000123393,0.008614971641350166
1874,-0.11846970716567284,-0.4260182457195185,-0.04426738468836788,-0.0094124635666617
1875,-0.051144233222544244,-0.2644237940553751,-0.21125739391409581,-0.042416673301204355
1876,0.019918553254058224,-0.13468945886975803,0.3825624603762634,-0.019795454773372967
1877,-0.021126604657865755,-0.16703052891861603,-0.3664507723667043,-0.06614572700306098
1878,0.16849810199522608,-0.25504616322339757,0.09136829649642664,-0.07700220059666663
1879,0.1231617496968056,-0.15639346480145377,0.17161674223274304,-0.07100052063822204
1880,-0.01748353213588416,-0.35673537867555183,0.19048789053319126,-0.013152686673890912
1881,0.03858102130169527,-0.21813030022514113,0.04542813167020654,-0.004539640732900807
1882,0.22668329999203252,-0.006288367269092987,-0.042184475940103994,-0.01774823107376733
1883,0.13638403570524815,-0.12199951423181687,1.3629732904258134,-0.022116729656602274
1884,-0.2408785569571137,-1.515593189947424,2.9702538260086584,0.05950604748443311
1885,-0.1440272352428451,-0.6905558626986306,0.856444084073587,-0.0047572351007261204
1886,0.05645531025550099,-0.20334381807529667,0.06320819234547059,-0.034868346423593266
1887,0.03668860808494401,-0.16566472353659378,0.245646336080398,-0.053262087693553894
1888,-0.06746804026130349,-0.3888790009137324,0.2053525770084832,-0.03376852606686498
1889,0.01774258542991447,-0.434987291993707,0.25884161063095235,-0.06721366086424041
1890,0.06303517738621167,-0.11573483633165438,0.12118689173867381,-0.0631589072174279
