,co2
2101,446.81877154706814
2102,444.2372917140572
2103,441.6266245214977
2104,439.1082777803656
2105,437.135204236548
2106,435.170161101329
2107,432.9246027625977
2108,430.3768509098722
2109,428.323776887554
2110,426.3734217315759
2111,424.36165446077683
2112,421.7890449101528
2113,419.51032986004054
2114,417.82968080173873
2115,415.9216519070701
2116,413.8229180736162
2117,411.86555852874784
2118,410.22912974055095
2119,408.3043277115538
2120,406.5564384634467
2121,404.8010035597765
2122,402.9848841425719
2123,400.9173548941735
2124,399.3121904124552
2125,397.68731050209743
2126,395.7490509627366
2127,394.01052429778326
2128,392.3929439869519
2129,391.137605901643
2130,389.684702178591
2131,388.20099342850324
2132,386.4620348446326
2133,384.8108899618961
2134,383.4502882926767
2135,381.8162795901389
2136,380.3013023823205
2137,379.0084160325849
2138,377.3351594109031
2139,375.92135680362344
2140,374.9583308369824
2141,373.66910060823477
2142,372.0496992185608
2143,371.05302376803877
2144,370.10081709667094
2145,369.11995876597564
2146,368.6592823324159
2147,367.81059043564204
2148,366.4658777783889
2149,365.8631774796282
2150,365.15783048970684
2151,364.48163246025155
2152,363.77877546684954
2153,363.16108697783983
2154,362.7721187079097
2155,362.31899660980395
2156,361.9666542715492
2157,361.7698839759802
2158,361.6445067262635
2159,361.41186602691107
2160,361.27702448836294
2161,361.15745691603587
2162,361.12523140599035
2163,361.17035249781253
2164,361.5618065186633
2165,361.6537550556362
2166,361.75148628685986
2167,362.5815104744301
2168,363.0709404616883
2169,363.066963750818
2170,363.22679761991975
2171,363.90307820268475
2172,364.28228150104235
2173,364.6901113625211
2174,365.04820507194205
2175,365.59095015669465
2176,365.70912583304386
2177,365.5806141992576
2178,365.85796029913683
2179,366.3022867430479
2180,366.2910766639924
2181,366.4172131211201
2182,367.0354024964408
2183,367.2108763023797
2184,367.28276929107653
2185,367.6644264511903
2186,367.82431324875705
2187,367.88114719287864
2188,368.40592018620333
2189,368.47810253604473
2190,368.2660532738828
2191,368.3750110004772
2192,368.6139187697293
2193,368.48034175919526
2194,368.41513841899797
2195,368.73677988890745
2196,368.68437636864735
2197,368.60790558663757
2198,369.01633030368066
2199,369.00054818645725
2200,368.81435801742936
2201,369.24495976129253
2202,369.51555130218406
2203,369.08145873264584
2204,368.90978605848056
2205,368.83545402044984
2206,369.1466507512464
2207,369.65803708853394
2208,369.72964477299195
2209,369.36323016166807
2210,369.47460410570943
2211,369.41122873165955
2212,369.37635689271247
2213,369.3867966314535
2214,369.6904704442271
2215,369.936998874621
2216,369.91801934977263
2217,369.97235329663107
2218,369.86982067055806
2219,369.29847421323706
2220,369.67977295046603
2221,370.13307072201513
2222,369.94622748554605
2223,369.51109634819625
2224,369.34616577926244
2225,369.51033081956035
2226,369.49828662186184
2227,369.4993573618777
2228,369.5606866403489
2229,369.6193457202186
2230,369.7388774408225
2231,369.98308786862157
2232,369.9392948001022
2233,369.73439342806967
2234,369.76562282629146
2235,369.81397821527486
2236,369.73660868717366
2237,369.83418103865574
2238,369.48350580552744
2239,369.25574773348126
2240,369.4386953971903
2241,369.6804083750855
2242,369.91605514707726
2243,369.9678643778529
2244,369.97335912615864
2245,369.9794491074153
2246,369.7314870798286
2247,370.1833979557717
2248,369.8243295512143
2249,369.6368663629748
2250,369.9727869137879
2251,369.7315167990202
2252,369.51602935660827
2253,369.9958184381252
2254,369.8563884450938
2255,369.66291339461543
2256,369.4803223612051
2257,369.6541512334778
2258,369.8091254015067
2259,369.8873386716083
2260,369.3955019959138
2261,369.57217494764535
2262,369.8535227602546
2263,369.90934549709004
2264,369.6202534292407
2265,369.50945773575506
2266,369.36759624112113
2267,369.0334675216924
2268,368.7211936353084
2269,369.0220353506466
2270,368.8867764225637
2271,368.34633518840997
2272,367.9492632968885
2273,368.1703228518508
2274,368.5442939686014
2275,368.3796485152131
2276,368.1873766674329
2277,368.44794255698577
2278,368.7480930888403
2279,368.67167844308125
2280,368.73813829182825
2281,368.71700653143125
2282,368.48256532080364
2283,368.3584928851162
2284,368.29511024637515
2285,368.228246971396
2286,368.67200714677455
2287,368.87137178624647
2288,368.8440905118631
2289,368.4730546134254
2290,368.5106836385759
2291,369.2191360481484
2292,368.81875230652776
2293,368.4415686866898
2294,368.64242626739104
2295,368.41505888478054
2296,368.27892979763817
2297,368.2298291645466
2298,368.9101814652483
2299,368.96096580847495
