,co2
2101,446.8698569504227
2102,444.21658989129804
2103,442.4315549558766
2104,439.7501909013204
2105,436.8419379903111
2106,434.6776189958083
2107,432.5884542703026
2108,430.00463030067766
2109,427.92239892104243
2110,425.8643925507388
2111,423.44624779063497
2112,421.453367396284
2113,419.7590481702923
2114,417.5649171471384
2115,415.190819059322
2116,413.24233272158637
2117,411.41071469881126
2118,409.6680721616938
2119,407.8416640547187
2120,405.85374204802577
2121,403.8272025464364
2122,401.9660237401122
2123,400.2526248874872
2124,398.3942870471826
2125,397.3306340679006
2126,395.6167641425028
2127,393.5980032383304
2128,391.6256472007089
2129,389.98323692989123
2130,388.3723692881395
2131,387.07620297746894
2132,385.4684413214483
2133,383.9496686426548
2134,382.66840608199044
2135,381.1432756661763
2136,379.33313122167453
2137,377.84260979506877
2138,376.26069591058547
2139,374.64897292219683
2140,373.0941949239248
2141,371.61784879691896
2142,370.24923068240355
2143,369.5569987245432
2144,368.7581860093332
2145,367.30523077301586
2146,366.11222911655864
2147,365.10390402598597
2148,364.87894587917117
2149,364.06478324869505
2150,363.06714121684763
2151,362.4904057738041
2152,361.8732696843709
2153,361.69475650142874
2154,361.1781933640118
2155,360.5162372428842
2156,360.30326376103807
2157,360.1413077529659
2158,360.1124936287246
2159,360.2992792193966
2160,360.31030985114313
2161,360.1003359320183
2162,360.76416426786744
2163,360.87972088149394
2164,360.4141488007917
2165,360.45765241382
2166,361.0001148360396
2167,361.53149152807504
2168,361.87728017133827
2169,361.97113054787764
2170,362.5026535715515
2171,362.75885951418286
2172,362.68426434337357
2173,362.8254439004946
2174,363.5855959100472
2175,363.94520944948965
2176,364.1749570091306
2177,364.71135435760647
2178,364.8527559123711
2179,364.9940378355963
2180,365.37721463703843
2181,365.8797782426456
2182,366.1973979039909
2183,366.734975906318
2184,366.80685625256524
2185,366.476137786781
2186,366.41544195164994
2187,366.62845156825904
2188,366.89020518766114
2189,367.1833855784557
2190,367.7542691711616
2191,367.9448803293869
2192,367.91658124345264
2193,368.1450221964781
2194,368.2790675437324
2195,368.22802789849817
2196,368.3263855914105
2197,368.6616461874778
2198,368.6827122826134
2199,368.34161955465623
2200,368.6074840458506
2201,368.91900127218275
2202,368.8266209106391
2203,368.70867591182446
2204,368.7059625024619
2205,368.6066001121817
2206,368.6627256073845
2207,368.36008102210513
2208,368.709363698829
2209,368.8102111995674
2210,368.8499018874922
2211,369.0090995772013
2212,369.0343635317311
2213,369.2590349591075
2214,369.20008217814785
2215,368.8782515432255
2216,368.78766282437283
2217,368.9530543709891
2218,369.2650925794666
2219,369.4371840583663
2220,369.5299681291819
2221,369.2615606186567
2222,369.0352143497295
2223,368.9617758687249
2224,369.08716981779685
2225,368.973111806198
2226,369.04522367909937
2227,369.52510361643044
2228,369.23934292843484
2229,368.6856413683946
2230,368.6282042662045
2231,368.9623294948076
2232,369.41132760693813
2233,369.3154572688393
2234,369.1378032063997
2235,369.38837316380557
2236,369.05436813282165
2237,368.82702443121786
2238,368.83998114961713
2239,369.1860058481733
2240,369.3010555373038
2241,369.13616110313296
2242,368.7711569740751
2243,368.75693752024785
2244,368.90721096129215
2245,368.84438223167353
2246,368.46457369962127
2247,368.57415939745067
2248,368.9995138642445
2249,368.486930268097
2250,368.3837035337945
2251,368.8864330007946
2252,368.96229845476313
2253,368.9069672639214
2254,369.02415909351
2255,368.6978167079226
2256,368.8779143483345
2257,368.72012100835985
2258,368.265566728261
2259,368.09845467632016
2260,367.8676817573971
2261,368.30397666054967
2262,368.0682024262474
2263,367.64692363994914
2264,367.6970675581845
2265,368.0049333808607
2266,367.4408376515065
2267,367.2275031994163
2268,367.23286265464054
2269,367.29159655139557
2270,367.91539766485556
2271,367.9607740586852
2272,367.66884781777435
2273,367.91529067576596
2274,367.50692077412054
2275,366.9026211111208
2276,366.5388174487086
2277,366.83669413219576
2278,367.20413806536044
2279,367.36015570722634
2280,367.1360678138176
2281,367.01534628773834
2282,367.0341227786177
2283,367.35502975993575
2284,367.4692644827911
2285,367.016822340919
2286,366.6780850711727
2287,366.68664533050094
2288,367.1307254353352
2289,367.217170166725
2290,366.98315861069534
2291,366.8346337902743
2292,367.1112368160181
2293,367.010155052573
2294,366.8874752676368
2295,367.2536347656463
2296,367.41031547569713
2297,366.9913371435187
2298,367.0777893282931
2299,366.9141395149953
