,co2
2015,403.5393324562667
2016,405.79494361816893
2017,408.36485353403987
2018,411.1880898387469
2019,413.81458839747575
2020,416.51771803315563
2021,418.98551318422153
2022,421.6303445215824
2023,425.01802497778453
2024,427.9669779914186
2025,430.8186046152606
2026,434.0454701859998
2027,437.39830446554083
2028,440.85819340560374
2029,444.59290231426354
2030,448.59500846962885
2031,452.8648662376793
2032,457.4565688869946
2033,462.5466475663068
2034,467.8638370997155
2035,472.8889958561365
2036,478.12761520610536
2037,483.3237757377355
2038,488.2672025661212
2039,493.3530193246708
2040,498.4259514456537
2041,503.0417157902671
2042,507.11693983675474
2043,511.4973080883985
2044,515.3244279269132
2045,518.645157177068
2046,522.2995294501495
2047,525.901766713508
2048,528.9979801138956
2049,531.5450903151234
2050,534.3869414949157
2051,537.7496021656921
2052,540.2900146046092
2053,542.0148684601666
2054,543.9015060468321
2055,545.6800858795007
2056,546.5899053416298
2057,547.0003047338452
2058,547.6037674478027
2059,547.6477514739213
2060,547.1458093296308
2061,546.3708745224643
2062,545.7355771765904
2063,544.8482174038143
2064,543.7055705303326
2065,542.5931726047912
2066,541.5277559094235
2067,540.0625231561672
2068,538.1462549694393
2069,536.7289447427827
2070,535.7123505466126
2071,533.4785962933811
2072,530.2653152235831
2073,527.5535933450642
2074,524.3854385561533
2075,521.0742117108725
2076,518.4198824029297
2077,515.2546183007179
2078,511.9432294622565
2079,508.7971031042078
2080,506.16649433411334
2081,503.067997745041
2082,499.77346997197645
2083,497.003150527597
2084,493.9223018548981
2085,490.52323979744915
2086,487.5431898482757
2087,484.6296561671399
2088,482.09409144727226
2089,479.2574869784695
2090,476.6998691089199
2091,473.76436228405294
2092,470.48250620818857
2093,467.91090795919723
2094,465.68396392947136
2095,462.81862911624347
2096,460.0586064754456
2097,457.63370753374045
2098,455.0699517548414
2099,452.2003933255866
2100,449.4040043007196
